formid,Type of Financial Product/Service Accessed,2  Did your cooperative facilitate access to this (____) financial Product/Service?,Date,4  Has your cooperative ever given you access to the following business development support services? | None,4  Has your cooperative ever given you access to the following business development support services? | Training_in_microenterprise_management,4  Has your cooperative ever given you access to the following business development support services? | Preparing_bankable_business_plans,4  Has your cooperative ever given you access to the following business development support services? | Business_planning_and_strategy,4  Has your cooperative ever given you access to the following business development support services? | Export_assistance,4  Has your cooperative ever given you access to the following business development support services? | Financial_management,4  Has your cooperative ever given you access to the following business development support services? | Marketing_and_advertising,4  Has your cooperative ever given you access to the following business development support services? | Personnel_administration,4  Has your cooperative ever given you access to the following business development support services? | Sales_and_customer_service,4  Has your cooperative ever given you access to the following business development support services? | Others,4  Has your cooperative ever given you access to the following business development support services? | extra,5  Has your cooperative ever facilitated access to market opportunities for its members?,Comm_Partner_ID,State,Cooperative_ID,username
a98dbb6d-9294-4c7f-b6c8-8ee728243014,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika19
b9d05917-ad30-433f-a99e-e7a3c9557280,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
12d17859-f58f-443f-b1c1-7a499f47c087,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
3ead6ba4-54fd-4458-8d7f-ec2df85c72a6,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
2cfba463-1e16-4b8e-a11b-42f983b7d8aa,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
b8a528fd-030f-405c-b51f-39cd1de88930,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
66194f4d-ab6b-4d31-9ab1-19d06d8576db,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
6b1b819d-a407-4ab1-b459-5a8186f2cece,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
491c343e-a529-434c-a146-68797eb9032c,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
00ab28c8-5bb3-47e1-bde3-8cdd8b4d47eb,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
028670c3-546a-4144-a747-7159b30a9eb4,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
b792bb5d-7120-429a-869c-893647b1583c,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
edce5905-f8be-4241-8fd1-c6dc6fca4394,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
1b8b5f0a-e0ec-4b4c-81d2-07b24a928e45,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
e4e5a647-0695-457b-bccf-77d4d8b165c6,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
18bb47d6-9745-487f-a383-9db239e878ee,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
607cfb3a-22ea-480b-ad75-332284928fa4,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
37fa2d52-2795-4fb8-abc7-dbaaa0fe1804,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
b0f009b4-19fa-4339-b0b3-45419803b257,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
396f61fa-aa99-4752-8d2e-2c0252b5cef0,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
0a694a90-7c3a-415e-9172-f2e37d2c8d3b,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
e4580ece-725d-467b-930b-700d3e0fc1d7,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
f62a966a-f2e3-47b9-8caa-87c71b8f9ad9,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
e8222f97-d6db-4bd9-8998-1a3fde1533d3,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
2c3fc9c0-8e3b-4203-9199-2c858197e1fa,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
d8f1b089-ce61-4719-9d2f-f646c3c8b747,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
d6843cd3-94ad-42fc-b564-aa35eed04638,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
d05f9233-b31c-4a59-8b66-7e6178d64991,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
5770f48a-fde0-456f-8368-4793b8595442,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
64e41ff5-11b3-4b69-ad53-66542861b0c0,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
6ba403d8-726b-4566-9a88-ff1d8ac5ab92,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
13bed1c9-d039-4d79-b6bd-4109fb84f3a7,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
495479d4-da77-47d1-905f-7d0bc4843d78,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
7d5c8d6c-1bb3-4f50-a497-e2a3f51f244d,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
276733ed-bd83-414b-8ef1-fc1b9ad5f03b,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
6cfe89a7-1013-4475-becf-cd0b7e6a8ea8,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
e66f8c99-8502-449c-8b98-6dd38e8281bf,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
d01c1586-9def-4839-87c8-a4fae23248f8,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
97b9a2b9-a90c-4e5b-9130-114146ecf493,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
245d826a-9a82-4eb2-a8a7-b3589dbb343d,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
7f657961-b636-4bef-b2c6-c98202109e4f,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
bba94210-1deb-45b6-8548-1a7288e8fee5,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
d32aedce-c60f-427b-8c1c-81c9bb1829f7,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
8573b981-054e-4de6-ae19-d91fca3f7e4f,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
58c8ba8a-be65-4732-8162-050f03734934,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
fda3bed8-27e1-4515-9e6d-883a78a9a01a,Deposit_Account,Yes,2024-08-26,,1,1,,,1,1,1,1,,,Yes,,Kaduna,,ika21
2562d578-5cbc-4c40-b7e9-6ad56bf30bae,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
59f2ce6e-e2e5-4029-9762-68844161071f,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
02410e35-38e2-40a0-8a36-43aa966490c2,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
e18fd182-df94-454b-91a6-64a15550708d,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
0eb51a2c-38e7-4999-8c19-050ac3c2ea28,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
9c6a4f42-903d-42d8-9bd7-436665f907ca,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
e504843c-a97a-4b28-940a-23229b2af996,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
44a12157-d688-4049-a1a6-11ec02522f89,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
94bd126f-65c4-4459-9ec1-1c4d0a7e43a8,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
37f105c7-6c3d-4be5-89f6-3e9d1ac3fd4a,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika21
6bec3cdc-6eac-4a4b-9fc6-23f21c7db539,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
9328582b-cfe5-49ae-8a33-4449d41ffd0a,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
2b05954f-1f6b-4db4-b54f-ec8256b473f4,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
7cad6ca1-f431-482b-a42c-873cc9489d6d,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
3788c4b9-25e3-4d1b-b07f-8e201f7db92f,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
67d25d82-9e0f-4f9e-bb33-73e81a8d8d0c,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
22c75b2b-0417-43da-97b4-802eff957b2d,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
e69e9ee0-9994-4f24-aa2e-fc5ad880f716,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
eac8384c-cd7a-455d-83e5-69a0fac5e5fd,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
86244cc2-b628-475f-96a3-3dbf7706e447,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
9fb1171d-5b34-4e21-8c02-63e2612a2bdd,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
a85021dd-58a8-442e-8851-71a47feff2db,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
3ffd2dae-2b32-4802-9579-6539ecca42f9,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
e07b374d-8029-4c56-9dc4-b427a329b6ba,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
418985bf-3f20-46de-85dd-8d4f2c87e984,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
580884bd-c55b-4576-b2a4-9cf9706644dc,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
3965c7d7-2b6e-4412-bf73-574d0996d471,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
5f4844d9-95af-42b4-974c-e9b2077416d9,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
5fc60fc7-cfe0-4fb9-9966-c27b21230455,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
a040d136-5d79-44d0-85c4-cda88d3b2620,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
895e3837-16ea-4106-b738-12826de761b8,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
548da62c-d71e-45c8-9fe8-2c575a85059c,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
0b875593-4331-4b89-915e-4916d1a63dae,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
090bb22f-b27a-4709-a9cc-d52385539ad9,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
9a3a355b-0369-460f-b85a-bcec2a6a8f4b,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
d28cc2db-cb99-4b96-ac34-b130df5e5196,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
ce699f85-518e-42eb-9180-4a0c1e32b053,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
88fe8f08-fb2b-4afa-8178-b7337bba9224,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
b5b92587-ec3f-4346-a786-c2895fbf19e3,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
86aab32a-c53b-4b3c-8697-8ce3add6fd2b,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
71d909d4-1030-4ca5-9304-c9aa0ba5273e,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
76d2fde1-9ceb-42e8-991a-f9980eb0786f,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
58709c1b-18f4-4d0a-b924-07e83c1ee66f,Deposit_Account,Yes,2024-08-26,,1,1,1,,,1,1,1,,,Yes,,Kaduna,,ika22
0c8b1573-771e-4637-8c99-6268934ca9a2,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
6337288a-43d5-4b13-a227-00b4426ac02d,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
3b624918-61a8-4235-a870-bece1b22a912,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
fef2b492-cfd3-4a88-9e74-206e689a5027,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
399fa090-a474-4542-89a8-56da979353fb,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
7b70e3a1-d8d3-4ec3-b142-139715a32cd4,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
f71c4864-c585-4575-80f3-d45a159b2d48,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
dc018d87-9ede-40ba-a198-891df4d22818,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
9a9bad1f-21de-42c3-8f88-e0683dc209e0,Deposit_Account,Yes,2024-08-26,,1,1,1,1,1,1,1,1,,,Yes,,Kaduna,,ika22
25658162-fded-4ba0-beb9-25ffbbc3476d,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
38809815-9a45-442d-90b6-2dcb284faa77,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
0136f252-7808-415b-98f9-56b557dbbedb,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
56853c2f-16a0-49fe-94d2-e667fc2f6ab0,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
0c43a3a2-4f54-4fed-8a1e-19b7e6caf24e,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
839b0eec-a1a0-485f-948b-6cd43cd82d55,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
31ade4ee-96c1-4860-b5a4-d8df3714380c,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
cb3343df-9c21-43c4-bd19-42dd39eb4c1e,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
a858bc8f-5c40-4d91-832c-4199199d29d4,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
1faff905-4c4f-4417-8bd4-9a25400a0955,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
383e0abc-15e9-456a-9453-40205a95deca,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
0858acf9-2ff1-4379-920a-193bb1f499ba,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
cbcd7501-375c-466c-9668-cd6511fbda4a,Deposit_Account,Yes,2024-08-26,,1,1,1,,1,1,1,1,,,Yes,,Kaduna,,ika22
001e5de7-1176-4350-b191-9cc9e9baee9b,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
2afbb3ec-be9b-4138-8495-bb587cc82768,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
98491e70-4548-40bb-a67e-88946402ad06,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
aa810d31-48be-405d-9a21-99fa7723b742,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
50ec6c2a-6280-485f-b4a0-a0d2c23402ba,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
4650d360-388c-469a-9fc9-f784700d68f0,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
6583a6f9-cab1-4223-907b-2e475a58b3b6,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
754f6397-c459-4a1e-9461-f0b4f9b3ce58,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
7ba035f7-3d63-4166-88ca-dbb8aee9e064,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
5a3addb4-9b86-405a-aec7-15fe7d301b20,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
f7b57a1a-3199-4b30-b96c-14ca3df0f285,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
9d93de61-6193-412a-aa9c-a8a9e87d69a9,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
0065dec4-e3d3-4f2b-9796-adc17ff417a3,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
6e468f15-499c-436f-bc10-a47f04125962,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
75ef5b03-f21d-4404-8170-af818616e5e3,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
daa9deb4-ebfa-4f38-9089-bc82f91690a8,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
f7863595-54c9-4821-8409-31bf0ca9dcb0,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
9ad0dbe8-94f3-4cda-8c5b-b28d4dd7465b,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
d9c24ce6-a5ca-48df-959e-c5f3f8c167c7,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
c0987440-785e-428e-9b18-004e88b90a72,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
839a5534-fbfb-488a-b693-59d25b9a1272,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
bd77bf94-ec90-41e6-a505-ce9d2ab7cebd,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
3ab322d9-714d-4b0b-add2-f5542eee9d9e,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
2d199513-669a-4197-8825-278b6b7d6128,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
2167a172-6515-46aa-b778-dbab9f1b5380,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
e078fcc8-4886-4357-a9c7-8d94917f485a,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
4ba9d276-c44d-4902-9766-e74d1ec88050,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
245a7e35-076e-40c5-8445-8e97bb5ac0e2,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
30dcc3c0-f348-4f10-9e61-e7908a428649,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
2021f3d8-fd53-4a0c-93f8-18bf517c8eb5,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
69f771ba-0420-44dd-add1-985ca098cf1c,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm53
e0c0320b-b979-4862-8e2f-c3bbf68b22ea,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
1aa4d5c4-2be1-4565-9e10-2925cba4968a,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
66afe88f-c34d-4b06-8898-ac167bb28f8e,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,Gwagwalada_Area_CouncilGwako 1,FCT,,gwa18
3d2b5c82-dd02-4d43-9130-75f4eb1d8573,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm54
6583bc68-c93b-444c-b881-2ec953279938,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm54
db0c5c1c-d4cb-448a-b83e-3531a6f594ee,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,gmm54
cb53bd0c-6679-41e2-b9fa-428dc7a997e5,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
e991a4a5-9ba6-450f-9ca1-cdcecda9ec10,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
4c98ce06-8bc0-433d-9f01-cc8cc06bf3ec,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
7d6b0dce-9e2c-44ea-b58c-70bf41680080,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
4cb2cba9-238e-4c7b-9e6b-109fa13c8952,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
967250bb-c69c-4508-8544-c91022a85d5c,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
e7bf1266-3784-4545-a8c9-4cb69094a09f,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
8252341d-43a6-4256-996b-9d23c5001ad9,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,,,,,Yes,,FCT,,gwa18
dd979e3b-94d7-457c-8d85-5db678bd8c1e,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
66e9eb4a-16ec-4747-97b1-7783595cb8c6,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
7070dd27-a9d2-4f1d-9249-44ab94eb36c5,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
9d0dd41f-2c9f-441e-8b6e-29f47fe62176,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
e1d1114b-a6b9-4c2f-9ba9-f8cf33431672,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
a070cc89-24ce-4f15-8c39-3c7f9acd37ee,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
ece28f17-f4cc-4b22-a68e-13b4f68a6946,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
b0f53e05-17d6-4a77-92de-62a09bc3fb7e,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
67f1f5ef-dbd6-4618-9cc4-1ff723e57dc0,Deposit_Account,No,2024-08-24,,1,1,1,,1,1,1,,,,Yes,,FCT,,gwa18
cc18819e-aa45-43b7-9a39-5f9a4c0f2922,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
7f0bf9bb-9873-496a-a831-e930ba433727,Deposit_Account,Yes,2024-08-24,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
7c89e1a6-71ba-4fa7-a0e8-eabf18e798df,Deposit_Account,Yes,2024-08-25,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
c544d977-c7de-4def-8885-608815d96a8b,Deposit_Account,Yes,2024-08-25,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
06082b95-8c4c-4401-84c8-311f25245248,Deposit_Account,Yes,2024-08-25,,1,1,1,,1,1,1,1,,,Yes,,FCT,,gwa18
