formid,CommPartnersGender,CommPartnerMaritalStatus,Stateofresidence,Farming_Seasons_to_Participate_in_2024,LandAvailableIn2024WetSeason,LandAvailableIn2024DrySeason,ReasonForDisplacement,CommPartnerHouseHoldStatus,Cooperative_unique_ID,Implementing_Partner,PovertyClassification,Comm_Partners_Age_group,Sex_and_AgeGroup,IDP_classification,disability_classification,Beneficiaryuniqueid,completed_time,started_time,username,received_on
a12db5b9-a5e7-403e-9a3f-b63b17126436,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahNAOMLQ40,17/02/2024 13:25,17/02/2024 13:20,jah44,17/02/2024 18:32
d040d4f5-d6af-4a18-b0fb-0737ac295f08,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahFILH1N07,17/02/2024 13:28,17/02/2024 13:25,jah44,17/02/2024 18:32
1836f3d0-d5e5-49ca-a9d0-04816aef5257,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah283GG856,17/02/2024 13:32,17/02/2024 13:28,jah44,17/02/2024 18:32
e3dfc34d-28d4-4822-99cd-7e6a591c0ff1,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahRCJBI813,17/02/2024 13:36,17/02/2024 13:32,jah44,17/02/2024 18:32
60b05e45-d303-4d76-8000-756cc0f2a6cb,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahOZTY8319,17/02/2024 13:40,17/02/2024 13:36,jah44,17/02/2024 18:32
9dd220c7-ec01-442c-aa8d-895f2d818d6a,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahTP66CA52,17/02/2024 13:42,17/02/2024 13:40,jah44,17/02/2024 18:32
924950f5-bab5-4589-8a59-6a3b899382ea,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahJNLHAF16,17/02/2024 13:46,17/02/2024 13:43,jah44,17/02/2024 18:32
d4afb11c-140a-4723-a859-465d2e117a8c,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahV3Q7XO06,17/02/2024 13:55,17/02/2024 13:52,jah44,17/02/2024 18:32
ba641a9e-d5d8-480f-877e-f61643fb26c9,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah05ZDXK42,17/02/2024 13:59,17/02/2024 13:55,jah44,17/02/2024 18:32
3332b90d-6ea0-4b7e-93a5-15453bcbc973,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahU2PBQP05,17/02/2024 14:04,17/02/2024 13:59,jah44,17/02/2024 18:32
356d556c-c3d8-425c-877f-be6b21e583a4,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1ZBT7H27,17/02/2024 14:06,17/02/2024 14:04,jah44,17/02/2024 18:33
30ad89b5-7280-42c0-af5a-32dad1274670,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah3M1O2745,17/02/2024 14:09,17/02/2024 14:07,jah44,17/02/2024 18:33
b6bab331-a52b-408e-94be-e4b956a34384,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahJHP4IP46,17/02/2024 14:12,17/02/2024 14:09,jah44,17/02/2024 18:33
066a046f-1417-4ff6-aba4-bf2d5035d0c5,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1UEG4D44,17/02/2024 14:16,17/02/2024 14:13,jah44,17/02/2024 18:33
7b54f436-c240-4984-8e11-504d24552064,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1WKP7K30,17/02/2024 14:22,17/02/2024 14:16,jah44,17/02/2024 18:33
e71c9058-b76e-4fe3-b19d-7a722c6741e0,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahPQWQP058,17/02/2024 14:26,17/02/2024 14:22,jah44,17/02/2024 18:33
cbce439e-2afd-4f05-98bb-b21fa323436c,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah6DWZUQ23,17/02/2024 14:30,17/02/2024 14:27,jah44,17/02/2024 18:33
a0b7ce23-d7b1-49d1-9ec9-7cd3e98e41f9,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah6G0M1L54,17/02/2024 14:33,17/02/2024 14:30,jah44,17/02/2024 18:33
073f692b-0a89-4dc3-9413-33d2c1f604b2,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahJ94G6W32,17/02/2024 14:36,17/02/2024 14:33,jah44,17/02/2024 18:33
147f1c5c-da5a-41e3-9a12-17ba32cdb2af,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahDULKQC34,17/02/2024 14:51,17/02/2024 14:37,jah44,17/02/2024 18:33
a38d2dfb-08fa-45cd-8e7b-5bb4f9c85b97,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah06R7ZT18,17/02/2024 14:53,17/02/2024 14:51,jah44,17/02/2024 18:33
f992d850-001f-4700-8768-79fde259ccba,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahH0MJ3804,17/02/2024 14:55,17/02/2024 14:53,jah44,17/02/2024 18:33
e74e001c-c634-4503-bb2c-71b3629c6644,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahA7I18733,17/02/2024 14:58,17/02/2024 14:55,jah44,17/02/2024 18:33
07c9d0f5-684b-424e-8f3e-665421e5407d,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah73RLGB26,17/02/2024 15:01,17/02/2024 14:58,jah44,17/02/2024 18:33
14edf25d-0a07-4ab2-9233-b61a17916268,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah2GGDZ952,17/02/2024 15:05,17/02/2024 15:01,jah44,17/02/2024 18:33
44a2d906-5630-4645-89ad-1292e63c0aa9,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahDUILOW16,17/02/2024 15:08,17/02/2024 15:05,jah44,17/02/2024 18:33
cb3749c7-4f3b-482e-8a27-31e50d45606d,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1C7TFT17,17/02/2024 15:12,17/02/2024 15:09,jah44,17/02/2024 18:33
edfcabba-bc57-4d0d-b181-32e2b0d65928,Female,Single,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah24IN33,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahPFXFF727,17/02/2024 15:13,17/02/2024 13:08,jah44,17/02/2024 18:33
597deaa2-0035-4431-a777-e122f978c499,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahWD5911,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahMNKJSG07,17/02/2024 18:36,17/02/2024 18:32,jah81,17/02/2024 18:36
9593ab24-484f-4d0e-be7c-467c82373b68,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Gar8ICUQQ15,17/02/2024 18:06,17/02/2024 18:04,kur11,17/02/2024 18:37
edbbaa30-418c-45a1-96c7-152f7c660f49,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarGK5TZO40,17/02/2024 18:09,17/02/2024 18:06,kur11,17/02/2024 18:37
69c5e2f3-361c-4fa5-999f-bde6d952863c,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarCNXQ6501,17/02/2024 18:11,17/02/2024 18:09,kur11,17/02/2024 18:37
08e6db17-15cb-4d40-af2a-6567fac8a8f2,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Gar146DMH24,17/02/2024 18:13,17/02/2024 18:11,kur11,17/02/2024 18:37
e400faed-101d-4842-9973-828c001071fa,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarWADDLA47,17/02/2024 18:16,17/02/2024 18:13,kur11,17/02/2024 18:37
c0082622-9bf3-4fbe-b5bb-b3faa880a7fe,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarGBU29L07,17/02/2024 18:19,17/02/2024 18:17,kur11,17/02/2024 18:37
b702f0c2-9ebf-4ded-95fa-c23c37c3ceb3,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarV2FEI032,17/02/2024 18:21,17/02/2024 18:19,kur11,17/02/2024 18:37
10cb880e-92f2-47fe-b84b-a143583b940f,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Gar4419RN59,17/02/2024 18:24,17/02/2024 18:22,kur11,17/02/2024 18:37
9ad5ef46-9de5-44cc-bb53-fcca476943e5,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Gar21E5NF03,17/02/2024 18:26,17/02/2024 18:24,kur11,17/02/2024 18:37
6a5e2dbf-8fec-4a25-9852-b88a9cb2b3b6,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarRV2SPO44,17/02/2024 18:29,17/02/2024 18:26,kur11,17/02/2024 18:37
122ea577-427b-4eeb-9100-85c4d72b0250,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Gar4UH12110,17/02/2024 18:31,17/02/2024 18:29,kur11,17/02/2024 18:37
93ce34a6-68ba-4b4f-b36e-3f17d6501932,Female,Married,Kano,Both_Seasons,0.0,0.0,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarO0YO4032,17/02/2024 18:33,17/02/2024 18:31,kur11,17/02/2024 18:37
66eab9d5-c4d7-4742-bf70-dc8bdcf4fd50,Female,Married,Kano,Wet_Season,0.0,---,I_am_an_indigene,Household_head,GarMYHK02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarGOOUID41,17/02/2024 18:35,17/02/2024 18:33,kur11,17/02/2024 18:37
624dacae-89d4-4e63-9e97-6601392021e6,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah2A9MXW47,17/02/2024 15:48,17/02/2024 15:42,jah79,17/02/2024 18:38
df9ba913-d231-47a9-93c2-8a556fff6f09,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahMBB2Q800,17/02/2024 15:53,17/02/2024 15:49,jah79,17/02/2024 18:38
ed1005fb-76e4-4881-a77f-ab52fe1b97e4,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahKTL8OP44,17/02/2024 15:58,17/02/2024 15:54,jah79,17/02/2024 18:38
b0ac7469-8335-4e8d-b390-b5f8ff893ed2,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahZF80NH59,17/02/2024 16:02,17/02/2024 15:58,jah79,17/02/2024 18:38
5376fcdf-8c1c-43e0-bff0-ad9e773e2080,Female,Divorced,Gombe,---,---,---,I_am_an_indigene,Household_head,GomDI9H19,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,GomQPMKZ522,17/02/2024 18:38,17/02/2024 18:32,gom22,17/02/2024 18:38
d9f3acd7-30a4-4511-bcf1-5bb6abf84d24,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah97U0EM58,17/02/2024 16:06,17/02/2024 16:02,jah79,17/02/2024 18:38
0fe26e9e-c74c-4ca6-a53e-236e413279ab,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahL8F0VH41,17/02/2024 16:11,17/02/2024 16:06,jah79,17/02/2024 18:38
470604d2-5e42-40e8-826d-80855f708321,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah0FIYFD18,17/02/2024 16:15,17/02/2024 16:11,jah79,17/02/2024 18:38
e03f5d80-fed8-491f-a0c9-0808a26a0b00,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahMJ0GFU10,17/02/2024 16:22,17/02/2024 16:16,jah79,17/02/2024 18:38
6a7c40e8-bb27-4cbf-a176-d3ff00d0eaf9,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah9ORC6C04,17/02/2024 16:26,17/02/2024 16:22,jah79,17/02/2024 18:38
9ef343e5-9527-4c95-98e1-528d913c531c,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahE7X3WI16,17/02/2024 16:33,17/02/2024 16:26,jah79,17/02/2024 18:38
0c45bc90-8a4f-4ca0-9451-9a5ecb48d80b,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahJUN35X38,17/02/2024 16:37,17/02/2024 16:34,jah79,17/02/2024 18:38
538d8b4c-544d-4a95-83f0-333571802892,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahC8CDNF37,17/02/2024 16:41,17/02/2024 16:37,jah79,17/02/2024 18:38
be8243cc-d99d-43d7-8714-f4d9accad5bd,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahI7GEMJ42,17/02/2024 16:45,17/02/2024 16:41,jah79,17/02/2024 18:38
1c78de9a-8461-4664-9ed0-e6d5606f9dc1,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahIVZ3IJ31,17/02/2024 16:52,17/02/2024 16:46,jah79,17/02/2024 18:38
4efcb454-8429-4890-84ee-9264a721e295,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahAS0FCO12,17/02/2024 16:56,17/02/2024 16:52,jah79,17/02/2024 18:38
87b80556-1641-4fa3-a23c-365c21c5b553,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahRIEUO152,17/02/2024 16:59,17/02/2024 16:56,jah79,17/02/2024 18:38
fd4e3b46-4604-4544-bc81-7cd8e7e545c4,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahT7EZYZ21,17/02/2024 17:06,17/02/2024 16:59,jah79,17/02/2024 18:38
9c0b2354-d924-4f61-9102-64ae602ef42c,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1RD4AG54,17/02/2024 17:09,17/02/2024 17:06,jah79,17/02/2024 18:38
cae5cab8-1350-4b79-81fe-13d736da6244,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahELGAOQ35,17/02/2024 17:15,17/02/2024 17:10,jah79,17/02/2024 18:39
6f183bb9-ad6f-4fa2-837d-af24275a7090,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahV6KY7030,17/02/2024 17:19,17/02/2024 17:15,jah79,17/02/2024 18:39
b175c371-0cc4-4584-a932-f1a9c604c0e5,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahWDN6DI46,17/02/2024 17:29,17/02/2024 17:21,jah79,17/02/2024 18:39
fcf3af38-2d84-42dd-a85c-6f800d4eb4e2,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahIUGAQX56,17/02/2024 17:36,17/02/2024 17:29,jah79,17/02/2024 18:39
8cdaa274-9d8a-4fb3-9f3b-0d86b2626d98,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahZ5YYHZ36,17/02/2024 17:45,17/02/2024 17:36,jah79,17/02/2024 18:39
ec47c465-7267-473f-8684-7ac662803519,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahSFG4OO42,17/02/2024 17:48,17/02/2024 17:45,jah79,17/02/2024 18:39
b6635504-a469-41c1-869b-50e991080a72,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahYRD02008,17/02/2024 17:53,17/02/2024 17:48,jah79,17/02/2024 18:39
61ae7df0-ef00-40ed-ada3-4f6413a95a0d,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah41Z5UY49,17/02/2024 17:59,17/02/2024 17:53,jah79,17/02/2024 18:39
98216148-f694-4559-b726-dd8be7289a89,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahA94Z7839,17/02/2024 18:03,17/02/2024 17:59,jah79,17/02/2024 18:39
d3c9bab1-4d05-44ca-a143-1ec00042b0d1,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahS41OED37,17/02/2024 18:07,17/02/2024 18:03,jah79,17/02/2024 18:39
accafe0e-cd01-4ff1-bfe4-8c722d41e496,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah3LGRHR19,17/02/2024 18:21,17/02/2024 18:14,jah79,17/02/2024 18:39
97de5b46-c5df-46c4-a66d-a5700699ba9c,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah723R06,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah9MZR0M51,17/02/2024 18:25,17/02/2024 18:21,jah79,17/02/2024 18:39
5454cbab-1f29-4808-ba26-9510aa53ac52,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahWD5911,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahCI71W321,17/02/2024 18:46,17/02/2024 18:36,jah81,17/02/2024 18:46
ec960fc7-361a-4455-8147-61c392ea09cb,Female,Widowed,Gombe,---,---,---,I_am_an_indigene,Household_head,GomDI9H19,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,GomK4LVP534,17/02/2024 18:47,17/02/2024 18:38,gom22,17/02/2024 18:47
9f13632a-c2bc-4493-8708-29f50ef7ea26,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,Jah44ED17,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahWUQZPB26,17/02/2024 16:34,17/02/2024 16:32,jah71,17/02/2024 18:47
31ac3522-1ab5-49b5-b3bf-ebf9b9abc5fb,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,Jah44ED17,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahU3RGDC42,17/02/2024 16:38,17/02/2024 16:35,jah71,17/02/2024 18:48
076c6506-6418-4bc1-acd1-c26258cceb44,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,Jah44ED17,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahZW5MHE51,17/02/2024 16:42,17/02/2024 16:38,jah71,17/02/2024 18:48
c323937f-baf4-48fd-a5d0-07156ae8bf77,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,Jah44ED17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahIOV7Q124,17/02/2024 16:47,17/02/2024 16:42,jah71,17/02/2024 18:48
13fb6575-5d11-4fff-975e-354730f355b7,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,Jah44ED17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahDS8A9017,17/02/2024 16:50,17/02/2024 16:47,jah71,17/02/2024 18:48
84c75896-8e05-460b-91c9-a79d5bc8460c,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,Jah44ED17,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahEZ7JWB14,17/02/2024 16:52,17/02/2024 16:50,jah71,17/02/2024 18:48
1bfad36a-2ccf-489d-b20a-a6dba649abd8,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Household_head,Jah44ED17,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahMW2J6H24,17/02/2024 16:59,17/02/2024 16:52,jah71,17/02/2024 18:48
4e418c9b-5232-4392-9b26-d59db1f61219,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,JahWD5911,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah80BVL523,17/02/2024 18:50,17/02/2024 18:46,jah81,17/02/2024 18:50
55be9524-6b3a-41a3-8dd7-6183c5bfdb33,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,JahWD5911,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahCCXMVB45,17/02/2024 18:53,17/02/2024 18:50,jah81,17/02/2024 18:53
d25e522e-9f64-4d7c-a6d5-c37fb10508e4,Female,Married,Gombe,---,---,---,I_am_an_indigene,Spouse_to_household_head,GomDI9H19,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,GomWEF0C627,17/02/2024 18:53,17/02/2024 18:47,gom22,17/02/2024 18:53
32048318-fca1-423a-a61b-398d63961e98,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,JahWD5911,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahTYQE1347,17/02/2024 18:57,17/02/2024 18:53,jah81,17/02/2024 18:57
b1753981-1dc7-4302-8e43-742df8f3a771,Female,Divorced,Kano,---,---,---,Natural_Disaster,Child_to_head_of_household,GarG5SU13,WOFAN,Poor,Youth,Female Youth,IDP,Persons with disability,GarG59TD219,17/02/2024 18:14,17/02/2024 18:09,gmm65,17/02/2024 18:57
