formid,CommPartnerMaritalStatus,Stateofresidence,CommPartnerHouseHoldStatus,Cooperative_unique_ID,IDP_classification,implementing_Partner,Comm_Partners_Age_group,Sex_and_AgeGroup,disability_classification,Beneficiaryuniqueid,completed_time,started_time,username,received_on,CommPartnerPovertyClass
5a16af65-a7f6-4c6d-9229-9145d77249e4,Married,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,ShoY5QZ0N46,24/06/2024 17:15,24/06/2024 16:24,sha01,24/06/2024 17:15,N/A
252594fb-6e10-4eea-8a9b-02f80d547b8c,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,ShoHVKPUI16,24/06/2024 17:15,24/06/2024 16:21,sha01,24/06/2024 17:15,N/A
c72b6290-53f6-473e-a5ea-6c9833d6f746,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,TafASOAS158,24/06/2024 17:16,24/06/2024 17:00,taf05,24/06/2024 17:16,N/A
a629468c-1d42-4e47-965f-83b42e88065f,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahSFXJJM24,24/06/2024 17:16,24/06/2024 17:12,jah52,24/06/2024 17:16,N/A
470bdc9d-a491-4f3d-bf2f-ec6e0d2fdd5a,Single,Gombe,Child_to_head_of_household,,IDP,WOFAN,Youth,Male Youth,No disability,ShoITNX4516,24/06/2024 17:16,24/06/2024 16:13,sha01,24/06/2024 17:16,N/A
873e3f4c-fd6d-4829-b126-78285083e8f5,Single,FCT,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KujXQ6UAE14,24/06/2024 17:17,24/06/2024 16:58,kuj04,24/06/2024 17:17,N/A
440ddf42-436f-466e-a522-344c6b365d5e,Married,Jigawa,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahTZWI4506,24/06/2024 17:17,24/06/2024 17:15,jah66,24/06/2024 17:17,N/A
a2a2f82d-bb42-4a4e-885f-6e89f73b5af0,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RinNNQQYU12,24/06/2024 17:17,24/06/2024 17:09,rin14,24/06/2024 17:17,N/A
63657da4-e262-4ac8-bb4b-fec7667704bb,Single,Bauchi,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BauHCHTG320,24/06/2024 17:17,24/06/2024 17:15,bau13,24/06/2024 17:17,N/A
1b67932d-463d-43e8-9a82-b8028ee50768,Single,FCT,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaU2OZKF22,24/06/2024 17:14,24/06/2024 17:03,gwa28,24/06/2024 17:18,N/A
d5991e73-cbac-4f6c-9980-bbbc7a40bd76,Married,FCT,Household_head,,IDP,WOFAN,Youth,Male Youth,No disability,GwaBHJ99T48,24/06/2024 17:19,24/06/2024 17:12,gwa26,24/06/2024 17:19,N/A
cf0e8faf-b6ab-4a7b-8a5e-e1d57dafa8e9,Single,Jigawa,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahBLOMCZ30,24/06/2024 17:19,24/06/2024 17:17,jah66,24/06/2024 17:19,N/A
880666ca-755a-4397-a091-57f27cdd2b56,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rin5NNKEW59,24/06/2024 17:19,24/06/2024 17:14,rin19,24/06/2024 17:19,N/A
b28c6a87-dd74-4b1a-9f40-0360406273bb,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahFHC70Y04,24/06/2024 17:19,24/06/2024 17:10,jah43,24/06/2024 17:19,N/A
87882d00-ce9d-4961-ad89-2d01ecc016fe,Married,Jigawa,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahO6IEBB54,24/06/2024 17:20,24/06/2024 17:19,jah66,24/06/2024 17:20,N/A
e71790e3-ae40-4480-8bfc-7420aae52b0c,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,TafH9E4LU09,24/06/2024 17:21,24/06/2024 17:10,taf05,24/06/2024 17:21,N/A
98d89028-b0b7-4d6c-af73-6b80a3b14248,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rin6TGZ7553,24/06/2024 17:21,24/06/2024 17:17,rin14,24/06/2024 17:21,N/A
2bfd31e0-51ef-4e9a-beb6-133d09a2b1f3,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim54Y2K539,24/06/2024 16:45,24/06/2024 16:44,rig17,24/06/2024 17:21,N/A
3349f6bb-6db0-4de6-b78d-8ad3bfedb31e,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim0UUU8918,24/06/2024 16:48,24/06/2024 16:46,rig17,24/06/2024 17:21,N/A
b88749ef-ba8a-4311-9585-278ba5ae2df9,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim5ODIHB55,24/06/2024 16:52,24/06/2024 16:48,rig17,24/06/2024 17:21,N/A
993b31f1-7fe1-4331-bfc0-572a516346d2,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimGZXAZT21,24/06/2024 16:57,24/06/2024 16:54,rig17,24/06/2024 17:21,N/A
eff96d76-a9d4-44fc-8f4d-f92ea1901d00,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimIU5LLI03,24/06/2024 17:04,24/06/2024 17:01,rig17,24/06/2024 17:21,N/A
8a60feeb-e120-4933-a07a-16f8f48e229a,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim1OP8D810,24/06/2024 17:07,24/06/2024 17:05,rig17,24/06/2024 17:22,N/A
29636eb1-bc2a-4629-91ac-d20271b607f5,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim3KPC2248,24/06/2024 17:13,24/06/2024 17:08,rig17,24/06/2024 17:22,N/A
86007cee-9ad1-4227-851a-8c85664cb641,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim2D8BP226,24/06/2024 17:17,24/06/2024 17:15,rig17,24/06/2024 17:22,N/A
8282ff61-f061-474f-8138-ba975b006cf3,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,TafQAPUMQ28,24/06/2024 17:22,24/06/2024 17:16,taf05,24/06/2024 17:22,N/A
c693d449-2b07-4e44-bc5a-0d62e8ad669e,Single,Jigawa,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahR2B6XZ26,24/06/2024 17:22,24/06/2024 17:20,jah66,24/06/2024 17:22,N/A
ede78e86-7a7c-4141-957d-80b259567346,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah4A4GRQ12,24/06/2024 17:22,24/06/2024 17:17,jah52,24/06/2024 17:22,N/A
3c40eb2f-cfde-4ea4-be96-ffaec7287736,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rin19EZZQ29,24/06/2024 17:23,24/06/2024 17:21,rin14,24/06/2024 17:23,N/A
29a89c6a-a0cf-4a31-ac64-cf10b7aef58e,Married,Jigawa,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahPZW1H608,24/06/2024 17:23,24/06/2024 17:22,jah66,24/06/2024 17:23,N/A
bccc60f4-cefb-4920-89df-d8033f765352,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimI3LUKL00,24/06/2024 14:26,24/06/2024 14:23,rig04,24/06/2024 17:24,N/A
2cf510ee-e1cb-4837-8b4a-1c997aa0fe52,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah5G906757,24/06/2024 16:41,24/06/2024 16:39,jah39,24/06/2024 17:24,N/A
b30b1744-3176-474b-a352-188e112ba6c8,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimN71TF939,24/06/2024 14:30,24/06/2024 14:27,rig04,24/06/2024 17:24,N/A
8661acdd-07ea-4ddf-ae69-e419ae678dec,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah88S0XV29,24/06/2024 16:43,24/06/2024 16:41,jah39,24/06/2024 17:24,N/A
f69759cb-6211-4b3f-94bf-20aefb72ccff,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimQWYIBI09,24/06/2024 14:33,24/06/2024 14:30,rig04,24/06/2024 17:24,N/A
bc602357-15fd-4b67-8ba5-dd0cb68ab141,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahGPNBXH11,24/06/2024 16:47,24/06/2024 16:45,jah39,24/06/2024 17:24,N/A
032f24c5-c0d9-4cd4-916e-fd9afbfaaf8a,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,Persons with disability,JahBD68K845,24/06/2024 17:24,24/06/2024 17:21,jah43,24/06/2024 17:24,N/A
c9b7d2af-2e59-484e-b2ef-a8933602fd74,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahY88A4132,24/06/2024 16:49,24/06/2024 16:47,jah39,24/06/2024 17:24,N/A
9e4a697a-e2a0-4c68-acb9-06781ec59523,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahSFYV9B51,24/06/2024 16:51,24/06/2024 16:50,jah39,24/06/2024 17:24,N/A
8d099266-3b40-4a98-b08a-ecce63a47aef,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahRQ854B38,24/06/2024 16:53,24/06/2024 16:52,jah39,24/06/2024 17:24,N/A
c7a97ec5-576e-4fbe-ad01-2580969cf7af,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimK8MNP617,24/06/2024 14:36,24/06/2024 14:34,rig04,24/06/2024 17:24,N/A
10debbf5-4bf5-46cb-a198-c0db4ba83964,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimHOG25901,24/06/2024 14:42,24/06/2024 14:39,rig04,24/06/2024 17:24,N/A
42bb34d9-9ae1-4606-a0bf-e8fdc3dd0eb3,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahQL92YS21,24/06/2024 16:55,24/06/2024 16:53,jah39,24/06/2024 17:24,N/A
f4181036-2cae-4ac3-9354-7df1e97b9bb4,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim9DFTT625,24/06/2024 14:45,24/06/2024 14:43,rig04,24/06/2024 17:24,N/A
4ae48b48-20a0-4f17-8c4a-4d874356aed4,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahSSPKP103,24/06/2024 16:57,24/06/2024 16:55,jah39,24/06/2024 17:24,N/A
344dd2e9-c7a1-4805-ad60-4024578b6d3e,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilJNU2YC26,24/06/2024 12:18,24/06/2024 12:13,bill05,24/06/2024 17:24,N/A
6528ac46-1d8f-451a-a01a-1e0f3ef6397e,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimSN42T925,24/06/2024 14:48,24/06/2024 14:46,rig04,24/06/2024 17:24,N/A
3ce09457-2102-43e7-a60b-f38960ebaeba,Single,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilYUIFUG47,24/06/2024 12:21,24/06/2024 12:18,bill05,24/06/2024 17:24,N/A
c38fe6d4-04dd-4638-9c71-15009c6398c4,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahU62BNP41,24/06/2024 16:58,24/06/2024 16:57,jah39,24/06/2024 17:24,N/A
3f9787dc-d44a-4971-afd7-7a9486a05568,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimYPHMC648,24/06/2024 14:52,24/06/2024 14:49,rig04,24/06/2024 17:24,N/A
508f53ac-7b5e-4f57-a2e6-477f894370a5,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilD9VWHA14,24/06/2024 12:50,24/06/2024 12:47,bill05,24/06/2024 17:24,N/A
9aa755a9-f08d-47f3-9334-412e1d985de1,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahJS7Z3H17,24/06/2024 17:04,24/06/2024 16:58,jah39,24/06/2024 17:24,N/A
44e17cdf-9a44-4f91-8bb9-70045ac6580c,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim9MKGHO02,24/06/2024 14:55,24/06/2024 14:52,rig04,24/06/2024 17:24,N/A
393de404-7d3a-4759-9d8c-a408b3155b07,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilIKIW3J26,24/06/2024 12:57,24/06/2024 12:55,bill05,24/06/2024 17:24,N/A
26df01a0-c47b-4e45-bcd2-7f8eb2d914ad,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimWVBLBF53,24/06/2024 14:59,24/06/2024 14:56,rig04,24/06/2024 17:24,N/A
ded66c04-0a06-4291-b30a-ea2eb8a375f4,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahMFTU9C42,24/06/2024 17:06,24/06/2024 17:04,jah39,24/06/2024 17:24,N/A
e233eca5-3e1f-4f75-992b-6e731879c182,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilPUXMZK23,24/06/2024 13:02,24/06/2024 12:58,bill05,24/06/2024 17:24,N/A
a156ce81-487c-4533-9b1b-b74f25af834c,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim69UCJM46,24/06/2024 16:59,24/06/2024 16:54,rig04,24/06/2024 17:24,N/A
475a61ab-9a0f-436e-b4c3-cf7cb312e27a,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahYM9G9628,24/06/2024 17:16,24/06/2024 17:07,jah39,24/06/2024 17:24,N/A
9f17a3bb-2058-4e1e-aa24-366cf67f8f49,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Bil97SAXK45,24/06/2024 13:23,24/06/2024 13:20,bill05,24/06/2024 17:24,N/A
113ee5ed-a0aa-44c5-8c61-02d159c04f43,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimFAUJFK15,24/06/2024 17:03,24/06/2024 16:59,rig04,24/06/2024 17:24,N/A
a8866763-7d19-499d-b208-70f22132452c,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimNSWMYQ20,24/06/2024 17:07,24/06/2024 17:03,rig04,24/06/2024 17:25,N/A
f68cbb83-cee1-4cdc-b254-4e29b1284453,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah2DPR1S00,24/06/2024 17:18,24/06/2024 17:16,jah39,24/06/2024 17:25,N/A
1647ce98-c4f0-435f-8576-a7d97c825cf7,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Bil6E7W3O15,24/06/2024 14:19,24/06/2024 14:11,bill05,24/06/2024 17:25,N/A
4681fb1b-4145-497a-b188-3639a562eca1,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimF04MO639,24/06/2024 17:11,24/06/2024 17:07,rig04,24/06/2024 17:25,N/A
a4c4b1f2-b498-46b1-b9fa-c3fec1ad2308,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Bil7LBD7Y40,24/06/2024 14:26,24/06/2024 14:24,bill05,24/06/2024 17:25,N/A
d7fc1f63-afa6-4f57-8c1e-4fafa3b0e741,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah3AZQBN11,24/06/2024 17:24,24/06/2024 17:18,jah39,24/06/2024 17:25,N/A
14e5c7d2-b7c7-4a26-bfa3-bcb5b7a7e9bf,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimM081RC06,24/06/2024 17:16,24/06/2024 17:11,rig04,24/06/2024 17:25,N/A
1461f14b-b868-43e3-b6f7-5c28da18b914,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilJ8NBR821,24/06/2024 14:48,24/06/2024 14:44,bill05,24/06/2024 17:25,N/A
36305a5c-8229-400f-a8ec-4f6423695422,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Rim5U8GDW36,24/06/2024 17:19,24/06/2024 17:16,rig04,24/06/2024 17:25,N/A
f7682e22-902f-4e75-81f4-619643d64dcc,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilMXB1ZT35,24/06/2024 14:50,24/06/2024 14:48,bill05,24/06/2024 17:25,N/A
631d5120-816c-4caf-9c78-d3bc7fb1ec52,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RimR3MBGZ26,24/06/2024 17:23,24/06/2024 17:20,rig04,24/06/2024 17:25,N/A
6850e3c4-c094-487f-be90-4d0d1c548cd2,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilLU1N9U25,24/06/2024 15:44,24/06/2024 15:40,bill05,24/06/2024 17:25,N/A
54b6c882-ea3f-4924-b450-a6e5aa5406da,Married,FCT,Household_head,,IDP,WOFAN,Youth,Male Youth,No disability,GwaENMD8X52,24/06/2024 17:25,24/06/2024 17:19,gwa26,24/06/2024 17:25,N/A
cd8f5595-7d9f-4484-89c9-fe06fa888088,Married,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilW6MPWL18,24/06/2024 16:17,24/06/2024 16:12,bill05,24/06/2024 17:25,N/A
1f031b12-a01d-4007-a2db-df5f178a5957,Married,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilKYC4MZ20,24/06/2024 16:34,24/06/2024 16:30,bill05,24/06/2024 17:25,N/A
4c3c6482-07cb-4111-88ce-24532d35cd2a,Married,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilFDV1D933,24/06/2024 16:36,24/06/2024 16:34,bill05,24/06/2024 17:25,N/A
085ee5cc-8291-40aa-b658-98486a008e6b,Single,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilOY801439,24/06/2024 16:38,24/06/2024 16:36,bill05,24/06/2024 17:25,N/A
f7d051ba-be5a-4368-aff7-b948ed9dd718,Married,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilQXUP4L21,24/06/2024 17:11,24/06/2024 17:09,bill05,24/06/2024 17:25,N/A
1acfae13-adb5-48c6-b725-7ae11120913c,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebI39NOD21,24/06/2024 17:25,24/06/2024 17:14,kir02,24/06/2024 17:25,N/A
01085f89-a779-4908-8af8-3abe65df0a6e,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebHD01OE46,24/06/2024 14:22,24/06/2024 14:15,tun21,24/06/2024 17:25,N/A
e29e8da4-3715-47bc-a2e6-cfe26579cb76,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb5FR2FP09,24/06/2024 14:25,24/06/2024 14:22,tun21,24/06/2024 17:25,N/A
ea45ce08-e565-49e7-b1b0-27fc5f61bbfa,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebUTT6A807,24/06/2024 14:27,24/06/2024 14:25,tun21,24/06/2024 17:25,N/A
c27da855-e12b-4f4d-82f6-608060066876,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebZBEUDM28,24/06/2024 14:31,24/06/2024 14:28,tun21,24/06/2024 17:25,N/A
3771678f-39b7-4103-b9f5-62c4fd94e636,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahUFGPQ145,24/06/2024 17:25,24/06/2024 17:24,jah66,24/06/2024 17:25,N/A
60849506-729e-48fc-8ea5-ffa309eb07de,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebQJIGOI36,24/06/2024 14:34,24/06/2024 14:31,tun21,24/06/2024 17:25,N/A
d6dd586e-7055-4957-b2ba-23eaf7325111,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebS7P9GI35,24/06/2024 14:37,24/06/2024 14:34,tun21,24/06/2024 17:25,N/A
876a1a86-877a-4838-b3dc-f17e40338f8f,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebP3MAI934,24/06/2024 14:40,24/06/2024 14:37,tun21,24/06/2024 17:25,N/A
3a1f4d42-baee-428b-9891-5dafafec76a7,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb9NORBA48,24/06/2024 14:45,24/06/2024 14:41,tun21,24/06/2024 17:25,N/A
468ca970-737e-4af5-83cc-550da8ade72a,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebIY1ZMH24,24/06/2024 14:48,24/06/2024 14:45,tun21,24/06/2024 17:25,N/A
25ab6f71-ce50-4434-be02-e17f281473df,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebEQ1IQG17,24/06/2024 14:52,24/06/2024 14:48,tun21,24/06/2024 17:25,N/A
bc199406-68e6-4d11-a628-691c85d3febb,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb7I05PD29,24/06/2024 14:57,24/06/2024 14:54,tun21,24/06/2024 17:25,N/A
795ffc94-e53f-4187-9f9c-a6158b856f20,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb2I88WS58,24/06/2024 14:59,24/06/2024 14:57,tun21,24/06/2024 17:25,N/A
9d6f7da8-3815-4418-bc6f-9a3cb62c81b9,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebV12CWE13,24/06/2024 15:02,24/06/2024 14:59,tun21,24/06/2024 17:25,N/A
4abf10ae-2a7b-460f-ae32-9e94b953c488,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebYWJ7IW44,24/06/2024 15:06,24/06/2024 15:03,tun21,24/06/2024 17:25,N/A
083a5bcb-0c17-4a5d-8213-bfbe82ddba6c,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebQ8Y8I859,24/06/2024 15:10,24/06/2024 15:07,tun21,24/06/2024 17:25,N/A
7f36711c-fe1d-4ff4-96e3-559930dffce6,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb3C308147,24/06/2024 15:13,24/06/2024 15:10,tun21,24/06/2024 17:25,N/A
74665577-777c-486b-96dd-4bdcfb110b0f,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebOG1OTJ02,24/06/2024 15:20,24/06/2024 15:13,tun21,24/06/2024 17:25,N/A
cf2063b7-6e6d-48ca-a17f-0ccf9a3bc343,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebGOMT8V01,24/06/2024 15:26,24/06/2024 15:20,tun21,24/06/2024 17:25,N/A
1b05cd7e-a845-4644-8fac-f830d9ca48fc,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebI1O6P640,24/06/2024 15:29,24/06/2024 15:26,tun21,24/06/2024 17:25,N/A
28079911-1c9b-428a-acda-8aad733bfaa9,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebLU5RYW00,24/06/2024 15:31,24/06/2024 15:29,tun21,24/06/2024 17:26,N/A
48acad8e-28fd-4ac5-9acc-94ed8f37381a,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RinC3Q6IO11,24/06/2024 17:26,24/06/2024 17:21,rin19,24/06/2024 17:26,N/A
24540432-2aca-44f9-9ce3-0592ad4b7586,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,RinJ0A9UN34,24/06/2024 17:26,24/06/2024 17:23,rin14,24/06/2024 17:26,N/A
7baefb87-7d8e-45fd-8a36-62e48e472e7f,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaAEYI8916,24/06/2024 17:20,24/06/2024 17:14,gwa24,24/06/2024 17:26,N/A
eb997fec-0b1b-4695-baca-edce1da60455,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaL44L7320,24/06/2024 17:26,24/06/2024 17:20,gwa24,24/06/2024 17:26,N/A
d41f9899-01cb-4e83-97de-5e30c57fbf2c,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah5NCW4136,24/06/2024 17:26,24/06/2024 17:24,jah39,24/06/2024 17:26,N/A
c8fbd2cd-279b-47c3-b101-73923802ecbc,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,TafHG8S2V05,24/06/2024 17:26,24/06/2024 17:22,taf05,24/06/2024 17:26,N/A
2a49c986-9db8-42c1-b63d-d3c031371e79,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb4GA59E39,24/06/2024 15:36,24/06/2024 15:31,tun21,24/06/2024 17:26,N/A
f9ecc309-049c-4d8c-a28f-8905267f319e,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebUXV9D920,24/06/2024 15:39,24/06/2024 15:36,tun21,24/06/2024 17:26,N/A
53a5c841-ef69-480e-a5ca-2a0fa54f761e,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebK7MGQW31,24/06/2024 15:42,24/06/2024 15:39,tun21,24/06/2024 17:26,N/A
3c2611c7-e2c8-4514-828b-a2e31c44ba67,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebUJP0DV35,24/06/2024 15:46,24/06/2024 15:42,tun21,24/06/2024 17:26,N/A
23fcf02f-d128-45b8-b2de-782f1edebe1d,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebC8ZJDW12,24/06/2024 15:48,24/06/2024 15:46,tun21,24/06/2024 17:26,N/A
18741120-8190-4e4e-aca0-1d0bb2c2c089,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb2ZNQK949,24/06/2024 15:51,24/06/2024 15:49,tun21,24/06/2024 17:26,N/A
