formid,Equipmentsgiventothecluster | Modified_Motorbike_for_PWDs,Equipmentsgiventothecluster | Modified_Tricycle_for_PWDs_(Hand-driven),Equipmentsgiventothecluster | Micro_Portable_multi_sheller_and_maize_milling_appliances,Equipmentsgiventothecluster | Fabricated_stoves_with_chimney_2_sets,Equipmentsgiventothecluster | burner_base_(6_sets),Equipmentsgiventothecluster | Mini_rice_miller,Equipmentsgiventothecluster | Mini_Destoner,Equipmentsgiventothecluster | Others,Equipmentsgiventothecluster | extra,NumberofModifiedMotorbikeforPWDs,NumberofModifiedTricyclesforPWDsHand-driven,NumberOfMicroPortablemultishellerandmaizemillingappliances,NumberofFrabricated stoves with chimneys,Numberof FabricatedRiceparboilerspot/burnerbase,NumberofMiniRicemiller,NumberofMiniDestoner,Please Specify numberofothe equipment,Qty of Treadle pump,Qty of Fertilizer planter,Qty of Umbrella,Date,State,Implementing_Partner,Cluster_Unique_ID
c6bc9b68-7b38-4deb-9af6-71d843d42ef2,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudE9PJ22
e2c89f1e-c3dc-429b-a744-dcfbbfb9f716,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Tud1BBG47
a83583c6-4408-4cbc-a6e4-2508570fee26,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebUKFO59
3ca3d95c-7422-4aa8-b173-26a791979f37,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Tud0CH528
1ef742a1-15af-48dc-a932-cab2f460be53,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,GarV1OT21
a901f25c-5be1-4520-92d4-a050af04bbf3,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebG4X115
1a0b6a5f-117b-45c9-a32e-ca85a495eb72,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebYM9219
9cc260bd-e683-403b-999d-c1d96eb17e30,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebTYDM56
a5f43e85-a41b-494f-b85f-3db4e932e2fa,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudWCVZ31
d4650a8d-e759-4a7b-9674-aca1b7d4699d,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Tud5IMP55
205c4f12-7501-4dc8-bb3b-38497fb1c484,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebXFR452
9498b7f6-3a74-4544-9c1c-8dc044cc686b,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb273A51
6279c403-6fdf-49ba-8c4d-de143c9dcdaf,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb588305
d4b3ba49-bf0c-44dd-8bc9-78e63c790824,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebXDQP24
b296a275-7bce-46df-b727-f2ac9b2b758a,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebS9OV38
8c15b680-73f3-4d1d-8097-7461b85387b0,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebWNAC33
a76224e4-75bb-4ef2-9fb8-255ec710d44c,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb0IZF57
bbb0979a-b519-416b-b03b-b7eaa5bb02c3,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebOR0E27
466990b3-275e-4e0d-b376-bae9992787c6,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebWNAC33
17356fc9-bf98-4479-8109-436eb3fcf098,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb0IZF57
d699a4d4-7f0b-49bb-988c-b13e51a2ab37,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebOR0E27
7bdd901c-0746-4460-b8f7-420bb723a3e7,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudQYFS08
7ff98d20-f6a6-431d-b5e6-1477a3bac1d1,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebXSW004
e7cb56eb-f86c-4e2a-8059-bd0972500688,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebDSW526
f4ac295e-0829-43ae-bfd5-59a0ffd8ce89,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebZ6IO32
cec84837-ae85-4479-903c-ed4098a152e3,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb4VV239
af65b1ca-6b52-490d-84ab-8798afbbdb1a,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebIZCD34
c72c9d53-461d-4f31-a896-0b82343c149e,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KirXHDG20
64d351d5-b960-492c-ba19-6e2c4eeab2b3,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KirYXIX49
f115c56f-7162-4d4d-9e8e-bb1dab320869,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Kir28CE27
858a49a6-490a-47c9-a92d-922a5334366e,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb1QQR15
8d19668b-fcd8-4c89-806c-5670f1175abd,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebNX7Z05
608b56e0-06c5-4a47-add0-3d08765604a6,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebJMMM22
dad7ad63-3d73-4659-8ff0-11a49c447b42,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KirW4AA18
1d2d2914-586b-45de-bc96-46c459a1c273,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KirK3GQ20
aaeea531-7354-43c8-bba5-cee627f17eec,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebIY7Y03
b9f22269-38d0-4276-968e-4fa0a3498be2,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebJGKF08
37857291-42e4-480b-8b74-e49059f55c0b,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb7G9P25
4cb580ed-2a1d-4241-9364-6a190bf53dea,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebKW9M08
d9e8f463-6ee2-4c7b-acd8-82ee05b554ba,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb2P7L35
f8863003-088a-40fc-9b7b-6da27f3d308d,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebB2N504
e137b265-62ec-42c9-ad5a-0623a6c19af7,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb3BBV10
aa8a7ad1-cbe2-4548-ad83-122f924150eb,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurOYU839
fe165e72-b884-4933-8a02-2f7b1ecf1f1b,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurEUFZ59
7ccb3997-e2c6-4b30-82c3-340885735955,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,GarH3JD10
fa799dac-2352-4940-9220-086e0db31cd5,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurHX2C11
18b00169-cd86-45d0-897c-5ad092e9215e,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,GarA0FH19
d96fbaf9-5e28-4940-ad16-c18338e2e5d1,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Kur4GFU29
30724539-505f-4d1a-a6e4-d21e32279d8b,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebLBNF07
2e67fca5-b905-418f-855e-e0e2b305465c,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Kur4GFU29
0670f8be-2d38-4212-847c-1a678200a1c9,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebIWQ104
e33339bb-ace8-477d-abc8-ad7f33716e05,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurQJJ621
a7eda0e8-b848-4906-ace4-44b2f5b5a2e4,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebVOPY37
b1dda687-a0bf-433c-9a77-523f9ca972fe,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurSP3726
a35ad3a5-61ca-4f81-83a5-6a8a2e2461a4,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurWE1K38
e87387d8-a2c5-41cb-9e48-18a5d240a129,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Gar3XID10
5d94c053-4033-4157-b026-c73f897c464b,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurZU5J41
77859a20-740a-45b7-9933-29b229d35ab7,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,GarNH0501
4d611310-b8c3-47ed-9858-03e43374620b,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Kur0CVY16
5362bb00-b214-4b44-a1ed-6c851e010993,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurFCO249
ef2c6620-2191-4e8b-a282-4d4a084f422e,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,KurRRX842
01c7d22e-6e57-4096-9a4b-767393592acb,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,GarIBYB03
4e71a62a-7ebc-412b-90ca-93e8e79e9b08,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Ran473O46
854f9f9b-26cb-4665-9609-b73671c14b4f,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,GarXPEG20
37ebbab2-79be-4188-95a1-c5916d54a0b6,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,GarN5H847
12f6bcd5-e47a-4f53-9d19-dc0e5029d592,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RanB46Z34
df3dfb3e-763c-4a5f-ad51-38524616b6ee,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RanJ3FP27
812c44e3-71be-427b-8d05-2807d4a1d536,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RimPLHJ09
6aed5473-f4a8-48ff-b6e0-2fc6ab1f7d00,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RimXSAD35
f5237d53-9d91-484f-b19c-d99d4ecef371,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RimK48U40
a8120a63-2361-4d22-9637-c2b2ad0a688a,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BagSZHI28
c91a8e3e-2375-4540-9c33-1c1299486996,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TofN59R47
91ea4fc8-1253-4dfb-80b9-d95ddb4a0107,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudSDMA33
f5e4c9f3-6428-4989-9b58-7219aa2546c4,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb97JN49
6b20443e-4acf-4278-976f-e61e035b098d,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebIGDH57
eef0c826-1fa1-4881-9f0f-fbfaa7be157e,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TofN59R47
05097e69-8382-4a03-b957-a8f1c18ff6c3,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TofWBGM02
ed8f838d-ef60-4dcc-8d4d-db4d052f634c,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TofH1WE18
766e7a4c-97d7-4c17-bb37-02bda99b3264,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TofI0RB13
49f60670-cf34-4489-b37c-1a541ac401b5,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BagG1SW17
9dd4e4d1-3714-42a1-91c2-f23b946d0324,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BagBEDJ45
a91c0a84-07a3-431c-8772-481d3f14259a,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RimVM1I02
ec5969bd-ede4-4541-b718-ed8dc0146624,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RimZTD033
a3082a7c-de2e-41df-9200-b8697cf7f6f2,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RimQZIM59
7b09ff47-0739-4917-bc1f-b91858be6489,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,RimAMK931
2da0a228-c13d-457c-8e4f-2a31b42e33d2,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TofHSF310
5b37513d-4df9-4558-9f16-f255419b8169,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TofZJLG55
2a44cf34-874e-4208-839f-f70ff60094db,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Jigawa,WOFAN,RinPOSN13
e4322f86-92de-43b1-a1b5-c1bcfd0fb1fc,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Jigawa,WOFAN,RinQW0X01
02c7cfe1-5270-4225-a8f6-0f790819f5c8,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Jigawa,WOFAN,RinJESA13
2e30f126-43a7-4bc1-812b-640af4b2e16f,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Jigawa,WOFAN,RinZQE535
25b7b918-f17e-457a-9775-8ed8b155f75f,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Jigawa,WOFAN,RinYNXQ42
b2f87014-1ee2-447f-8f78-67096bd81e6d,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Jigawa,WOFAN,RinPUS001
d024dcaa-1334-4aad-86ac-7d325cab2958,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Jigawa,WOFAN,RinYNBA29
b49906e5-c14a-4bbc-a717-050af6b3fbf3,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebHQQI18
39bb3b44-39ec-4665-9991-04e95bf62eba,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb2H8V51
45e04057-0a55-40cc-8c87-d5f2ec7a53e3,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudAN6142
bb11a9c7-bb4f-45dd-ae76-4ae6a34d982f,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebH60A19
d6f927e4-fd2a-40dc-9ebc-a599c59cec14,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebQ4HU51
a98d9d54-65b8-4e9d-9333-1f12d78c5c93,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudOIPV50
5f87a2b8-3943-4210-8a13-6c1032379068,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudHEBM03
8f42694a-4f1d-4d77-8af9-f893a2a1dd59,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudHEBM03
db1e425d-1d72-4b56-89ae-8b9004717582,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudTJO144
e706fd7c-c6b5-4c98-98c1-68bed071e208,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,TudGVA258
cf875a2f-7a56-4ee5-a8d4-a8fd2b691b3f,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebYO9M13
ec72dbfc-8b22-43e9-b4a8-d3d45c564cb9,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,BebGFT931
261d6ff7-0d09-4287-93cc-f4a1079853ac,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,4,---,2024-07-18,Kano,WOFAN,Beb6N2R11
7b618215-a149-4e52-b396-f94538e5023a,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,1,---,2024-08-24,FCT,WOFAN,Kwa6NAW25
a728fd50-2f56-472c-bedd-2ccfc6211169,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,2,---,2024-08-24,FCT,WOFAN,KwaRA2T06
8411a2b1-b9e3-4f4a-ad40-0a1ff480e80c,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,2,---,2024-08-24,FCT,WOFAN,AbaGVGW51
d6fe86e1-7b3d-4ea3-bff3-c16f3e7dc4ed,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,2,---,2024-08-24,FCT,WOFAN,AbaN7K040
3b44b127-60c5-4d80-8ca0-f26e0aa991bf,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,2,---,2024-08-24,FCT,WOFAN,AbaRO0L35
89ea7347-f62e-4b2c-8331-dc8585b9c968,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,2,---,2024-08-24,FCT,WOFAN,AbaUKMF58
f4c2d455-ddf3-4748-b15d-229bb4db27ea,1,1,,,,,,,,1,10,---,---,---,---,---,---,---,2,---,2024-08-24,FCT,WOFAN,AbaV7KZ14
9df0de8a-08e6-41df-83d1-cb839b7a73a4,,1,,,,,,,,---,15,---,---,---,---,---,---,---,50,---,2024-09-24,FCT,WOFAN,Kwa6NAW25
