formid,1  Training Date (Ranar horo),2  Name of Training or Title (Taken horo),form/Case_Data/Comm_Partner_ID,form/Case_Data/Gender,form/Case_Data/Gender_and_Age,form/Case_Data/Disability_Status_class,form/Case_Data/State,form/Case_Data/LGA,form/Case_Data/IDP_Classification,username
2cfe7a9d-5774-4695-a186-0243b6a8765f,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",KwaHTF3R229,Male,Male Youth,No disability,FCT,Kwali_Area_Council,Non-IDP,kwl14
78eb4f3d-8da9-47fd-ab04-1fcf931fe5e0,2024-07-01,"Group_Formation,_Dynamics_and_financial_literary",Kwa2PIXGW57,Male,Male Youth,No disability,FCT,Kwali_Area_Council,Non-IDP,kwl14
1adbde34-beb7-4434-8e2a-7f1e6019f3eb,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaQMJI0H29,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
ae00694c-5312-4aa2-bd4a-5a01517717e3,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Gwa6N976P37,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,IDP,gwa21
8c97aa75-8adc-4b42-bfc4-5d6dfb6147eb,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaVBB8TY41,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
c1f41427-f974-4c34-ac61-9126d10a75c7,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimFV9LEW53,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
82715aeb-5f6c-4f12-a141-028baa3ae5d4,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimJI6U1P00,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
ac20677c-b9ff-4c67-8894-f9313d56512f,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimXBNVH142,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
291b7fec-fb8b-405c-8c0c-9b32724407b3,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimW7ZXET46,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
896170d7-5e9e-4473-9bfe-6369a7bb0000,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimA0UFXF06,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
f2d193fe-70a1-43f2-9f60-61f9192e124c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimVZ37MG13,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
3c506c71-eb86-4ebd-9b30-368098c3967f,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimLWSKJD44,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
f81c53e9-c71d-4df0-bc54-a852c7887d51,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimEY6LCN37,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
d5fa499d-a672-4403-ba78-5d8472c764d6,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimIKJNZG38,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
9c8cbbd9-6fd4-4a22-8e23-48b030a067cb,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaZSIE4349,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
77953ee6-c167-4f2e-abcc-e2c9dd4da42d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimS3CIEY36,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
c1dea7a1-32af-44c7-91ec-40b3d7d85e70,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaBY5HE338,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
a9bebd2a-c3c7-4f9d-8693-05fc28265f23,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimYVL6PN32,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
4cef6a63-517d-4e07-a1b4-0fc1fa59fcb2,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimGKHKJU33,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
2af9f83b-cbe8-410c-bdc0-3534f30b071f,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimMRXYIJ17,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
23712380-dd9e-4292-a01b-8fe5b6a45a16,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim64HH3W25,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
443a7b78-82f8-4d19-86a8-95880de245c1,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim86KJ0E24,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
c5add4d1-0171-4309-bdfd-5caf40dfdd08,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimF9DW9D40,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
edf43b9f-6f5a-4b62-a01e-c268d05efa80,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim6OHH8101,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
4cede9e3-3118-4b9a-8567-1fb7a9dba2bd,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimLEPL1C56,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
1ab33021-e6f1-4de7-aec5-efd5e3cd0be2,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimG545DH51,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
58be4140-63c3-4f61-abf6-002f6f33be88,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimIT56TK33,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
35296574-741f-433f-995d-6cb7b4c1c162,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim885F5Q20,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
6f67162b-5f30-4107-8ae7-44044233cc7a,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimCLQNI549,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
c3e88d11-5d41-4ebb-adfb-0832bc92a925,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim19RHPZ39,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
46367f81-7b97-43cb-8e53-79fadecce240,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimPMVRCL42,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
61e9b36b-640d-4d2e-a9fc-b7da23847d7b,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimKRE6JS42,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
322f3b48-b523-4980-bbc6-cf71b68bf0c5,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimIMY0MP42,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
81d18db7-7f32-49ea-957d-2073e3544f7d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim7SXPOG00,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
df9eecde-c715-449f-a886-535afcc306ce,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaIXBS3849,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
8e74c4c5-cc27-4961-8129-4f8b810ca05f,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimBP7PDC16,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
76775255-2f87-4e2a-9dea-42361071b421,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimYP8XO249,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
0a75c0f9-011b-4268-b6b5-0de1b9e442f2,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimJ84LFJ50,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
27dfcb1d-32cd-4b96-84f4-93d5048d9194,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimZ0LWZJ32,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig09
e41287c8-ed82-4291-a826-0c7516a0062e,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaWBOWR854,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
db61109e-72f7-4eb9-b346-6f7777f702ff,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaBYXSR233,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
d028eaf5-4c35-48bb-af6a-7f425820a426,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaXQVHUH35,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,IDP,gwa21
e2f1d5ea-34c7-46bc-b3f4-d4c50a6bf5a0,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaWBOWR854,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
05dc94b1-f5b3-4380-8cf0-dd2f1e68c348,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaBYXSR233,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
e12e42aa-3a7f-40ec-a688-401993c69049,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaXQVHUH35,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,IDP,gwa21
ce7b5ebd-ecd2-4035-a415-4d11dddc12fc,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaDF3NB846,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
1b004060-f7b7-409d-9e0e-0c35b8eef262,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Gwa6AD7KE59,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
a5f9568a-804b-4ed3-84c3-309184836aec,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaNASFI320,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
38b07ac8-ba03-40e7-90b6-138013e9072c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaZCQ0AL35,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,IDP,gwa21
6753d290-5ad4-48da-840e-c5c2654bda4d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaYQHG8505,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
c0041ad3-4b98-4b82-8021-cebe7f21b083,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Gwa2XJ1TZ48,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
cbd68a9c-96ce-4855-83e2-5646259b1c98,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Gwa2XJ1TZ48,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
40f123e3-29ce-459f-9f82-2dd1222deb9b,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",GwaYU21I250,Male,Male Youth,No disability,FCT,Gwagwalada_Area_Council,Non-IDP,gwa21
50b6a059-9aff-4eee-8dd3-91aa5cf96241,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofT0618Z43,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
5ff1eb5a-661b-4c0f-bc76-d73858e3f6ff,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof4A4YBR23,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
4be53047-29cc-4882-bd0f-11193cd3d6dc,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofTVKQ7W45,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
483a90f2-30a2-44a5-bdc1-af9379d94da3,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofDI9CEE46,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
e2e33fd7-7a4e-4f8b-a236-b371a91f7050,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofBBSOES58,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
0b6c6b06-24b6-445b-8cbb-1ab4c895bd66,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof1OX5MG59,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
3ae81b2f-b7f8-4a87-a1c7-1619f1de9606,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofBN35WN59,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
d47f7429-9921-43e0-8ffd-0d576b27e74c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofUKBY0D18,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
1c4d9e23-b34d-439b-ad11-0666d9fb75e1,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofO22KOL28,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
8b9b98dd-ac45-4767-b632-d954eedd8088,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofUK48IW19,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
ad7db5ca-fbe1-4c39-a318-4911bf96c13c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofK8KSS108,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
63329c20-c3ed-4206-85e3-a5074ab7b1df,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof9AMNV339,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
77d34360-673f-4a91-a4b7-7e1bfc2485d1,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof5IQ9LX13,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
a05fc6b2-c1a3-4664-aaf4-784bd6f94fc0,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofSERJAR51,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
db4b8a63-a5ca-42cf-97c6-6719d664d865,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof88CT2C05,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
33d88dd7-1e22-4d3f-b560-94215a219b4d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofXTQNVO23,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
a23acd37-9612-494e-b1b0-725882c4e1aa,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofXTQNVO23,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
03b781c1-0342-4323-a422-360ffa48ab62,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofGS4UDN45,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
047fc686-eac1-4e03-ba44-b4353e8bbfbc,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofZ19SOP32,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
407d2121-ff8c-4b1b-8700-c277025bf6cb,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofLTDT8S41,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
a5d45570-83b3-4455-ae0d-03ef3b3c4594,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofVEYN3X41,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
53c6b3f9-8c0c-483e-8980-dd176c60e096,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofYO92VO46,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
b503a072-08d1-4334-8ab2-479b24264438,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof4XALTH39,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
43504c57-dede-4b08-ba76-e538e933cb14,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofHXPAB856,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
b3e63555-e7ad-4006-9e3f-b62551bc84ad,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofINPP2247,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
6a06e21d-e5aa-45f2-a5ff-f268d64debcf,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof0CY9G129,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
1923d1a2-4b09-41f5-997e-dd03ded09a2c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofH33J7Q28,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
a88dd376-5284-4a00-a8df-623f35b5c8b5,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof2G0HSV39,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
d56eee29-7955-4671-acaa-71ce2e41e22a,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofBDONQZ54,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig12
334edf0f-71fd-4a9c-ae51-0663ddf3dc5d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim03R4CI29,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
41eb33b5-74e3-47b7-a205-23458ac3f367,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof3JN5CD22,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
fc4837b2-d98c-4abf-b40c-23b7c48be7f4,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofH46CZE48,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
f8714f04-50b7-416f-a0ae-524b5483364c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof9HE7UG23,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
e9d5cc78-fcfa-43f9-9998-1002023ed0fe,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof893XQE50,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
02138ddf-ceb0-4d9a-8ad7-2e9c1449ce8c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim6FSLY813,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
3bb44d1f-4700-4c4d-8290-1fda4980639a,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimBP1VZL46,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
6579db6b-4d98-4282-b992-c27e79534d6c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimUNMGUJ57,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
146c9e75-31e9-4aa6-b11f-204e4528975c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofKFJ46K24,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
26819076-7896-454c-a894-3371caef7cfa,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim721U9L12,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
5d95e1f0-a098-418f-a7d3-134dca78e58d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimLLOH1152,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
9f1d49ef-9e25-4f14-b105-57715865df6e,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof502REQ03,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
fb9cf166-b9d1-4722-9256-ddf1208f3e2b,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim9PU6CK25,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
64b7b09b-48ba-4598-beed-fc0b6b06df53,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim8JDGMV54,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
fe6e6e86-f47e-4ae6-a7b4-4e2c378a7fc1,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimPV36X143,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
5602708c-3e9c-4d86-b450-e958676430cc,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimM6G1LQ56,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
2940b761-f078-4de3-83d4-37b36ed0f733,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",RimC0LAV741,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
a1258b29-c80e-404a-ac9f-6e84973a7a4d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof80456204,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
dcc33a15-6011-4b5f-8054-0db19fbe68b9,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofG8GC9V23,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
7829f101-58b0-4a97-8330-3389e522941f,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tof51ATCP19,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
cd46b879-d9f7-4c05-80f7-d5e401a5a16c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Rim7I6RZ514,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
5c47a3c6-dd52-481b-b5ef-49176abcde12,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofI92Z0237,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
bf51da9e-12e8-4cb5-b9bb-166b964e7274,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TofMMRP6L26,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
ff1109ae-dd83-4002-b3e9-95114fcd6fa5,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",Tof2PBXR808,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
60efde7b-579f-4680-ab53-6e7af9102311,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",TofV1KOTD43,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
4bdc8a75-dea5-4ab2-828d-211d20fc1799,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimB8O60K35,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
bd811dac-9d07-48d5-8b35-acc296470477,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",TofKJTP7Q16,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
d76e2ca1-24d6-4809-a938-2bb4cf10fe18,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",Rim6CC3GH34,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
6164e3f9-3250-452d-8e9d-8d14e88952c4,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimMCHJ5P47,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig14
8880c761-13df-4b62-a817-73f2403d6d4e,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",TofVFE4U915,Male,Male Youth,No disability,Kano,Tofa,Non-IDP,rig14
a91c37ea-e9cc-4b5d-90f6-5866ba259785,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimZCY4UR14,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
7161375f-e8b6-4ba4-aea4-d23040bc8575,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimDNSMZ342,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
c588cca5-0547-4805-990b-00921611da9b,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimJAYP5I42,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
a9596815-9e2b-4edf-af67-9b318b7c7533,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimXJX9JG54,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
a1d4c28c-ba45-4d50-8b5e-7d91760ba713,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimFA9PW710,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
3671b5f4-fd77-465f-94bb-2efcfc6c5dea,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",Rim99MQHV39,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
d87cfd0f-264e-4cfa-a834-c6aaebd8d2a0,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",Rim0MXD5501,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
f186c0ef-eb34-4836-b0dd-cf7ab7dec383,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimZ22MZ427,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
d8149ee2-c39d-4a53-84e4-5f3835e2b5f7,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",Rim6XM6W450,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
1f6d80bb-e9a2-484a-bfc9-875236a2fe14,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",Rim5USC3S35,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
dc6f3d5a-4bef-4700-b5c5-4309519cc206,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimTHJA8G25,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
85d662d0-747e-4d3c-bfa7-19342f0cd916,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimCTBQ9E51,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
69c95548-eb70-4a8e-9986-dfc986cec6dd,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimEYMEZY03,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
b5496901-e273-408d-a3f9-dc5df2feadc3,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",Rim6A4Z6H34,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
30ea2405-0e24-4530-88c0-0d02ea44a7f1,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimI85V3Z19,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
710e731a-0fd2-4873-9796-3472ddb470da,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",Rim5UA33I33,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
3929ab4d-ce94-4549-8421-80a0040ed169,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimWUV6E422,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
34d9ff6e-79e1-44ef-869f-867cd9203906,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimHT5C8E16,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
03bab6ad-1de7-419f-bbfe-e0e8cf67e920,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimECI8WU36,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
8eb17412-9762-4043-bea1-1181b8ba8424,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimV1P3JF29,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
17a119b4-f476-4a63-9739-3ac165bea795,2024-07-24,"Group_Formation,_Dynamics_and_financial_literary",RimQE4RR654,Male,Male Youth,No disability,Kano,Rimi_Gado,Non-IDP,rig15
