formid,Cooperative_Unique_ID,form/Input_totals/Total_Maize_Seed,form/Input_totals/Total_Rice_Seed,form/Input_totals/Total_Groundnut_Seed,form/Input_totals/Total_Sorghum_Seed,form/Input_totals/Totak_NPK,form/Input_totals/Total_UREA,form/Input_totals/Total_Select_2_4-D_herbicide,form/Input_totals/Total_Glyphosate_ForceUP,form/Input_totals/Total_Glyphosate_Slasher,form/Input_totals/Total_Butachlor,form/Input_totals/Total_AgriForce,form/Input_totals/Total_LaraForce,form/Input_totals/Total_SAAF,form/Input_totals/Total_GuardForce,form/Input_totals/Total_Atrazine,form/Input_totals/Total_VInash,form/Input_totals/Total_Lambda,form/Input_totals/Total_Aflasafe,form/Input_totals/Total_Glyspring,form/Input_totals/Total_Rice_pro,form/Input_totals/Total_Cotrazine,form/Input_totals/Total_Vanguish,form/Input_totals/Total_Striker,form/Input_totals/Total_Buster,form/Input_totals/Total_Hallakat,form/Input_totals/Total_ButaForce,form/Input_totals/Total_Select_Gold,form/Input_totals/Total_Gobara,form/Input_totals/Total_GreenForce,received_on,Which farming season will these inputs be used in
77b18b93-8d82-461e-bfa3-6f2298f90778,C-YamOF0BZ23,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 10:15,Wet_Season
b117c8d0-a0ad-4592-8e04-d8dbfd9640af,C-YamOQZYK43,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:15,Wet_Season
e5022b8e-a821-44ee-a897-46c1a552c8f7,C-YamQHFRB08,,100,,,8,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 10:15,Wet_Season
a60d9609-e7e8-4bb9-b604-c6db160277c2,C-YamRQ1WQ51,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:15,Wet_Season
09bc9aa1-3d24-4e97-a8e4-e43911a27a6d,C-YamTH7OJ11,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:15,Wet_Season
5ed4e163-c4ff-4237-8367-07fc374e6a84,C-YamVRBR755,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 10:15,Wet_Season
90a8babf-f6bf-4075-966a-36cdf8d2c46b,C-YamZJOYC29,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:15,Wet_Season
601ab90a-390d-472d-82d4-5b8a90a4e73b,C-JahCTP5348,,50,,,8,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,23/05/2025 10:17,Wet_Season
85836676-255d-4bb6-9a67-b0eea1305da7,C-DomWR0A540,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,0,2,2,0,23/05/2025 10:20,Wet_Season
06e099bf-808d-47e3-9142-b173f0f1b48a,C-AkaSE8Y257,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
074be14c-4db9-4db8-8f03-917ecaf9d9a1,C-AkaBLYYN22,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
59f2bd2e-0f88-4756-aa47-4561c7fdd652,C-Aka08CMQ19,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
55162bc6-75ae-4ec5-b2ed-3e404bed62ea,C-AkaO20BX38,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,23/05/2025 10:21,Wet_Season
58e60de0-20e7-44a5-a705-795f55eb4f22,C-AkaOMYP747,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
1fea7dd7-4577-4318-b26c-0c02b30d5f0f,C-AkaVHU9654,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
2b67b5fd-586f-461a-a0b7-7d791231bef6,C-Aka8EFQX05,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
1c020241-48c1-4e5b-9d0a-39672b9d0676,C-AkaPI3Y314,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
2f5136d1-13ab-452b-b182-8ae88a61f63f,C-AkaTTCZ128,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
4a2dc6de-7932-4650-b442-9dacd6b1adb6,C-AkaYY52040,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
f43a17b3-2f0b-4bf2-97e9-710ed1d97f6f,C-AkaMHW4K06,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
c36a3739-edf6-48e8-b15a-4b26fae8c845,C-AkaCNW3107,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,23/05/2025 10:21,Wet_Season
2001fa2b-b2a0-4b25-8ae2-ff067d6217c2,C-Yam0PY3X37,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:45,Wet_Season
ef64363e-2ef4-449a-9df1-3a46e4ca3a6b,C-Yam15Z6M50,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:45,Wet_Season
392ad428-26fd-4baa-a57e-233b42b2562c,C-Yam6B0LU11,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 10:45,Wet_Season
7fce4fb9-2c85-4925-bf71-6a351687a130,C-Yam9434B28,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 10:45,Wet_Season
440d4601-d13c-4d0a-be8b-c5db079f0908,C-YamLDOXG07,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:45,Wet_Season
fb3e214d-a7a3-4f65-ad18-80522d5b9fe8,C-YamTEMK226,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 10:45,Wet_Season
9c74139d-32a5-4042-bd0c-4361dc544dcc,C-YamTP8S542,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:45,Wet_Season
d679f174-c81b-42ba-8cd8-917f567d7676,C-YamY2MV755,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 10:45,Wet_Season
5109e5b4-7f0d-49dc-a620-2e0c9516c444,C-YamYGWAA32,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 10:45,Wet_Season
1882f3b5-108a-4af3-93c7-91a7b7b8b529,C-AkkJG58A47,100,,,,6,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 10:52,Wet_Season
15a64588-2474-49ce-bae0-81162262ccae,C-GweVV7MR06,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:06,Wet_Season
161dcf4f-44fb-4d86-9478-8f31cfc15da9,C-Gwe3MHX545,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:06,Wet_Season
349cc31e-1867-4919-a7ae-a0e6d595f6c3,C-GweURG9A52,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:06,Wet_Season
e237bdf4-0c7f-4aa2-a190-6bda8d8c60d7,C-GweUTYDF11,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:06,Wet_Season
6f463df7-fe7b-47ba-869d-a57393203ec3,C-GweB6BS430,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:06,Wet_Season
e81e3e20-563b-4471-8c32-3a5c609f8138,C-Gwe4WH9L21,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:06,Wet_Season
dee05607-e36b-4eee-bf6a-e8ebc309c5bf,C-GweWNNI705,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:06,Wet_Season
00921894-4e15-4896-be21-1f2f03f1b25c,C-GweBSRH009,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:07,Wet_Season
10fa5720-e840-41d5-b163-b140cd8ca859,C-GweS2TXV43,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:07,Wet_Season
a45434dc-d415-46dc-8b66-a5edd7299dd9,C-GweVR8S423,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:07,Wet_Season
59585c47-3301-4633-bd17-0e1cc93a775d,C-Gwe31TKG40,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:07,Wet_Season
7a682e36-4d79-473b-8ab2-7015e87b65d6,C-GweYTI0317,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,23/05/2025 11:07,Wet_Season
6db97754-84fc-4b59-8589-7f8835ac397d,C-Yam48A7L32,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:14,Wet_Season
afabb646-9e15-4bd3-8d40-cd1d36b2ad20,C-Yam68KUR48,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:14,Wet_Season
3b1b0db7-7d4e-46aa-9517-96e09dc5edad,C-Yam8NTUW37,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:14,Wet_Season
b1090478-be82-489d-bc34-27931d618662,C-YamAN9RY01,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:14,Wet_Season
6eb9452a-d6ef-45c5-b054-ddd9eee0422f,C-YamCDGVW18,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:14,Wet_Season
32135b12-e49e-4c5c-b207-53e80a689952,C-YamGHGE414,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:14,Wet_Season
42b2ea52-9a40-4cf6-a0de-8eb70e3e66c0,C-YamJKHBL53,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:14,Wet_Season
55ca1008-de07-4379-a675-0128531489ad,C-YamOZLDW03,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:14,Wet_Season
5ff4813a-e520-4510-b72e-f8d76c5cf9df,C-YamTIKCE48,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:14,Wet_Season
f8c76878-4291-4105-8823-0dc10c13b6ac,C-YamXY5VA13,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:14,Wet_Season
29b51bcd-05f9-4e7d-8ae6-151c406c1667,C-JahX7PU414,,100,,,8,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:22,Wet_Season
70d69024-bcbb-4faa-a391-d2b177083414,C-Gan0L6J208,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:32,Wet_Season
ea42d80e-e644-4f94-8370-1dbd3890bec9,C-Gan2X2UJ46,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:32,Wet_Season
2fd64a7b-f703-45e0-add5-9f0f158f820f,C-Gan69O0D22,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:32,Wet_Season
45c6ddfc-37e5-47a8-b221-eb0da870eca9,C-Gan7ENFE59,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:32,Wet_Season
0328e5f3-8d33-4450-a3ac-e9cb656d4c0c,C-Gan883YU05,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:32,Wet_Season
f2c17a7d-c6b1-44b0-a067-9f77a44cd9f5,C-GanJL3UA09,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:32,Wet_Season
4a633ab6-64b8-4197-8375-8b7bcbcdac1f,C-GanP1SR306,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:32,Wet_Season
bd62c236-9422-415a-bdb7-063ec705748d,C-GanQ1O7D43,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:32,Wet_Season
5bcf32ff-55bb-445f-92b8-79359a7fa8a1,C-DomGWDKT43,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,1.5,0,0,0,0,2,0,0.5,0,0,2,0,23/05/2025 11:33,Wet_Season
97954adc-e4fe-4187-a6f7-70c08ca9d8e9,C-DomO9HX636,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,2,0,0.5,0,0,2,0,23/05/2025 11:33,Wet_Season
bdfa3256-5ddd-4953-8e9f-cf0e4add3ac1,C-DomEDML558,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,2,0,0.5,0,0,2,0,23/05/2025 11:33,Wet_Season
4d529846-0810-4b44-b682-9ac3bf94e691,C-DomG6WFU29,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,1.5,2,0,23/05/2025 11:33,Wet_Season
58de5e2f-5490-4ab5-8107-dc7a89c9b73f,C-Dom1I8E130,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,1.5,2,0,23/05/2025 11:34,Wet_Season
d9d14196-8f96-426a-84fe-0d0ce5e10de0,C-DomB52I902,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,2,0,0.5,0,0,2,0,23/05/2025 11:34,Wet_Season
332b8bd0-ea99-4f8e-937e-d23130011972,C-Jah472DW29,,100,,,8,6,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:34,Wet_Season
5b5c8d1a-fd7b-4e02-b93b-295a283d8f2b,C-DomGXFTS43,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,1.5,0,0,0,0,2,0,0.5,0,0,2,0,23/05/2025 11:34,Wet_Season
386f4568-5265-4016-9a3a-6b69e8c11800,C-Dom2TEI447,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,1.5,0,0,0,0,2,0,0.5,0,0,2,0,23/05/2025 11:34,Wet_Season
5cc6fee8-15e7-4461-9d0d-0af56167ec1e,C-DomDHBBN31,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,1.5,0,0,0,0,2,0,0.5,0,0,2,0,23/05/2025 11:35,Wet_Season
3873b940-c71a-4823-82ba-ef6ac4cd3703,C-Dom3U2PL34,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,1.5,2,0,23/05/2025 11:39,Wet_Season
24e290b0-45d8-45b5-827c-091a16f22136,C-Jah4QCGG30,100,,,,6,4,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:41,Wet_Season
0739bf8a-b5de-4323-8e12-1825c0099169,C-Jah5DQNT20,,100,,,8,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:44,Wet_Season
114cbe96-2d60-4fd4-ac42-f8c26cd70426,C-DomZQEHS01,,,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,2,0,23/05/2025 11:45,Wet_Season
c6265734-38f1-4469-8c94-894a9b7b2cd8,C-Jah6BX9512,,100,,,8,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:47,Wet_Season
0b6967b7-f411-466f-b2b8-743e005950a1,C-KalBZVS511,100,,,,6,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 11:50,Wet_Season
fa7c3b74-6264-4e5f-ab1b-b982f2cc06a0,C-KalC39PF15,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:50,Wet_Season
ffa9c30c-fcb2-4e8c-b278-21f0bccd75cc,C-KalCSK6I54,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:50,Wet_Season
32fd9ace-97c2-40a7-8612-01de7e6b7513,C-KalD8NAG55,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:50,Wet_Season
6f8f7a3e-64ab-4875-bd1c-3c1c7579cae9,C-KalJZD5A46,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:50,Wet_Season
94c0619e-2af0-4fcc-8f74-0714be6f72b9,C-KalK8SEJ43,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:50,Wet_Season
5ce17ac6-a418-42be-935f-45702f94cbb7,C-KalMI7BN03,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:50,Wet_Season
4cebc38e-5443-4723-933d-d68980148a54,C-Jah6DACR29,,100,,,8,6,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:50,Wet_Season
c501a241-930c-4062-9567-ef82dbfe802a,C-KalS4OEE17,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:52,Wet_Season
bbd585a3-21a1-4295-8961-1528eed7dd1c,C-KalWHOC837,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 11:54,Wet_Season
0455c073-258a-4e3f-be5d-c76ef31fd4b1,C-Gan03NKD03,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:37,Wet_Season
5ee2d989-aa75-45bb-892e-be4d75183319,C-Gan1B64530,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:37,Wet_Season
d5cb91fc-98f4-487f-bda2-9637553d6335,C-Gan1EED253,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:37,Wet_Season
943dca71-5521-4875-a38c-d849371d0bf0,C-Gan2IT0H14,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:37,Wet_Season
ed868443-8067-43c3-9024-7ecb6db106b3,C-Gan4BPJS29,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:38,Wet_Season
bdc9cdbd-f6f4-4ab2-9698-ed7d7986485e,C-Gan6XD2F59,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:38,Wet_Season
07280495-10ae-4e93-a6b1-e0c77bcfabea,C-Gan9C9VC57,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:38,Wet_Season
dbd0c6c6-a58a-4be3-9be4-08bf56a74766,C-GanARUDS31,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:38,Wet_Season
4bc43451-1038-49c5-8883-cc9df3b728ef,C-GanGD89624,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:38,Wet_Season
95728d36-2e34-462d-9593-ada14da6f9cc,C-GanGG1EJ03,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:38,Wet_Season
f99b532b-6c9b-4909-b6cd-2fd2e0d8df20,C-GanHX46030,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:38,Wet_Season
b9a3acc8-9d3d-4e30-82cc-3d1013a9b477,C-GanJ3A6N27,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:38,Wet_Season
422b5b0f-12bd-42bf-a008-de75da394650,C-GanK78OE15,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:39,Wet_Season
61174be0-bf19-44fb-96db-8c3ca7bf028a,C-GanKP9ZW42,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:39,Wet_Season
02b01369-ccd0-4b8b-a268-2cc9814a6875,C-GanLH18917,100,,,,6,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:39,Wet_Season
3178dff1-ced1-475d-ab04-36655c7b1ac1,C-GanN2DYG32,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:39,Wet_Season
e9e917d5-9384-404a-af05-e6e1b29a64e1,C-GanNR0UT22,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:39,Wet_Season
e000ef6e-7e94-4a0f-a669-3e4968dfcacc,C-GanNT33338,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:39,Wet_Season
04d0395e-b540-40c5-b5e8-2db63e04835f,C-GanPULH631,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:39,Wet_Season
6779ffd9-c818-46b6-a51f-1201f9024dd6,C-GanQSREH23,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:39,Wet_Season
7c5548ff-204c-4638-a64e-41e78d85b932,C-Gar6X4ZB00,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:46,Wet_Season
e47fcbe4-95ed-48f3-a503-dbf5d6e4bc12,C-GarE24S825,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:49,Wet_Season
c2fb01a4-53d6-47f4-b878-95e8731aab4e,C-GarEGZDJ22,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:52,Wet_Season
5a79de7e-2f3a-4554-8ef6-5796545be732,C-GarLAQ2M27,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:55,Wet_Season
09ac8c25-7580-4088-a0a7-74e3071062c2,C-GarNZRAT33,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 12:57,Wet_Season
584b5501-a57a-4912-bcc7-b88690daa12c,C-GarO5S4N39,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 12:59,Wet_Season
7ea2bff9-09d9-4202-8b00-168a8883b0d3,C-GarQ2D9N13,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 13:01,Wet_Season
eac3dfba-1c8a-43d8-a067-e81de0d0589d,C-GarSVDDM28,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,23/05/2025 13:03,Wet_Season
3fc94149-efcd-4477-8f88-c3403977913a,C-GarYFLJ911,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,23/05/2025 13:06,Wet_Season
e1246423-de1d-4739-a414-96587e8893b1,C-Nin8P1CC25,100,,,,6,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,23/05/2025 13:10,Wet_Season
9dccbca2-5ca5-4e87-89e5-cda0e205b68a,C-NinYLF2F20,100,,,,6,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,23/05/2025 13:10,Wet_Season
94745000-22ce-4648-a921-637d207337a6,C-Nin68NXT13,100,,,,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,23/05/2025 13:11,Wet_Season
