formid,State,6  Ongoing farm activity at the time of visit | None,6  Ongoing farm activity at the time of visit | Site_Selection,6  Ongoing farm activity at the time of visit | Land_Measurement,6  Ongoing farm activity at the time of visit | Land_Clearing,6  Ongoing farm activity at the time of visit | First_herbicide_application,6  Ongoing farm activity at the time of visit | Ploughing_Harrowing_Tilling,6  Ongoing farm activity at the time of visit | Preparation_of_Nursery_,6  Ongoing farm activity at the time of visit | Planting,6  Ongoing farm activity at the time of visit | Transplanting,6  Ongoing farm activity at the time of visit | Gap_control_(Replacement_of_un-germinated_plants),6  Ongoing farm activity at the time of visit | Mulching,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_1,6  Ongoing farm activity at the time of visit | NPK_Application,6  Ongoing farm activity at the time of visit | Application_of_Aflasafe,6  Ongoing farm activity at the time of visit | Application_of_Pesticide,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_2,6  Ongoing farm activity at the time of visit | Urea_Application,6  Ongoing farm activity at the time of visit | SSP_Application,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_3,6  Ongoing farm activity at the time of visit | Harvesting,6  Ongoing farm activity at the time of visit | Drying_(To_eradicate_moisture),6  Ongoing farm activity at the time of visit | Winnowing,6  Ongoing farm activity at the time of visit | Bagging,6  Ongoing farm activity at the time of visit | Storage,6  Ongoing farm activity at the time of visit | extra,7  Crop(s) planted | None,7  Crop(s) planted | Groundnut,7  Crop(s) planted | Maize,7  Crop(s) planted | Rice,7  Crop(s) planted | Sorghum,7  Crop(s) planted | extra,form/Implementing_partner,Cooperative_Unique_ID,Gender_of_cooperative_members,Age_of_cooperative_members,Nature_of_Cooperative_members,username,received_on
a1f4e1b5-36aa-4062-a329-151fc2808cb0,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,WOFAN,C-IkaRX1Z823,Female,Youth,Production/Processing,ika313,24/10/2025 18:17
1e6d7f1b-3666-4073-af35-6a4fabf7ecc6,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-IkaRX1Z823,Female,Youth,Production/Processing,ika313,24/10/2025 18:17
fa643b98-7a55-46bf-9908-fe6c6439dc9e,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,WOFAN,C-BebWQ6TL05,Female,Youth,Production,beb312,24/10/2025 18:17
b95c6d76-853e-4b87-b3db-441d348e6aed,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,WOFAN,C-IkaRX1Z823,Female,Youth,Production/Processing,ika313,24/10/2025 18:17
15d9ad47-e0bd-495c-a69d-8d6d1fc47fb4,Jigawa,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,WOFAN,C-JahE2GPO38,Female,Youth,Production,jah339,24/10/2025 18:18
87249af1-f06d-459b-a15f-d16cb954e425,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-RinKYSS210,Female,Youth,Production/Processing,rin311,24/10/2025 18:18
5bf7e756-2e3c-4c8f-9ff2-f84637e52c2a,Kaduna,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,WOFAN,C-Ika6868X13,Male,Youth,Production/Processing,ika307,24/10/2025 18:18
3954c0d3-92b8-4cb5-b9d8-95363d703d60,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-JahE2GPO38,Female,Youth,Production,jah339,24/10/2025 18:19
5ee87588-5eed-475c-9d94-4c86743a24dc,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,WOFAN,C-BebWQ6TL05,Female,Youth,Production,beb312,24/10/2025 18:19
f4d9ffd3-b3fe-452c-bee9-96259525f6d3,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,WOFAN,C-TudNSEIT17,Female,Youth,Production/Processing,tun312,24/10/2025 18:20
e80f8eb2-cbd0-4218-a78b-7d8eeda61b36,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,WOFAN,C-TudNSEIT17,Female,Youth,Production/Processing,tun312,24/10/2025 18:20
866d590e-62e0-4db4-9c5c-2d5fa21b6150,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-Ika6868X13,Male,Youth,Production/Processing,ika307,24/10/2025 18:20
a0b55669-927d-4a2c-a450-e6ac81d09c41,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-TudNSEIT17,Female,Youth,Production/Processing,tun312,24/10/2025 18:20
31b72bae-f192-4a27-adcd-4b6c0a9ea26e,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-TudNSEIT17,Female,Youth,Production/Processing,tun312,24/10/2025 18:20
f026822f-e35f-4b88-a222-0efe0e31b91c,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-Tud5GSPC44,Male,Youth,Production/Processing,tun312,24/10/2025 18:20
d7cbed1a-3626-4bab-acd0-b9eb28fa2a9a,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-Tud5GSPC44,Male,Youth,Production/Processing,tun312,24/10/2025 18:20
5605ba2f-c249-40e2-9d62-6173ed0dea97,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,WOFAN,C-RinKYSS210,Female,Youth,Production/Processing,rin311,24/10/2025 18:20
b6cd4374-edcc-422f-993c-47510a336b2a,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-Tud5GSPC44,Male,Youth,Production/Processing,tun312,24/10/2025 18:20
4d1300b7-7754-4c97-b86c-d7c1dc9b814b,Bauchi,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-AlkA70NH36,Female,Youth,Production/Processing,alk300,24/10/2025 18:21
0058c8d7-fd22-49b4-ad3a-e18ff5921a89,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,WOFAN,C-RinKYSS210,Female,Youth,Production/Processing,rin311,24/10/2025 18:21
242bc799-e9ce-4612-90dc-f1a3cfd09a35,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-BebWQ6TL05,Female,Youth,Production,beb312,24/10/2025 18:22
2e233cb4-7994-4035-9a21-af7d1afb3af4,Kaduna,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,WOFAN,C-Ika6868X13,Male,Youth,Production/Processing,ika307,24/10/2025 18:22
7036c1f3-f9f0-4196-9e6a-4949a54dd488,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-TudEF8YS22,Male,Youth,Production/Processing,tun312,24/10/2025 18:22
57460f92-4397-44c4-b938-33b159004d12,Jigawa,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-RinKYSS210,Female,Youth,Production/Processing,rin311,24/10/2025 18:23
81c4fad2-776a-454f-b569-d74412a1d398,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,WOFAN,C-KirL1RWI19,Female,Youth,Production,kir303,24/10/2025 18:24
e7b2bcb7-4805-4d5e-9393-382e48fece10,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-BebWQ6TL05,Female,Youth,Production,beb312,24/10/2025 18:24
f71a92d1-95a7-4c5a-a3d2-4fad31efe762,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,WOFAN,C-TudEF8YS22,Male,Youth,Production/Processing,tun312,24/10/2025 18:24
058e23f2-f573-4310-83c2-37fbec3bec88,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-RinKYSS210,Female,Youth,Production/Processing,rin311,24/10/2025 18:25
ef67e07e-122c-438f-9568-c022b9716008,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-TudEF8YS22,Male,Youth,Production/Processing,tun312,24/10/2025 18:26
d5dd4a01-0340-4621-8bfe-cb90d3aa1188,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,WOFAN,C-IkaZ2ZMQ31,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
3cc85ddd-2916-4b45-a19d-8c20e99a3dbd,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,WOFAN,C-IkaZ2ZMQ31,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
f4531c22-be15-4589-b7b4-dc99a01dc9aa,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-IkaZ2ZMQ31,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
878fda8e-ac2a-43ee-9126-9e664d5c1e81,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,WOFAN,C-IkaZ2ZMQ31,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
4329bf3b-9d9a-4e03-b77f-b193a2bea66f,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,WOFAN,C-IkaZ2ZMQ31,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
2fb12eaa-3960-40d2-b8b5-4a329742a6f0,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,WOFAN,C-IkaZ2ZMQ31,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
bccf84a1-d4de-4099-993f-690ca096b166,Kaduna,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
9688922b-48cb-4030-89b5-0265703f4a94,Gombe,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-BalC13I138,Female,Youth,Production/Processing,bal300,24/10/2025 18:26
0f301006-b632-4433-9033-08f43bcf52e4,Gombe,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-BalC13I138,Female,Youth,Production/Processing,bal300,24/10/2025 18:26
ec2fa8e2-1283-4449-ac4f-365313bdf876,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
fe2192e6-8445-4c4d-b999-aa51f0fe2596,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
aadc803f-f4bb-4fa1-8aa0-f9dbff7d3481,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
e9144c2c-17d2-4ee8-921f-f47ef13c8fc4,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
add8e39c-b866-40ba-8bd9-cc7b58ef522c,Kaduna,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
36f4799c-4a56-47ab-b312-0398e843361f,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:26
3905ab5c-f892-48f0-93cf-9c48e2bb65c3,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:27
511dd7a6-ff2d-47ba-a520-189d63d32771,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,WOFAN,C-IkaO1UN559,Female,Youth,Production/Processing,ika315,24/10/2025 18:27
3eb922a7-2374-4e7e-8ed5-9dcfbb57375f,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-Ika1H6ZG28,Male,Youth,Production/Processing,ika315,24/10/2025 18:27
c3607d56-76de-4534-9864-e1b69ef8a9fa,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-TudEF8YS22,Male,Youth,Production/Processing,tun312,24/10/2025 18:27
afeb09ce-964e-431e-b4a5-446db20b11e6,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-Tau4399549,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
a8078a89-6de7-4bd6-9dd0-931f18b28186,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,WOFAN,C-Tau4399549,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
30985dab-02af-4b39-87ad-0ced75ea2089,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-Tau4399549,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
c30ae8cf-b218-4187-8885-d65eecbca173,Jigawa,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,WOFAN,C-Tau4399549,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
1597957f-fc51-4995-9a08-8e03b0595574,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-Tau4399549,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
0535e256-5f9c-4881-ad99-3c09b999d79b,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-Tau4399549,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
78af49ce-d2ab-4387-bfcc-82a5e5de60d6,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-Tau8JYLS42,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
f46c908c-7dac-4c5f-8cc0-e189a2be0597,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,WOFAN,C-Tau8JYLS42,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
0fe28d4d-9b73-49c6-8375-ae5f52f0a996,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-Tau8JYLS42,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
bc982546-f58f-4eee-a4db-9ebc5189244e,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-Tau8JYLS42,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
b9a40dde-775b-47ab-92fa-168005f205d9,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi71ITV49,Female,Youth,Production/Processing,chk300,24/10/2025 18:27
28766457-1b56-44d1-96bc-4ccce03e3a46,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-Tau8JYLS42,Female,Youth,Production/Processing,tau300,24/10/2025 18:27
895ed4b7-9423-43d8-a4eb-cec7f885c559,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-Tau8JYLS42,Female,Youth,Production/Processing,tau300,24/10/2025 18:28
72f788a5-67c9-4dbf-ada6-965743379694,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-Tau8JYLS42,Female,Youth,Production/Processing,tau300,24/10/2025 18:28
21a53b8c-0840-41b7-9ead-f33b7caa3fe6,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,WOFAN,C-Tau9QSS531,Female,Youth,Production,tau300,24/10/2025 18:28
08f3eb15-ed3c-4160-902a-404c25bd9b3a,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,WOFAN,C-Tau9QSS531,Female,Youth,Production,tau300,24/10/2025 18:28
12819a5a-dc7c-4347-8fea-54325237eb3a,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-Tau9QSS531,Female,Youth,Production,tau300,24/10/2025 18:28
b0e79d00-88e5-472a-90dc-f4ff574b9ab9,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-Tau9QSS531,Female,Youth,Production,tau300,24/10/2025 18:28
5ea6137c-ac58-4f3b-89cd-d68a6c2f9d8c,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-Tau9QSS531,Female,Youth,Production,tau300,24/10/2025 18:28
4d91911c-b759-4b9b-b86a-2f4c4e064348,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,WOFAN,C-Tau9QSS531,Female,Youth,Production,tau300,24/10/2025 18:28
400dbd12-22e2-4f1b-9cab-47d93f990421,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-TauB58QD51,Female,Youth,Production,tau300,24/10/2025 18:28
38df70d7-d2a8-48b2-9323-e1fd37ff64e5,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,WOFAN,C-TauB58QD51,Female,Youth,Production,tau300,24/10/2025 18:28
5fecd6eb-6237-47d5-a4ac-fcaec342b82b,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-JahE2GPO38,Female,Youth,Production,jah339,24/10/2025 18:28
678cc03f-2cb9-4394-b45c-fdb0f1718a55,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,WOFAN,C-TauB58QD51,Female,Youth,Production,tau300,24/10/2025 18:28
0eb538e0-7c9e-4199-9cb1-f8c8beabc882,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,WOFAN,C-TauB58QD51,Female,Youth,Production,tau300,24/10/2025 18:28
e6ee33e5-3609-4b77-b717-21f6fc7670bf,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,WOFAN,C-TauB58QD51,Female,Youth,Production,tau300,24/10/2025 18:28
a378e8df-048d-4f36-bc79-6744f52dd591,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-TauB58QD51,Female,Youth,Production,tau300,24/10/2025 18:28
c7b590de-7afc-44a5-9f90-83052cedefc8,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,WOFAN,C-TauB58QD51,Female,Youth,Production,tau300,24/10/2025 18:28
47ba8ee2-fdf1-417b-9100-79bd58aa39b4,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TauBMRHW37,Female,Youth,Production,tau300,24/10/2025 18:28
268a1f14-2038-43f9-a176-5ec31414d46a,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TauBMRHW37,Female,Youth,Production,tau300,24/10/2025 18:28
af26c53b-509a-4d4b-97f8-619b28f0be3f,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-TauBMRHW37,Female,Youth,Production,tau300,24/10/2025 18:28
fcdc15f1-a4ed-4fc6-a81d-5dd912aaeff7,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-TauBMRHW37,Female,Youth,Production,tau300,24/10/2025 18:28
302a0787-791e-4714-84ba-b3e8e3d76cd2,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-TauBMRHW37,Female,Youth,Production,tau300,24/10/2025 18:28
83af55e8-69a4-4eea-aa54-8743a2703d3f,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-TauBMRHW37,Female,Youth,Production,tau300,24/10/2025 18:28
070b1bf7-a43d-42f7-90e8-9b1393810d46,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-TauC19SQ52,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
5d0ba2db-cd30-4d87-ab37-6a774657971d,Jigawa,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-TauC19SQ52,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
95b258ea-9a13-481e-a131-a5ae7a28fc66,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,WOFAN,C-TauC19SQ52,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
fab23f43-b55b-46e8-b37a-7d3f2a020aa9,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,WOFAN,C-TauC19SQ52,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
425b9245-80e0-45a4-9bd2-98a6accf100e,Jigawa,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,WOFAN,C-TauC19SQ52,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
5fd58f5c-cd34-4a1e-942e-e8e0aad3a2fe,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,WOFAN,C-TauC19SQ52,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
a89856d3-0bad-4f4a-a195-0821ee76c3ab,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,WOFAN,C-TauC19SQ52,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
c39fb55f-6bd6-4c85-b812-0b947cb71c08,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-TudHVTWN44,Female,Youth,Production/Processing,tun312,24/10/2025 18:29
28a8ae1f-cdc1-4805-aced-2a7f7e78e2c8,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,WOFAN,C-TauCFQS329,Female,Youth,Production,tau300,24/10/2025 18:29
826b4c78-41d6-4e37-934c-312b2c6fc614,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,WOFAN,C-TauCFQS329,Female,Youth,Production,tau300,24/10/2025 18:29
af59da4c-0038-4794-b26e-b22c470d3ef0,Jigawa,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,WOFAN,C-TauCFQS329,Female,Youth,Production,tau300,24/10/2025 18:29
4ef6f695-6b94-4474-93bb-34e22f04273e,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-TauCFQS329,Female,Youth,Production,tau300,24/10/2025 18:29
fa786109-60a1-4f26-ab6b-d1ac65c9dc6c,Jigawa,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,WOFAN,C-TauCFQS329,Female,Youth,Production,tau300,24/10/2025 18:29
ac4849f9-978c-43f3-926d-c517ec815d74,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,WOFAN,C-TauCFQS329,Female,Youth,Production,tau300,24/10/2025 18:29
9169397f-09b8-4eef-a587-37c2e544f2c5,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,WOFAN,C-TauCFQS329,Female,Youth,Production,tau300,24/10/2025 18:29
585fd598-6c7c-4bb3-813d-4bac969d00b7,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-TauCFQS329,Female,Youth,Production,tau300,24/10/2025 18:29
aa89c427-6e14-44ce-8bb5-a804e320b9c2,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,WOFAN,C-TauFFV7E49,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
3ae332b1-4714-4530-9afd-ea19b6e41fbd,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,WOFAN,C-TauFFV7E49,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
72ca00f8-12b8-4d3d-98f7-3575d4064bbc,Jigawa,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,WOFAN,C-TauFFV7E49,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
75f11dd9-15ac-4357-976e-0f87b0c8fdd9,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-TauFFV7E49,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
9a0a5714-7723-44d8-b6fe-3009747bfe57,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,WOFAN,C-TauFFV7E49,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
41904b9f-7a62-457c-8ba2-06c367cfebbe,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-TauFFV7E49,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
aa19cadc-6c61-4b1c-873f-547953c0232c,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,WOFAN,C-TauFFV7E49,Female,Youth,Production/Processing,tau300,24/10/2025 18:29
eaca28bd-52ed-4226-927c-efbdcf33b525,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,WOFAN,C-TauGP3N241,Female,Youth,Production,tau300,24/10/2025 18:29
f1be2d06-c209-48f6-9045-23306dc4ee31,Jigawa,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,,WOFAN,C-TauGP3N241,Female,Youth,Production,tau300,24/10/2025 18:29
306cf1e2-dc8d-4b4a-af2a-76710edc8ddf,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-TauGP3N241,Female,Youth,Production,tau300,24/10/2025 18:29
6b2889a3-2d87-4a16-aec2-3fc9460a6a60,Jigawa,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,WOFAN,C-TauGP3N241,Female,Youth,Production,tau300,24/10/2025 18:29
8f40213c-278e-498a-b048-5d9249047dc6,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-TauGP3N241,Female,Youth,Production,tau300,24/10/2025 18:29
f3f6e2ab-6a0c-48d1-b3f9-176629dddbb3,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-TauGP3N241,Female,Youth,Production,tau300,24/10/2025 18:30
b9c4ba55-f220-471f-8f92-d152a73ab1de,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,WOFAN,C-TauGP3N241,Female,Youth,Production,tau300,24/10/2025 18:30
0174de96-5220-4ebf-9449-a400add208b2,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,WOFAN,C-TauHNTCW22,Female,Youth,Production,tau300,24/10/2025 18:30
582cf984-007e-408b-8d5d-d0e29ebd4622,Jigawa,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,,WOFAN,C-TauHNTCW22,Female,Youth,Production,tau300,24/10/2025 18:30
43750a1a-45e1-4f33-8adc-df653acf9186,Jigawa,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,WOFAN,C-TauHNTCW22,Female,Youth,Production,tau300,24/10/2025 18:30
2d9cd220-fee2-483e-9ee6-2dc1ece134f5,Jigawa,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,WOFAN,C-TauHNTCW22,Female,Youth,Production,tau300,24/10/2025 18:30
fdc9d043-1262-41e7-a3a7-29b0982fde5a,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,WOFAN,C-TauHNTCW22,Female,Youth,Production,tau300,24/10/2025 18:30
2279fd74-5e8a-420b-aa60-6de5ca52b787,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,WOFAN,C-TauHNTCW22,Female,Youth,Production,tau300,24/10/2025 18:30
