formid,coopgender,coopagegroup,coopstate,cooplocationtype,havejointbiz,majorcropsgrown,majorcropsprocessed,majorcropsmarketed,haveelectedexco,freqmeeting,haveactivebankacct,State-IP,coopID,received_on,natureofmembersenterprise,membersendeavors,username,form case case_id
f1e37052-0f69-4d67-bc27-6e7f43b3e93f,Male,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Monthly,Yes,Jigawa-WOFAN,RinRZEH02,15/01/2025 14:09,Logistics_Service_Providers,Transportion,rin15,863d1d57-0ede-40cb-9346-4d927d424154
0ca30d46-28b4-444b-af23-c4cca05a7984,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,Rim1DPB21,15/01/2025 14:09,Micro_produce_marketers,Snack_and_Food_Hawkers,rig04,42292d72-45d7-4650-bad9-6a3a972c4174
c09f5aec-6edc-4fc0-aede-885c850eb30e,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,KurH1NH16,15/01/2025 14:09,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,kur13,6d7d3f1b-f60b-4686-a443-dfff35581b43
3a31e1a2-5ee0-4039-b040-c41608a7978f,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,Rim65R612,15/01/2025 14:09,Micro_produce_marketers,Snack_and_Food_Hawkers,rig04,0c47be07-cf29-4b6f-a2ea-fe2463b533b0
8e51808b-175f-4f4f-8f03-e4c2b41771f4,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,Rim685359,15/01/2025 14:09,Micro_produce_marketers,Fresh_Produce_Sellers,rig07,0139311a-242f-498c-918a-7cb8be099095
5796705a-212e-48a3-8e86-d6fd300b673e,Female,Youth,Jigawa,Rural,No,---,---,---,Yes,Monthly,No,Jigawa-WOFAN,RinCVFA19,15/01/2025 14:15,Persons_with_Disability,Processing,rin17,d85b5c6d-8552-4986-b39b-660f04148492
1add828b-6630-4b5c-ad4b-f43cda90cf02,Male,Youth,Kano,Urban,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Kur99LV46,15/01/2025 14:17,Logistics_Service_Providers,Loading/Off-loading_of_goods,kur14,76f54240-cfa7-4de0-bd31-37f27d639f98
036f3df0-88d5-4f3f-908c-ef5f44fe6075,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Gar9P3K44,15/01/2025 14:17,Micro_produce_marketers,Fresh_Produce_Sellers,gmm50,d0173d69-4407-4618-8825-e674d5b267b9
f695a4a6-ef54-418e-9aa8-375629d84943,Female,Youth,Kano,Rural,No,---,---,---,No,Monthly,No,Kano-WOFAN,Beb4ZGS36,15/01/2025 14:17,Micro_produce_marketers,Grain_and_Cereal_Traders,gmm50,f9719cbb-6b8c-44bc-8297-cd754adaa8ac
c169e25c-adfb-4f72-a5a4-400b1d64bb3d,Female,Youth,FCT,Rural,No,---,---,---,No,Weekly,No,FCT-WOFAN,AbaUT8E03,15/01/2025 14:19,Micro_produce_marketers,Grain_and_Cereal_Traders,aba03,db1794d8-4697-441e-9cde-20571f78e47d
edf316ea-8792-43b8-8d25-550128d68321,Female,Youth,Kaduna,Peri_urban,Yes,---,---,---,Yes,Monthly,No,Kaduna-WOFAN,SabOG4221,15/01/2025 14:21,Micro_produce_marketers,Snack_and_Food_Hawkers,sab16,fa5797b0-4782-4b20-a524-cd04e3d50360
55e5128b-57cb-40a5-a911-37a2ba19dcaa,Female,Youth,Kano,Rural,Yes,Maize,Maize,---,Yes,Monthly,No,Kano-WOFAN,TofCUAS34,15/01/2025 14:23,Persons_with_Disability,Production/Processing,tof72,a3cee679-b9c0-4961-bbf5-815c3b98095c
d33d0aad-ca3d-45ed-a212-47779708788d,Female,Youth,Jigawa,Rural,No,---,---,---,Yes,Monthly,Yes,Jigawa-WOFAN,JahM3OP56,15/01/2025 14:23,Micro_produce_marketers,Aquatic_Product_Sellers,jah80,086f34a3-168b-4447-a5ec-afb2a436f092
483c9ea4-e346-4c53-87bb-c05579f1877e,Male,Youth,Gombe,Peri_urban,Yes,---,---,---,Yes,Weekly,Yes,Gombe-WOFAN,AkkL6LM09,15/01/2025 14:24,Logistics_Service_Providers,Transportation_Agent,akk03,f0e2a926-de61-4325-924d-f66057a88fcf
387b01fc-e7f4-4017-89ba-b0842ac16e60,Female,Youth,Kano,Rural,Yes,---,---,Rice,Yes,Monthly,Yes,Kano-WOFAN,Kur5FJB32,15/01/2025 14:25,Persons_with_Disability,Marketing,gmm53,79ae3511-71ca-4ff9-af8c-27f621d0931d
38505c1a-f28c-4563-830d-d221846575b8,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Kur650V35,15/01/2025 14:26,Logistics_Service_Providers,Transportation_Agent,gmm53,580eb7d2-7500-4dac-a2a5-b3aa9500c622
ae526cd9-e84b-4f63-9b11-fd9090e99bfc,Female,Youth,FCT,Rural,No,---,---,---,Yes,Weekly,No,FCT-WOFAN,GwaVQ4P07,15/01/2025 14:27,Micro_produce_marketers,Grain_and_Cereal_Traders,gwa03,071b31e9-5a4e-42d3-ae0e-c20198151f7a
9e38c9b1-ab9e-4ceb-b517-35c48593eff1,Female,Youth,Kano,Rural,Yes,---,---,Rice,Yes,Monthly,Yes,Kano-WOFAN,Beb45BY51,15/01/2025 14:28,Persons_with_Disability,Marketing,kir09,8899e9aa-6511-4bc2-b4d1-82157f495313
821fc707-17f4-4daa-a45a-c6a72f7f9f9c,Female,Youth,Kano,Rural,Yes,Rice,Groundnut,---,Yes,Weekly,No,Kano-WOFAN,KirFYMW04,15/01/2025 14:30,Persons_with_Disability,Production/Processing,beb26,365a3ef7-a0e8-4221-85e3-20ff90f6fdf5
a8550872-b64a-4860-b562-c1ea1d19b1ca,Female,Youth,FCT,Rural,Yes,---,---,---,Yes,Monthly,No,FCT-WOFAN,KwaBR1255,15/01/2025 14:31,Micro_produce_marketers,Grain_and_Cereal_Traders,kwl08,5a4e9d2b-05df-4459-8717-08451a72f575
cfeec12e-ce04-4260-9e93-8fb5f17c988f,Male,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Monthly,Yes,Jigawa-WOFAN,RinFNVG24,15/01/2025 14:31,Logistics_Service_Providers,Loading/Off-loading_of_goods,rin15,d9691a94-6f0f-4126-aadc-d22d724eb889
6c532a36-b2d1-45b2-ac0f-b356edcd6c78,Female,Youth,FCT,Urban,Yes,---,---,---,Yes,Weekly,Yes,FCT-WOFAN,GwaVBU303,15/01/2025 14:32,Micro_produce_marketers,Grain_and_Cereal_Traders,gwa26,776adda7-9bb6-43e2-83a8-07d7d05019e1
0a84190d-04fa-4c47-a317-2aac2216afc2,Female,Youth,Kaduna,Rural,No,---,---,---,No,Monthly,No,Kaduna-WOFAN,IkaBIZ022,15/01/2025 14:33,Persons_with_Disability,Production/Processing,ika20,0ee7bdf7-b68c-477f-9113-1b20c8414cb3
d2b32c6e-a1ad-4c00-bc86-79edb858212b,Female,Youth,Jigawa,Rural,No,---,---,---,No,Monthly,No,Jigawa-WOFAN,TauHLOH45,15/01/2025 14:33,Micro_produce_marketers,Grain_and_Cereal_Traders,tau28,90426cc3-1825-4f99-9f3c-fe6b074893d2
8eb66789-989c-48ef-93aa-5b377aece559,Female,Youth,Kano,Urban,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,KanNTRD13,15/01/2025 14:35,Micro_produce_marketers,Snack_and_Food_Hawkers,knmun02,ab034fd0-ca21-4a5e-b8dc-fb30d994089d
5fbe561e-e279-4dcf-966b-5cf4ab524a5a,Female,Youth,Kano,Urban,No,---,---,---,Yes,Weekly,No,Kano-WOFAN,KanC8QG16,15/01/2025 14:36,Micro_produce_marketers,Snack_and_Food_Hawkers,knmun01,33fd5e71-1e8b-4f86-995d-01c1edd2193e
f187449b-e7e8-44a4-88e0-b785c9292066,Female,Youth,FCT,Rural,No,---,---,---,Yes,Monthly,No,FCT-WOFAN,Aba3EYX28,15/01/2025 14:39,Micro_produce_marketers,Grain_and_Cereal_Traders,aba05,df94ac84-01ea-4644-a481-bb78b8a6980d
2c926550-b341-4c15-bf44-162fdc4edbc6,Female,Youth,Kano,Rural,No,---,---,---,No,Monthly,No,Kano-WOFAN,Beb423R27,15/01/2025 14:40,Persons_with_Disability,Others,beb05,3622dfe7-f7c5-44d2-867b-55ce2bfffd7b
5a821416-9aa9-47ed-8c9b-59a182bc925a,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,BebDQSX47,15/01/2025 14:43,Persons_with_Disability,Others,beb05,4a7ccee7-9f96-4472-bf77-c3bb5c32d0e5
84d43bc4-40f2-46af-a573-fad6ee349221,Female,Youth,Bauchi,Urban,No,---,---,---,Yes,Quarterly,Yes,Bauchi-WOFAN,BauJG9I39,15/01/2025 14:47,Persons_with_Disability,Marketing,bau15,8ffe941c-cbb6-4274-87f2-ac2dda2b0fe2
f2e90fb9-1255-4852-9753-eff67859002d,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Weekly,Yes,Kano-WOFAN,TudFO7F58,15/01/2025 14:48,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,tun17,b91a3812-9817-4c83-a668-54333efe320e
4755dadb-507b-4cfd-9816-1e7b583586e4,Female,Youth,FCT,Rural,Yes,---,---,---,Yes,Weekly,No,FCT-WOFAN,GwaII0W59,15/01/2025 14:49,Micro_produce_marketers,Grain_and_Cereal_Traders,gwa22,56b7a355-0f7d-4a47-a7aa-d0b6d2e7cdcc
ec8b1fa8-4baf-4449-b169-a2a1d06cf543,Male,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Weekly,Yes,Jigawa-WOFAN,Rin1PD720,15/01/2025 14:50,Logistics_Service_Providers,Loading/Off-loading_of_goods,rin21,f5c8104b-c6f8-4ef7-92a9-168d748c585e
50fe8de2-5fab-4b05-8da4-1ec7aa8738c6,Male,Youth,FCT,Rural,Yes,---,---,---,Yes,Weekly,No,FCT-WOFAN,GwaP0VN59,15/01/2025 14:51,Logistics_Service_Providers,Transportion,gwa18,20527aeb-f13a-4333-9b08-95dede98e43b
bf631a76-ee7d-4f66-89d4-f1c902169f1f,Female,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kaduna-WOFAN,IkaAEMQ30,15/01/2025 14:54,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,ika30,1d693eb1-1b02-430e-9096-3d94a4e9a2e8
7088cc99-ae82-4a85-adad-75734ab74e97,Male,Youth,Bauchi,Rural,Yes,---,---,---,No,Weekly,No,Bauchi-WOFAN,DasMYPG10,15/01/2025 14:55,Logistics_Service_Providers,Loading/Off-loading_of_goods,das07,d03749ea-4f67-4e6f-8ba5-8085dfa091ff
9feaef73-0e3b-470d-9daa-386668ec22b5,Female,Youth,FCT,Urban,No,---,---,---,Yes,Weekly,Yes,FCT-WOFAN,GwaGE4R22,15/01/2025 14:55,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,gwa17,e9bf24e6-2d66-4b3b-a57c-7c5879308af2
6e3e4b24-e581-42ea-b550-33cdefe9a5a3,Male,Youth,Kano,Rural,No,---,---,---,No,Monthly,No,Kano-WOFAN,TudOI1P37,15/01/2025 14:56,Logistics_Service_Providers,Loading/Off-loading_of_goods,tun15,f7099c4f-da08-439c-9a55-ea6df601c327
fc17088e-813d-4f7c-83b8-fd15829d7fd6,Female,Youth,Kano,Rural,No,---,---,---,No,Monthly,No,Kano-WOFAN,TudYLGC37,15/01/2025 14:56,Persons_with_Disability,Processing,tun33,196f27e2-a2b6-4820-8fcd-e414b86deae6
d4f27f15-cba5-43c2-8ff1-7fc6690d1cc0,Female,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kaduna-WOFAN,IkaW32B23,15/01/2025 14:58,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,ika30,dd305293-caa0-450d-a4ab-2f79525092e9
da390b09-01eb-4dec-9c28-9676ea2e3d79,Female,Youth,Kano,Rural,Yes,Rice,Rice,---,Yes,Weekly,Yes,Kano-WOFAN,BebJ7C030,15/01/2025 14:58,Persons_with_Disability,Production/Processing,tun28,37e4d111-e6ca-42a6-a18b-1fa327b2377c
0ce6646f-5a57-47f3-a22d-c6bff9c157b3,Female,Youth,FCT,Rural,No,---,---,---,Yes,Monthly,No,FCT-WOFAN,GwaKVPE20,15/01/2025 14:59,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,gwa25,263369fd-2821-49d1-bea3-2eef2ec0dfb7
95fec774-b74a-4f21-894d-3804a55585a5,Female,Youth,FCT,Rural,No,---,---,---,Yes,Monthly,No,FCT-WOFAN,GwaBJBW45,15/01/2025 14:59,Micro_produce_marketers,Grain_and_Cereal_Traders,gwa25,5e90143b-f802-46d5-9762-38b0f6076cf5
007aecc4-5841-45ba-887c-4eaf68b0482e,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Quarterly,Yes,Kano-WOFAN,Tud6AFE38,15/01/2025 15:00,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,tun29,42aeb369-fdb9-486d-aed8-92dca72313a2
7963adf6-a008-430f-8989-e43fdd7f7f09,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Weekly,Yes,Kano-WOFAN,GarJYZS46,15/01/2025 15:00,Micro_produce_marketers,Fresh_Produce_Sellers,gmm13,fddc82eb-f194-494f-b33c-9b7adc316238
2afdc4da-552e-4a7d-a36c-05dfaa65564d,Female,Youth,FCT,Rural,No,---,---,---,No,Monthly,No,FCT-WOFAN,GwaSL4918,15/01/2025 15:00,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,gwa04,67543d82-1569-4f01-9a9b-181e0be98a34
17998c1f-9f26-4fcd-8f33-b7b092b458cd,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebGL1335,15/01/2025 15:03,Micro_produce_marketers,Snack_and_Food_Hawkers,tun12,8f99382d-89be-400b-ac52-d346a9177788
1b08c4db-efc5-46ff-b89a-12d26c3282ed,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebFJ5212,15/01/2025 15:03,Micro_produce_marketers,Snack_and_Food_Hawkers,tun12,3f238e1b-5c4d-487c-89be-e058eb70bd17
798fac18-b06c-41ba-b69c-5e4749256e04,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebJB1L33,15/01/2025 15:05,Micro_produce_marketers,Snack_and_Food_Hawkers,tun12,3e4c3cc8-ff03-4449-88c2-5c8469c8c8b4
df8dd641-1ad5-4ae0-8df9-d39ad84bdfce,Male,Youth,Kano,Rural,No,---,---,---,No,Monthly,No,Kano-WOFAN,Tud3FVI46,15/01/2025 15:05,Logistics_Service_Providers,Transportion,tun22,3c6fc6e3-7b20-4a53-9610-5d545d0c058e
c312cc9c-1928-4824-a542-fdae0d9bff3c,Female,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Daily,Yes,Kaduna-WOFAN,IkaKGB254,15/01/2025 15:07,Micro_produce_marketers,Fresh_Produce_Sellers,ika17,3c4e80bd-1328-4392-9935-ffe75ae9f894
78da27fd-1809-4dca-b240-8224f7ad1183,Female,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Daily,Yes,Kaduna-WOFAN,IkaTV2C05,15/01/2025 15:07,Micro_produce_marketers,Fresh_Produce_Sellers,ika17,78ff3ef2-f9fe-4697-8e2e-3f304a5d2899
1d55dd92-d40c-4a05-8251-f75af9c6d9de,Female,Youth,Kano,Rural,Yes,Maize,Rice,---,No,Quarterly,No,Kano-WOFAN,TofFOSA32,15/01/2025 15:08,Persons_with_Disability,Production/Processing,rig15,0fe2d7eb-d45c-40d4-b144-6ea56f1af86c
2f81079a-76fd-415e-8729-ac65ff6b6623,Male,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Weekly,Yes,Jigawa-WOFAN,Jah090R17,15/01/2025 15:13,Logistics_Service_Providers,Loading/Off-loading_of_goods,jah68,afecd49c-64c7-4ddc-b395-09493756e5d9
db3766ee-c57f-4ce2-90ee-2d8f3623cf89,Female,Youth,Kano,Rural,No,---,---,---,Yes,Monthly,No,Kano-WOFAN,Tud6LFG49,15/01/2025 15:13,Persons_with_Disability,Production/Processing,tun22,6c1587db-6f78-4320-9107-399badefb9a4
3fdc9839-67e0-474b-9af0-16ae1931ddad,Female,Youth,Jigawa,Rural,Yes,---,Rice,---,Yes,Monthly,Yes,Jigawa-WOFAN,RinNZ1K26,15/01/2025 15:14,Persons_with_Disability,Processing,rin27,c1750c64-b2af-4b93-bb68-b294b40e12f0
44e6e1bd-b401-4fbc-b1d7-f2c10bc68f7a,Female,Youth,Kano,Rural,No,---,---,---,No,Monthly,No,Kano-WOFAN,TudT51604,15/01/2025 15:15,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,tun27,1ea12249-804f-401e-ab9e-6cdb25e54e7f
bb3ff234-62d1-463e-a5db-0c64ddf21807,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,RimSD3J25,15/01/2025 15:18,Micro_produce_marketers,Legume_and_Nut_Marketers,rig06,aa066bd3-c6c0-4817-b4e4-ec8953cdaa4e
3b825030-734e-4785-8fb6-51881fd43492,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,RimL3V747,15/01/2025 15:20,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,rig06,f0d3ea0e-fa28-4692-bb94-4b23f3082d01
a30e806d-af95-41b3-881d-d59979a884b2,Female,Youth,Jigawa,Peri_urban,Yes,---,---,---,Yes,Weekly,Yes,Jigawa-WOFAN,Jah96VZ24,15/01/2025 15:20,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,jah69,287231cd-e21f-4433-b9b3-8e0f1bc7d51f
11fde3cf-d7da-4730-9742-77841b47a60b,Female,Youth,Gombe,Rural,Yes,---,---,---,Yes,Monthly,No,Gombe-WOFAN,Kwa9UK645,15/01/2025 15:21,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,kwa20,2933bf7a-dc52-42aa-9980-1e57360bd94d
2d91c7c4-25d4-4eba-839c-9b18f438bb1b,Female,Youth,Bauchi,Peri_urban,Yes,---,---,---,Yes,Weekly,No,Bauchi-WOFAN,BauLEAS22,15/01/2025 15:23,Micro_produce_marketers,Fresh_Produce_Sellers,bau10,48cd89a4-0632-4923-93e1-c88cf44986e8
3bd1e6f2-7830-4b93-8e9f-6ff34ad22add,Female,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Monthly,Yes,Jigawa-WOFAN,RinPJLC07,15/01/2025 15:24,Micro_produce_marketers,Grain_and_Cereal_Traders,rin26,921f50f5-baf9-4ea7-960e-24d26f069973
38b90b05-94fe-41ab-88d2-067a811c14a1,Female,Youth,Jigawa,Peri_urban,Yes,---,---,---,Yes,Monthly,No,Jigawa-WOFAN,JahDVSS19,15/01/2025 15:25,Micro_produce_marketers,Grain_and_Cereal_Traders,jah69,49a20fdb-6892-46b7-bc6d-5c4621a358fd
e77c5233-f016-48c0-8930-4f5ff876f51d,Female,Youth,Jigawa,Rural,Yes,---,Rice,---,Yes,Monthly,No,Jigawa-WOFAN,Tau1WUG01,15/01/2025 15:27,Persons_with_Disability,Processing,tau19,544675da-73f3-4a34-9f53-18be2e581397
c5edb22a-1f58-4ca8-bb80-0a2c829b0b20,Female,Youth,Jigawa,Rural,No,---,---,---,Yes,Monthly,No,Jigawa-WOFAN,TauT02T15,15/01/2025 15:29,Persons_with_Disability,Processing,tau19,4fa5da33-b536-4ebe-a9af-af929ec2b6f2
b4225ec3-01a3-461c-b30c-f14ce2cc8dd2,Female,Youth,FCT,Rural,No,---,---,---,Yes,Weekly,No,FCT-WOFAN,GwaM9DE11,15/01/2025 15:29,Micro_produce_marketers,Grain_and_Cereal_Traders,gwa23,cb0107c5-dbdf-4bc3-8eb9-17a7168fa365
e1a02555-6a13-4fe5-96e7-0397e504eb01,Female,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Quarterly,No,Jigawa-WOFAN,JahLSFA49,15/01/2025 15:29,Micro_produce_marketers,Snack_and_Food_Hawkers,jah39,037121c3-ff5d-414f-a6ff-1221c8e97c4a
02e3a159-ec4f-45bc-acd4-8c228edb2c56,Female,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Quarterly,No,Jigawa-WOFAN,JahV5TB23,15/01/2025 15:29,Micro_produce_marketers,Grain_and_Cereal_Traders,jah39,7ea3e503-148b-4a14-ab66-94487a234e2f
9575af4a-d89d-40c1-b039-1d76ffe58338,Female,Youth,Jigawa,Rural,No,---,---,---,No,Monthly,No,Jigawa-WOFAN,Tau1AA902,15/01/2025 15:30,Persons_with_Disability,Others,tau23,d3d3976f-bfa4-4e16-80f6-a8941922ddd9
3ceeb10d-87d3-43a8-8fcb-c829dd2f9137,Female,Youth,FCT,Rural,Yes,---,---,---,No,Weekly,No,FCT-WOFAN,Gwa9SP222,15/01/2025 15:30,Micro_produce_marketers,Grain_and_Cereal_Traders,gwa18,a8ac3424-7b9d-4105-aa84-3d334271f1c8
566eaddf-cc30-406a-9350-494812b43280,Male,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Weekly,Yes,Jigawa-WOFAN,RinCDG858,15/01/2025 15:31,Logistics_Service_Providers,Loading/Off-loading_of_goods,jah34,eabed99a-91b5-4dfd-a8d9-f2546d5146f2
a024423f-c4c8-4970-8afd-78f75e97647d,Female,Youth,Kaduna,Urban,No,---,---,---,Yes,Monthly,No,Kaduna-WOFAN,SabLO4X58,15/01/2025 15:33,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,sab14,917438bf-a5d7-49ae-962e-940634513014
6a2ea73f-16ed-4b34-9276-1388d3c575c1,Female,Youth,FCT,Urban,No,---,---,---,Yes,Monthly,Yes,FCT-WOFAN,GwaXLVR14,15/01/2025 15:33,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,gwa28,7b42d50c-47c2-48ce-a138-735d5206a58e
ddf363c8-263c-4f42-bd6a-62b61aabbe4c,Female,Youth,FCT,Urban,No,---,---,---,Yes,Monthly,No,FCT-WOFAN,GwaRUIJ15,15/01/2025 15:35,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,gwa28,ab472868-4afe-4553-9f00-1fbf7284f162
4fd8e46f-bcad-4721-a0ec-3023ffd6fabe,Female,Youth,Jigawa,Urban,Yes,---,---,---,Yes,Monthly,Yes,Jigawa-WOFAN,JahMJ0V45,15/01/2025 15:36,Micro_produce_marketers,Snack_and_Food_Hawkers,jah69,9b39547d-2769-486e-a658-9f138f0d05d5
223bc4bc-077b-4a1c-8665-13151d80dd99,Female,Youth,Bauchi,Urban,Yes,---,---,---,Yes,Monthly,Yes,Bauchi-WOFAN,BauZ6VZ31,15/01/2025 15:37,Micro_produce_marketers,Grain_and_Cereal_Traders,bau11,f6566c70-89ba-474b-b710-1ce88dbd0287
30309d07-2595-4d28-99bf-3fd33c5fd37d,Female,Youth,Jigawa,Rural,No,---,---,---,Yes,Weekly,No,Jigawa-WOFAN,JahR5HF57,15/01/2025 15:40,Micro_produce_marketers,Snack_and_Food_Hawkers,jah40,9215aa00-d13b-4b5b-803e-09f247ae7969
0525c6d0-2463-4a03-b7a4-97b727e612a9,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebZOFN40,15/01/2025 15:40,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,tun30,c7e5d753-00b2-4670-8ba8-966c4d17e8c1
4cf9a166-f12b-4864-ab0e-e254ff12e2ee,Female,Youth,Bauchi,Rural,Yes,---,---,---,Yes,Monthly,Yes,Bauchi-WOFAN,BauKTQ525,15/01/2025 15:41,Micro_produce_marketers,Grain_and_Cereal_Traders,bau14,579a8152-3026-4552-ae93-60c082a7f737
8abf9fce-33b6-4881-be4f-26f066570515,Female,Youth,Bauchi,Urban,Yes,---,---,Rice,Yes,Weekly,Yes,Bauchi-WOFAN,BauHIUQ46,15/01/2025 15:41,Persons_with_Disability,Marketing,bau14,fa704f6b-7f38-4139-abc1-5bec9e0510b4
aba2a84a-1de5-4277-964a-1f3e8395f792,Female,Youth,Kano,Rural,Yes,Maize,Groundnut,---,Yes,Monthly,Yes,Kano-WOFAN,BebBHHL30,15/01/2025 15:42,Persons_with_Disability,Production/Processing,kir01,f009fae1-c464-4269-a4ef-b87610d9dde6
f7ed0cde-46e6-4211-90b0-2f65789b88de,Female,Youth,Kano,Rural,Yes,Rice,Rice,---,Yes,Weekly,Yes,Kano-WOFAN,KirARG459,15/01/2025 15:42,Persons_with_Disability,Production/Processing,beb24,a2c78269-e724-4e39-a220-af66d80b0e98
e9206052-3086-4ae4-ac0e-9f0a320f94b6,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Beb7IMR54,15/01/2025 15:42,Logistics_Service_Providers,Loading/Off-loading_of_goods,tun12,1ee9a7ff-312c-4843-9bfb-4b9fcf56850c
2174b4bf-7f6b-4d50-a18c-5fc81ace7362,Female,Youth,FCT,Rural,No,---,---,---,Yes,Weekly,No,FCT-WOFAN,GwaNTYD58,15/01/2025 15:43,Micro_produce_marketers,Grain_and_Cereal_Traders,gwa20,24466e33-6bcb-4929-89d3-c9cceb55a943
a4033baf-4736-42c3-8341-dbad2f6653a3,Female,Youth,Jigawa,Rural,No,---,---,---,No,Quarterly,No,Jigawa-WOFAN,JahX6JC35,15/01/2025 15:43,Micro_produce_marketers,Fresh_Produce_Sellers,jah59,722514c4-de34-42ea-b62c-924924d95663
e1be2b10-a02a-49a8-9f4d-6fcbf2d455d1,Female,Youth,Jigawa,Rural,Yes,Rice,---,---,Yes,Quarterly,Yes,Jigawa-WOFAN,JahBNS111,15/01/2025 15:45,Persons_with_Disability,Production,jah59,f422a3fc-b271-443e-8cf4-fd208c45e33e
7307b6bd-39ba-4351-b5a8-1f6f0450dc56,Female,Youth,Jigawa,Rural,Yes,Maize,---,---,Yes,Weekly,Yes,Jigawa-WOFAN,JahJVLS54,15/01/2025 15:45,Persons_with_Disability,Production,jah59,eb9a63dd-3b0b-4ff7-93b2-c95afed4783e
7520d90d-6f97-4f1b-9432-24e9a5e818db,Female,Youth,Jigawa,Rural,No,---,---,---,No,Quarterly,No,Jigawa-WOFAN,JahFDIS47,15/01/2025 15:45,Persons_with_Disability,Production,jah59,e390bc8f-7092-427b-8482-568b3bd64cda
5fbe2652-5456-4873-8fad-5726e1f55a62,Female,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Monthly,No,Jigawa-WOFAN,JahBVYL06,15/01/2025 15:46,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,jah01,8712533d-4dbc-4f17-a34f-66b70d2a28da
d9546d61-483f-4601-ac01-9417d2731892,Female,Youth,Bauchi,Urban,Yes,---,---,---,Yes,Weekly,Yes,Bauchi-WOFAN,Bau94S317,15/01/2025 15:46,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,bau10,437401f8-8dac-4ba7-a196-05feb3dd576e
5e7a433e-e577-4000-bf9e-0eabaf4f8847,Female,Youth,Kano,Rural,No,---,---,---,No,Monthly,No,Kano-WOFAN,TudW71Q06,15/01/2025 15:49,Micro_produce_marketers,Fresh_Produce_Sellers,tun26,52f7c9e6-9b92-44d7-bb38-b7c7b313e50c
