formid,Type of Financial Product/Service Accessed,Date of accessing Product/Service,Has your cooperative ever given you access to the following business development support services? | None,Has your cooperative ever given you access to the following business development support services? | Training_in_microenterprise_management,Has your cooperative ever given you access to the following business development support services? | Preparing_bankable_business_plans,Has your cooperative ever given you access to the following business development support services? | Business_planning_and_strategy,Has your cooperative ever given you access to the following business development support services? | Export_assistance,Has your cooperative ever given you access to the following business development support services? | Financial_management,Has your cooperative ever given you access to the following business development support services? | Marketing_and_advertising,Has your cooperative ever given you access to the following business development support services? | Personnel_administration,Has your cooperative ever given you access to the following business development support services? | Sales_and_customer_service,Has your cooperative ever given you access to the following business development support services? | Others,Has your cooperative ever given you access to the following business development support services? | extra,5  Has your cooperative ever facilitated access to market opportunities for its members?,Comm_Partner_ID,username,Did your cooperative facilitate access to this financial Product/Service?,Are you satisfied with the product/service?
bb228ddf-cef8-45a7-82f7-6565aad09523,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahCMXBUJ24,jah59,Yes,Yes
be2b5bba-799a-4556-a818-d3e2fa32fc80,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahY53L8416,jah59,Yes,Yes
2fd961cd-90cd-4a49-8007-8a3ef10f213f,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahD3VNPV22,rin02,Yes,Yes
40650282-0fea-4931-ada4-a860609227ea,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,Jah0SNQPD49,rin02,Yes,Yes
0f9a6bdc-f16c-4581-b1b1-17a047f52ad0,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahM8VIN816,rin02,Yes,Yes
9a4bcd20-f919-4c0a-9ec2-e8562407d78e,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahP7JRRR28,jah59,Yes,Yes
36a84de1-6f54-42f6-8de9-41fb34335b56,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah1GUW1A02,jah59,Yes,Yes
fba05dae-682f-46f0-9ad7-caa1788cee4c,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahVK06UO13,jah59,Yes,Yes
4ac8ff4d-5240-4fcc-9e88-10d7b508d941,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahJKBIUX49,jah59,Yes,Yes
da7e5719-f379-451b-ab69-c76c8969acfe,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahUE845218,rin02,Yes,Yes
479c931c-5021-4a9f-abe2-d8fac0c9cb79,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah1OOPSG24,jah59,Yes,Yes
b6e2186c-324c-4045-b039-5c735d656923,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahN44R8920,jah59,Yes,Yes
5a50b71c-fd0f-473c-86b4-57fc21b14026,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahBV4HAE46,jah59,Yes,Yes
cd237a74-695b-4111-9f29-0a0aefb56b34,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah0CCECH07,jah59,Yes,Yes
fa9e1dc6-2c79-4203-93f9-df8d143277c0,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahWDWA1E23,jah59,Yes,Yes
f19d2e32-0cb2-4b50-a0b1-c58834224f67,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahG6D3F805,jah59,Yes,Yes
43d7ff22-5c65-4656-9532-279a4681f9b3,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahQ2B8TY21,jah59,Yes,Yes
56e1f723-bea5-4aa4-88a1-b1dbf16de4ee,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahZ8VYQF38,jah59,Yes,Yes
925769b5-641e-48cb-9c1c-b0741b6f96f2,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahMO0GRX16,jah59,Yes,Yes
8825d1de-e7a5-4758-a393-a9a6ff94b7c1,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahKGJC2S42,jah59,Yes,Yes
36a37050-9590-48a9-8783-e419a0d93c15,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahGTH2FY59,jah59,Yes,Yes
87429e6b-146f-4698-8223-95eaa806d0bd,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah52T5YA57,jah59,Yes,Yes
e83cafed-f18e-437e-8665-74cd2440f48f,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah5AYYDM20,jah59,Yes,Yes
8270edb8-82b4-4b94-be54-1d28b80583a9,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah80ROS707,jah59,Yes,Yes
2be0e351-9c46-428a-a7ea-2b7957d471ea,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahP2RTLG41,jah59,Yes,Yes
3c2f1f83-3cf7-4e27-84eb-624e37ffc8ee,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahU087HA07,jah59,Yes,Yes
e243d742-62df-4b75-b7e1-9f7aacf71eef,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah8FVCGP21,jah59,Yes,Yes
c7a17767-7189-45a2-9747-a9d5b79293ef,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahWADU5O16,jah59,Yes,Yes
9afef139-b67d-438f-a438-31f6ac8806c3,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahWSE34F32,jah59,Yes,Yes
9baa67d8-da16-4248-af23-21870d567b66,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahXF3C3606,jah59,Yes,Yes
6a442f07-8f44-44ac-a9d4-40356e53c2a3,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahDUV3X352,rin02,Yes,Yes
dbd5f10b-c387-40e7-bae8-bca662ea9747,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahT3IVFX43,rin02,Yes,Yes
0e5d67a4-c3be-42dd-8bfc-788b3703fbda,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahI7C3CJ34,rin02,Yes,Yes
12de5d8e-0d11-4725-a7e7-46be51f1f9f8,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahVI6QBY36,rin02,Yes,Yes
a7e41e01-4d22-45c8-bcde-b3e804fb7c71,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahAW9OPQ01,rin02,Yes,Yes
080b4c24-147b-4104-8714-aaf2f21b4cb4,Deposit_Account,2025-03-28,,,1,1,,1,1,,1,,,Yes,JahHEZOYB46,rin02,Yes,Yes
57b2a38c-655f-498f-9b48-ccd9cd602106,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahNB99RZ29,jah59,Yes,Yes
5e6f30bd-ec31-4f63-b2b2-37f2155d811e,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,BebJF1KBF49,kir15,Yes,Yes
77764339-265d-4e61-a54b-f05467e41bf0,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,BebEMDXV459,kir15,Yes,Yes
66567129-97c6-4a20-86ed-ba4fd83d8493,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Beb7384F731,kir15,Yes,Yes
704e5daf-ad9a-4a3a-a49a-6c1f0b881095,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,BebXOLF1D04,kir15,Yes,Yes
f4094085-0e87-47f4-a22f-66dd08fec542,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,BebHRG54S17,kir15,Yes,Yes
360b3a27-dce7-4ca6-a3b5-4978e3a4311a,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirI8SOAN06,kir15,Yes,Yes
23bb87e2-7503-4971-a026-16087249bda1,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Kir9WQDDD15,kir15,Yes,Yes
cd19eb01-1f8c-4791-a86f-e08e38e50bf8,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirK81YMB36,kir15,Yes,Yes
558d08b4-78a2-4033-9da0-69e45ed90b49,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirCTOWEC05,kir15,Yes,Yes
f6793894-1ec2-49a8-ba2a-dae74cca609d,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirVEGLNW48,kir15,Yes,Yes
032645fa-b15b-4af9-a19a-037c5a1b3d4d,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Kir3XEZZR23,kir15,Yes,Yes
67db47fd-a7a1-4a0f-99dc-d88a6e8331c6,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirOYZHT838,kir15,Yes,Yes
ca2b5fdf-064e-465c-acdc-d1342c38952b,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirFWVQ9555,kir15,Yes,Yes
8932e52d-73fb-4617-9352-14ad356eec0c,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirHIEJK922,kir15,Yes,Yes
84ff18c9-848d-4302-8023-3d48fb0794bf,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirPJRU8311,kir15,Yes,Yes
ad4298e4-1888-410b-9e2a-17812b339e9e,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Kir0KCU5B27,kir15,Yes,Yes
61115362-40ee-4f2a-80dd-fde3f4f14e1b,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Kir0EWVEC12,kir15,Yes,Yes
c95e30b5-9b35-44d6-b9b3-59fa3f7c87b4,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirWFB4NT00,kir15,Yes,Yes
e0cab3e8-24d2-48a1-92bb-bda88b899858,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirM1RAMT27,kir15,Yes,Yes
9b579fd1-1d24-49c7-921e-6ee7ea150260,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirXKUUTU05,kir15,Yes,Yes
7011f633-bf2d-484c-b2d0-92fe0023e6a0,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirNRQBBT23,kir15,Yes,Yes
e63dbe92-43c0-4b25-9c53-80573e1106b5,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Kir2Y8EZ336,kir15,Yes,Yes
5ebbb1b6-4cc5-4753-a894-14b17a0e2c0f,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirFC7P1G22,kir15,Yes,Yes
4c6907d0-2127-4d17-90cf-0906f89c02f5,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah9DBJMR44,jah59,Yes,Yes
eb41b03a-70a0-497d-b454-c9b3cd051c30,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirXK3I8845,kir15,Yes,Yes
3a124620-2c08-400e-9eb7-e131c4c176c5,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirBCKGPX10,kir15,Yes,Yes
86efc7b5-fb5e-4113-83ee-a6826967d4c4,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau0E5FJ132,bau12,Yes,Yes
f9978d03-09cf-4fe7-9b44-62dd5480c4f3,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,Jah8XNS0L17,rin02,Yes,Yes
ad653860-a927-4946-92a2-a22e2317ab01,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirZWUNCD28,kir15,Yes,Yes
2170c457-8f2d-4955-8d98-f63e15727d8e,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau7VP6IZ42,bau12,Yes,Yes
05670331-08db-4d71-8226-485d38ce894d,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahWPLM6K38,jah59,Yes,Yes
aeb45022-8eb3-4164-b711-4fca7c57d077,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauANVXSF23,bau12,Yes,Yes
0527274a-a028-4ae0-af19-15a62c32aeff,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,KirER6HOC29,kir15,Yes,Yes
52d349cb-e542-4ded-9090-14d81ac178b2,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauEB2LXB36,bau12,Yes,Yes
cf6de2e5-051e-4f87-a843-2b099b28db2a,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau1TY1JH37,bau12,Yes,Yes
5c26fffb-2b4c-47f2-8592-b9f53a609695,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Kir4RKDD207,kir15,Yes,Yes
483ee299-fac8-4a33-aa10-0a9988f6ca12,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauJZGKQR00,bau12,Yes,Yes
e6151ded-06f4-4b28-8bfc-d84f68f08f9d,Deposit_Account,2025-03-21,,1,1,1,,1,1,1,,,,Yes,BauHF3Y2L55,bau12,Yes,Yes
63ac7fde-a587-45b5-8600-179c3eece185,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahAMJBJ310,jah59,Yes,Yes
9913cf14-ad01-4953-b070-cb14388c3df9,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauO6N9TZ35,bau12,Yes,Yes
6ba80127-e9a7-4cbe-ad4a-10dbe8d36eeb,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah0EISVL00,jah59,Yes,Yes
611185af-4587-4c88-b3c5-3bb200998288,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau04CG6L40,bau12,Yes,Yes
7316a8b3-35e4-44b2-a52e-99cf99031074,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,JahT21ZET07,rin02,Yes,Yes
e11ff6ff-0908-4204-b0cf-c068fb749d8c,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahVJ9DKH10,jah59,Yes,Yes
a672bba4-67d6-426c-93fb-e66a713d5af3,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauMJMEO113,bau12,Yes,Yes
3cdd843a-fc02-4e5d-ac8c-46ff5a1062a6,Deposit_Account,2025-03-21,,1,1,1,,1,1,1,,,,Yes,Bau1CPJRH59,bau12,Yes,Yes
d10bf540-cef2-447e-9a04-c218bb0a8c8f,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah7PIMIO34,jah59,Yes,Yes
4911088a-1e17-47b8-9014-786f559d883d,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau4K0D9T38,bau12,Yes,Yes
1fc14f7a-3a8f-4202-86ac-aab6b596df0b,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau7LN5T814,bau12,Yes,Yes
8d523a2c-a02d-4a17-adaa-6ced0683f2f3,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,Jah5S9U0009,rin02,Yes,Yes
18bfd3b1-b763-46be-904f-03a329dd8a7d,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahX2D43O19,jah59,Yes,Yes
086ae36c-433f-42ec-8da3-af574644517a,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauAX2Z4M13,bau12,Yes,Yes
db73098e-a737-4e0b-8b7e-846b332f7cfe,Deposit_Account,2025-03-21,,1,1,1,,1,1,1,,,,Yes,BauXS0I3I51,bau12,Yes,Yes
ef6706bd-e984-4ba2-92b9-35624b85265a,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahKVSWW332,jah59,Yes,Yes
bb63fcf9-fd99-4b8e-9d12-d3b748728cb4,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauW150GM28,bau12,Yes,Yes
92218cda-0d2e-4094-82f7-7eee2bd09812,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauBHA9XO58,bau12,Yes,Yes
0a1f4a2e-0878-4e65-b8b7-37d3e5b81e82,Deposit_Account,2025-03-28,,1,1,1,1,1,,1,,,,Yes,JahBLOXJY21,rin02,Yes,Yes
c1053d55-114a-4152-9e6b-e66886b6a52f,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah81OE9834,jah59,Yes,Yes
38134378-201e-4b2b-bd4e-27b22f52d656,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau8JYZIN34,bau12,Yes,Yes
863cc2fa-96dc-4e97-aab4-6f1df2dead8a,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahUWACXV11,jah59,Yes,Yes
3eddd772-1317-4d6f-9baf-268e124531db,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauB1ACC353,bau12,Yes,Yes
abf1c6f2-d850-40db-b74f-286897e0a40c,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah14Q2FT06,jah59,Yes,Yes
77673e28-6f36-4e37-8d40-72585ed1e45d,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauOO7XAM45,bau12,Yes,Yes
f705b929-4cd8-47ea-8bf1-bd10c60c66f8,Deposit_Account,2025-03-28,,1,1,1,,1,1,,1,,,Yes,,rin02,Yes,Yes
a24b5cb5-4ca6-406f-bf52-c17b8d867959,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauZ74WO244,bau12,Yes,Yes
a889fd56-a145-4012-a6e0-625a7a288b97,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahKP0FRR25,jah59,Yes,Yes
7f9b0af5-1bc3-4323-b8a7-ace7847881a6,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauAV45E451,bau12,Yes,Yes
ebb657b7-330b-4f9b-bcc4-60f098115c4d,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahN77V1530,jah59,Yes,Yes
b05b6a7a-57d0-4eb8-8d35-8965be03a24a,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauQUWEOI13,bau12,Yes,Yes
5d7658f9-b870-4c92-85ac-b8e28f280b2b,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahJ3PEXB00,jah59,Yes,Yes
920eaa16-b41e-4baa-8707-2eb9860e3fd0,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauXCKTLZ07,bau12,Yes,Yes
72ea5ed5-bec7-4fc4-bcb7-2cf851c8fbb7,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahJ6MGJR22,jah59,Yes,Yes
1e3edd02-de5d-4a1f-b14c-2355ea1f060c,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau13HX0311,bau12,Yes,Yes
7ac88f68-9417-478c-ad2f-6002c4fbd884,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahB4XCOW08,jah59,Yes,Yes
c7d6e82e-60b2-4a30-ad2e-e74daee49520,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau5N1CDD06,bau12,Yes,Yes
ce9ab905-30ac-48e5-8d0f-6351d6e00187,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauEO7FXJ22,bau12,Yes,Yes
4c9a3d54-387d-45cb-9757-acf5b9d24899,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauBHK36105,bau12,Yes,Yes
b2d4b52d-0de5-43f4-a06c-013e1bdb486c,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauQ9R6HM36,bau12,Yes,Yes
635113b2-6cf5-4b32-8e9e-358a74bb26ac,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah1WK21R07,jah59,Yes,Yes
8303a91a-04d6-461b-8026-85a53f5f5a24,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauX7SOSN57,bau12,Yes,Yes
d7c2dc68-6af2-4b13-a007-9402693b883e,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauD9AN7Q44,bau12,Yes,Yes
65fc40b3-fe24-472e-87f1-49947e05fc51,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahWBMA8705,jah59,Yes,Yes
12610c31-8614-406c-8836-69563bb3c95a,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauXNLN9738,bau12,Yes,Yes
37e86b98-8910-4a2e-884d-e5ceac0cab4b,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau2P5B2027,bau12,Yes,Yes
3ff4c73e-5251-4167-9400-ef2764f120fc,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahPESARZ13,jah59,Yes,Yes
2ea446d7-2e9d-447e-ab1c-ee92483ffbc1,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau4ZME4W55,bau12,Yes,Yes
4146ea9b-b21b-46f3-b7b1-e16d9dfd6a08,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauLLCKR452,bau12,Yes,Yes
affc5844-339b-4699-8022-53ab0b3741b6,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahP6FUER34,jah59,Yes,Yes
863cfb41-8fe7-433a-843f-3db08b8dc929,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauPMWSDM58,bau12,Yes,Yes
63e442f5-f128-4114-8a9b-ff4e8b49c090,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauS4PA1Z31,bau12,Yes,Yes
783ed95d-b2a8-4c0a-a88a-8411cd966497,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauPK45U310,bau12,Yes,Yes
fe3ad563-3824-4112-8eb0-7d96c1ff8162,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahLGL50A21,jah59,Yes,Yes
ca70b7b8-3424-47cd-ba61-c26ce03eca70,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau4B2NJ534,bau12,Yes,Yes
5e69b2f0-e0c7-454c-ba60-d90a08631c06,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau39KUW443,bau12,Yes,Yes
1c9489dc-0a8e-4f36-b27f-905e9f61b87e,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,JahO6R8TY04,jah59,Yes,Yes
49d77c58-7c5d-49a9-b90f-72dbf54cb4da,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauYF6HW106,bau12,Yes,Yes
8d094ade-aa07-4f52-8ec4-68130cfe6572,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah4F55IK39,jah59,Yes,Yes
12097fda-7f4f-4540-a776-4a3a770fb318,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,BauCSGUDU42,bau12,Yes,Yes
c9c20e52-478d-4062-8def-fc3382aae1fc,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Jah8GDXBH08,jah59,Yes,Yes
e61e63bd-b2b3-449d-a870-e350bdf87ffa,Deposit_Account,2025-02-28,,1,1,1,,1,1,,1,,,Yes,Beb18OC5231,tun04,Yes,Yes
f6b799dc-1372-4009-a80e-fa9c8dd9b1da,Deposit_Account,2025-03-22,,1,1,1,,1,1,1,,,,Yes,Bau7IF5X803,bau12,Yes,Yes
1f6edc3e-d63f-47ab-89fe-a6881baa177a,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebZKDASL02,kir07,Yes,Yes
fadc8560-751b-4f9a-abe4-47493081eaf8,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebXLPHRX53,kir07,Yes,Yes
0be7ac1b-4cd7-4724-95f1-d856a7f05446,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebBDXT3W27,kir07,Yes,Yes
6159fa3c-caa4-4828-be97-122fe16da7cb,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebU1BQ9I03,kir07,Yes,Yes
a3889782-a51a-4095-9e28-507bcb434e29,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebJ6F7L835,kir07,Yes,Yes
0d6ca54f-a3e5-4f8b-b9c9-e60c71a7e971,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebYO3H5X27,kir07,Yes,Yes
3127b7fc-eaee-46e7-a5e5-eee08998fb89,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb38BFU833,kir07,Yes,Yes
24514913-5522-4735-84a3-b6e91ea9835a,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebJ7OAM517,kir07,Yes,Yes
5de0b40b-89ba-4208-b408-142ebbdb1c15,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebUZEX4R57,kir07,Yes,Yes
4be156e4-98a2-4122-8dc5-67698cd53247,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb1KPUI823,kir07,Yes,Yes
e2d87a40-8574-4a5a-a207-6f1c78e414db,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebDQHWNP59,kir07,Yes,Yes
c495b1d2-6f2a-4afe-9532-61f63d92f9c6,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb3ZDUBQ29,kir07,Yes,Yes
0bd2d047-450b-4e2a-b2e4-5661a618dd9e,Deposit_Account,2025-02-21,,1,1,1,,1,1,,1,,,Yes,BebWEMSZD46,kir07,Yes,Yes
e2cde981-c0cc-4fcd-8a6b-38258309a45d,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb20GYFH02,kir07,Yes,Yes
1d5274b5-65f5-4027-8db3-0926ac683b15,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebTZR6VP34,kir07,Yes,Yes
cd652328-96e5-4513-822f-77042850d7bc,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb48ZMRC45,kir07,Yes,Yes
df004a95-e714-4fee-995f-1adf71b41006,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebPE5H8614,kir07,Yes,Yes
fa4a4a05-28d4-4c70-b8ce-3ed36c0e002c,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebC0Q1I022,kir07,Yes,Yes
b840dc7e-a4db-46d9-8d88-700f090cf421,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb2ZHHK605,kir07,Yes,Yes
b24d3aa6-aaa2-4ff5-91bc-ab42c61910ef,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebYVAGJI37,kir07,Yes,Yes
dd045ebd-b803-4aba-a096-4e605461f6d7,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebI9F2YZ43,kir07,Yes,Yes
