formid,Date of visit,State,6  Ongoing farm activity at the time of visit | None,6  Ongoing farm activity at the time of visit | Site_Selection,6  Ongoing farm activity at the time of visit | Land_Measurement,6  Ongoing farm activity at the time of visit | Land_Clearing,6  Ongoing farm activity at the time of visit | First_herbicide_application,6  Ongoing farm activity at the time of visit | Ploughing_Harrowing_Tilling,6  Ongoing farm activity at the time of visit | Preparation_of_Nursery_,6  Ongoing farm activity at the time of visit | Planting,6  Ongoing farm activity at the time of visit | Transplanting,6  Ongoing farm activity at the time of visit | Gap_control_(Replacement_of_un-germinated_plants),6  Ongoing farm activity at the time of visit | Mulching,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_1,6  Ongoing farm activity at the time of visit | NPK_Application,6  Ongoing farm activity at the time of visit | Application_of_Aflasafe,6  Ongoing farm activity at the time of visit | Application_of_Pesticide,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_2,6  Ongoing farm activity at the time of visit | Urea_Application,6  Ongoing farm activity at the time of visit | SSP_Application,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_3,6  Ongoing farm activity at the time of visit | Harvesting,6  Ongoing farm activity at the time of visit | Drying_(To_eradicate_moisture),6  Ongoing farm activity at the time of visit | Winnowing,6  Ongoing farm activity at the time of visit | Bagging,6  Ongoing farm activity at the time of visit | Storage,6  Ongoing farm activity at the time of visit | extra,Farm-related problem reported by the farmer | None,Farm-related problem reported by the farmer | Disease_outbreak_(Specify),Farm-related problem reported by the farmer | Pest_Attack_(Specify),Farm-related problem reported by the farmer | Soil_degradation,Farm-related problem reported by the farmer | Water_Scarcity,Farm-related problem reported by the farmer | Weed_Infestation,Farm-related problem reported by the farmer | Others,Farm-related problem reported by the farmer | extra,Implementing_partner,Cooperative_Unique_ID,State-IP,username
dca35050-9312-438a-b819-cce3d0cc8ef2,2025-08-06,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahYHDZZ59,Jigawa-WOFAN,jah46
7aeab7df-9319-4cd5-a2d4-bdf56ef48b85,2025-07-23,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahYHDZZ59,Jigawa-WOFAN,jah46
9d86b6c1-378d-471a-8669-228c5197729c,2025-07-12,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahYHDZZ59,Jigawa-WOFAN,jah46
00301be4-f1b4-44a1-b808-7a361e4fbbd6,2025-07-02,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahYHDZZ59,Jigawa-WOFAN,jah46
b47ffd54-bc88-4434-b398-0734a0afd83b,2025-10-21,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
e5d150a3-dbbe-4433-99d9-92d74b35dda5,2025-10-18,Jigawa,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
41aa1755-1a86-4b8f-85cf-1ee8136b167c,2025-10-10,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
828bc4de-7f67-46da-b86a-150df4ebb4d0,2025-09-26,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
849028f6-9fd8-4b69-a2a2-47b9008dac53,2025-09-17,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
a82328f0-6531-4395-96d7-75cd2c0fc954,2025-09-05,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
4c049f64-fa8d-4e00-b5e4-86163ac31c45,2025-08-26,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
7ec00a45-0dc9-4ec3-a840-ab3abff1e49d,2025-08-15,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
5c3609d2-e3dc-47aa-91b3-4ac539a87331,2025-08-05,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
7cfa088e-6585-4f8d-889d-4f37c8b42eed,2025-07-22,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
f9f03714-b9e9-42ba-a2f1-198615616501,2025-07-12,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
17b0965d-a0f3-403a-9310-c46ade6c59d8,2025-07-02,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahNHNOE28,Jigawa-WOFAN,jah46
4ec7b992-4af3-49f3-8111-d3ee402a4c6f,2025-07-10,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
e0879500-4440-47ca-9866-0e8814df0b81,2025-07-17,Jigawa,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
89a7bc6d-d92f-45da-bf0a-5826a4eabb91,2025-07-22,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
bb169412-0708-4ede-a134-ddc9426026b4,2025-07-28,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
0ff40563-9825-4784-a929-08ff76c9b29c,2025-08-12,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
aa4a6bd1-53aa-4fcf-96dc-26f853f49848,2025-08-23,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
c274de46-f85c-423d-a4a1-780ee52af3a8,2025-08-28,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
529f412f-bddb-43fe-a23f-c3bdd5d72d4f,2025-09-02,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
edbf4884-af39-47da-a9bf-3d10f63db6c0,2025-09-14,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
bd9b1c97-4f09-4525-8b7f-b116d6abd7ee,2025-09-25,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
1267554d-4dfa-44ed-bbf4-2f8cdd40a39f,2025-10-02,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
085e9678-bd8f-4698-a43d-9fa93e45b36b,2025-10-10,Jigawa,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
e69fc2ef-86a2-419a-aa7f-2bd4805ee210,2025-10-15,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-JahTDWCQ16,Jigawa-WOFAN,jah41
074ac7f2-3741-4476-9bf6-d838d060551f,2025-07-21,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika4BDQ646,Kaduna-WOFAN,ika24
d89ea23f-81c5-4c7a-9547-65bdded9b5f0,2025-07-21,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika4BDQ646,Kaduna-WOFAN,ika24
4aec6254-8221-4950-b176-d2c4f1748fea,2025-08-01,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika4BDQ646,Kaduna-WOFAN,ika24
cc3fa51e-e339-4bcf-b237-f6a7f8b2df9e,2025-08-13,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika4BDQ646,Kaduna-WOFAN,ika24
8f2db2e6-493b-4b77-af57-196ddd36de42,2025-08-21,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika4BDQ646,Kaduna-WOFAN,ika24
6428a1c3-e349-4de0-b058-97f50e463a4d,2025-09-14,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-Ika4BDQ646,Kaduna-WOFAN,ika24
4810f711-064c-41d6-8f77-1e95327243af,2025-10-23,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-Ika4BDQ646,Kaduna-WOFAN,ika24
b6a39e4d-7990-45f4-8d89-a943636ac262,2025-06-20,Kaduna,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaTITIP59,Kaduna-WOFAN,ika15
5a833c69-d27f-42a8-9e52-9461c1908c12,2025-10-22,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-Gar7T1YJ42,Kano-WOFAN,bun17
2e266fc2-b662-4e94-bed2-15e90dad1786,2025-10-22,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-Gar7T1YJ42,Kano-WOFAN,bun17
3c276960-3fc8-47ae-bdb4-aaaf2dc666e8,2025-10-21,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-Gar7T1YJ42,Kano-WOFAN,bun17
72de1634-1b2a-4730-9535-6de29d3776db,2025-07-17,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaTITIP59,Kaduna-WOFAN,ika15
09be0016-5b19-4698-9196-32386394f439,2025-10-17,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-Gar7T1YJ42,Kano-WOFAN,bun17
b6f859b9-268f-4c57-ba07-7a9abcc48c84,2025-10-09,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-Gar7T1YJ42,Kano-WOFAN,bun17
359d4064-603a-4216-a621-fb45a456bf1a,2025-08-14,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaTITIP59,Kaduna-WOFAN,ika15
6a1919c2-4c71-4fc7-bf3f-e33480af6aac,2025-09-19,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaTITIP59,Kaduna-WOFAN,ika15
0020398a-511d-4c5c-a4b9-1a3725c2cab6,2025-06-20,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
e330f75d-7f6d-44db-adb4-0f6fa609ac7b,2025-09-14,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaTITIP59,Kaduna-WOFAN,ika15
5253089f-9b9a-4fe1-9825-4caa0c14bbae,2025-07-30,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-IkaTITIP59,Kaduna-WOFAN,ika15
47593fb3-6185-4b65-92e7-f16f848987c3,2025-10-24,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-IkaTITIP59,Kaduna-WOFAN,ika15
1c591124-4f7c-45ef-a1c5-5dc41f89c999,2025-07-07,Jigawa,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
154af876-01ef-4e42-a5a1-4d1a2f4589a5,2025-07-14,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
88ed9ef3-8d27-41f9-80c2-c0da77500c82,2025-07-20,Jigawa,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
3682ea37-ce7f-4b0f-9727-146caa63070d,2025-07-30,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
f7e4a555-cbd4-4bd9-b868-a90642b01af1,2025-08-05,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
9af9c255-2437-42d3-b7cf-c82f98b1a3fa,2025-08-10,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
65ec4f4c-ffa2-4234-8e03-3600a876c556,2025-08-30,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
86d27016-5baa-4df2-b0c1-ef25df206657,2025-09-05,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
c0d3be4d-4065-47e7-b37f-9dbabe5d2cb3,2025-09-20,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
4fb0f9da-45d1-47ca-b849-8a0c9967908c,2025-06-29,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
7fd33f44-64f5-4fdb-b32f-5c9ac53e1711,2025-10-10,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
f9a69b6f-29ab-4e36-b9d0-42e04d0d62d0,2025-10-15,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
df3002fc-a9bd-4931-9c19-2807d0fe83d9,2025-10-19,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
66ed9daf-4e52-499d-be02-57f92986e477,2025-10-20,Jigawa,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
dbd6ee0d-1e65-4d91-b708-013bbb31c5e9,2025-10-21,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-JahT5XO525,Jigawa-WOFAN,jah52
bf6f069b-fa35-4522-8c38-91e90528b9c9,2025-07-14,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahZ3MO114,Jigawa-WOFAN,jah52
57dc729d-558d-40e1-a286-cb9cc886c6d3,2025-07-20,Jigawa,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahZ3MO114,Jigawa-WOFAN,jah52
fe877305-d07b-4eeb-be98-33a9310e1f1e,2025-07-30,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahZ3MO114,Jigawa-WOFAN,jah52
cb77649f-5222-4fbd-86ae-b0653ef5aa80,2025-08-05,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahZ3MO114,Jigawa-WOFAN,jah52
4d3ca12e-a145-4fdc-9da2-350949e44c13,2025-08-10,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahZ3MO114,Jigawa-WOFAN,jah52
01a22dee-e3b9-416c-a7a9-a7b3c64580a7,2025-06-20,Kaduna,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaS6PJT03,Kaduna-WOFAN,ika15
10f20e27-1745-4701-8977-a6f25eb709ec,2025-05-21,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaS6PJT03,Kaduna-WOFAN,ika15
dc349021-62e9-442b-852a-0b4ecc7111fe,2025-06-19,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaS6PJT03,Kaduna-WOFAN,ika15
44234282-3c20-4e3d-909d-d667c8c3169d,2025-07-20,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaS6PJT03,Kaduna-WOFAN,ika15
3f8d6840-cca8-473e-936b-68ee32d3b938,2025-08-18,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-IkaS6PJT03,Kaduna-WOFAN,ika15
484f2070-beb8-4635-b799-545415f57951,2025-09-21,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaS6PJT03,Kaduna-WOFAN,ika15
5de8fb5d-14b9-4c63-97e4-254b6c5bb581,2025-10-24,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-IkaS6PJT03,Kaduna-WOFAN,ika15
5e5171d5-84df-487a-9573-ddfc4cc21759,2025-06-19,Kaduna,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaXICO355,Kaduna-WOFAN,ika15
13d559ff-bfd5-4fba-a10b-8df386f4092d,2025-05-26,Kaduna,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaXICO355,Kaduna-WOFAN,ika15
eb7a4e8f-6581-4de6-89f4-27535fccd580,2025-06-22,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaXICO355,Kaduna-WOFAN,ika15
3b2c8d35-448d-4720-a046-803b3dc053ef,2025-07-18,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaXICO355,Kaduna-WOFAN,ika15
f25bedaa-12dd-475d-9665-0a7a330ec494,2025-08-21,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-IkaXICO355,Kaduna-WOFAN,ika15
f0de96ac-92ea-4f4f-a9b2-2ee0697d5554,2025-09-21,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-IkaXICO355,Kaduna-WOFAN,ika15
29dbaa22-ed40-4260-92da-35266d472519,2025-10-24,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-IkaXICO355,Kaduna-WOFAN,ika15
4538b325-72db-4fb9-8bf9-70a58369f4cb,2025-07-15,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
4916d31c-01fb-4692-b399-d39492ef1a5d,2025-07-26,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
553df4c7-b918-4eaa-8332-c407b750372b,2025-08-05,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
7e3a4e13-43e4-4a09-a01a-c84e209dfaf8,2025-08-16,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
15fa94ac-b8cd-48d4-a529-e614b29a70f3,2025-07-11,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
24cf44e8-b617-43cb-9842-e0222687ce28,2025-09-23,Kano,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarZUV4H47,Kano-WOFAN,gmm14
7ec96010-b0f1-447f-83b9-6bd27fce9ff6,2025-09-29,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
d5953e5c-a1db-4012-b9d6-d688b6c9f886,2025-10-02,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
530836b4-7ceb-4c88-bce4-ee9ffa4f4e68,2025-10-02,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
c327365b-fefe-4762-8600-5a8a36649c40,2025-10-02,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-BebB757M53,Kano-WOFAN,kir15
36936e48-f30b-4d63-bc3a-e91dde6757a8,2025-10-25,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-KirPKBSG15,Kano-WOFAN,kir05
28c5b4f6-c1db-40d9-be10-3047f00c6ff2,2025-10-25,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-KirPKBSG15,Kano-WOFAN,kir05
37ce5a75-54c7-4534-8199-300b53e73f2d,2025-10-25,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-KirPKBSG15,Kano-WOFAN,kir05
8b52ee59-b00b-4d18-b358-79ebfbcab163,2025-10-25,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-KirPKBSG15,Kano-WOFAN,kir05
562b3977-01ac-4f44-b69f-1b88200291f5,2025-06-21,Kano,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarDZDXU59,Kano-WOFAN,bun07
becb996b-12ee-4857-908d-a1d1af0c102d,2025-07-16,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
8b26c51c-0b4b-4c96-a665-788b56174701,2025-07-28,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
1a4bb850-2c93-4b7e-afab-dce5749bd0c4,2025-08-09,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
717bb781-21ce-4058-bd50-1b46b51afa0b,2025-08-18,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
fddd7053-8b2d-4f24-b3ac-286701d74ccb,2025-08-24,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
17ae9ea6-71d0-4344-915d-93fbbe8c8bb9,2025-08-30,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
91616112-4abd-4643-979b-bb4afa25fff4,2025-09-10,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
c5dcb634-ed83-4f0e-8370-dfe373f38202,2025-09-16,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
4ca4b87a-32a0-4950-9f27-1faf40ba8263,2025-09-22,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
984d2b25-9142-4a40-8d32-2fbec43e3311,2025-09-29,Jigawa,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
684c9041-3764-4772-a621-f1d7c94ba815,2025-10-04,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-JahKA62924,Jigawa-WOFAN,jah40
e8295bc2-610b-4e47-af08-a32247f36dd9,2025-06-15,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
86f04f86-fb3b-4355-b939-b04de99dbf92,2025-06-16,Jigawa,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
8b51acc6-27a4-46ab-8af9-5494a49dd9c6,2025-06-17,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
0fa31514-ae74-422c-876e-c6916069d26c,2025-06-18,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
c38d6bc2-77c3-47dc-b8d6-0a9798c94961,2025-06-19,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
747b5f2d-cbd7-410d-af6d-d67013cb3aaa,2025-07-20,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
dcd6e318-ee60-4f1e-9d76-ff6968503b0d,2025-07-23,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
49c076f4-e721-4d86-ac87-0e3af9bfb0b5,2025-09-20,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
c520ae3e-bd16-410e-893b-2ce21ab96115,2025-07-10,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-Gar09VZD26,Kano-WOFAN,bun18
11924d51-e274-46ea-ba75-1c56de990340,2025-09-21,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-TauQWPOL12,Jigawa-WOFAN,tau27
1ff12637-63ac-40e3-9760-50b6f9308b0b,2025-06-07,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar09VZD26,Kano-WOFAN,bun18
