formid,1  Which of these products did the Community Partner receive?,3  How many bags of ____ did the Community Partner receive?,4  Which other item did they receive? | Food_Flasks,4  Which other item did they receive? | Plastic_containers_for_food,4  Which other item did they receive? | Mobile_work_station,4  Which other item did they receive? | Umbrella,4  Which other item did they receive? | None,4  Which other item did they receive? | extra,5 1  What Quantity of Food flask (Thermocool) did the community Partner Receive?,5 2  What Quantity of Plastic containers did the community Partner Receive?,5 3  What Quantity of Mobile work station did the community Partner Receive?,5 4  What Quantity of Umbrella did the community Partner Receive?,form/Case_Data/Coop_ID,form/Case_Data/State,received_on,form case case_id
aa8a08a4-d0d4-495c-82a2-6d3cff6715af,Rice,12.0,1,1,1,1,,,10,12,9,8,JahFLKQ09,Jigawa,19/04/2025 06:27,67c159fb-8113-4e33-b07b-f5cf3d3d56ab
3ffd6800-9aba-421a-8660-a1e31d97abcc,Rice,30.0,1,,,1,,,1,---,---,1,JahJPFV41,Jigawa,19/04/2025 06:32,7f797ced-c151-4a9b-acf0-727370cc2ef6
cf9bee79-9225-49e4-99a4-0b4e6e1e60fe,Rice,10.0,1,1,,1,,,10,1,---,6,Jah6Q5O55,Jigawa,19/04/2025 06:33,86217f08-8389-41cf-92ba-c16d08f7fc10
6699b6ae-a194-4855-824b-13ae40a7f9d0,Rice,6.0,1,1,,,,,1,6,---,---,JahZXUI01,Jigawa,19/04/2025 06:33,fb686ceb-2bb6-4dcf-b87c-71c0c5bbfbd0
0536fdd7-ffc4-49b5-b677-892db2d2cfc6,Rice,10.0,1,1,,,,,1,6,---,---,JahH1K900,Jigawa,19/04/2025 06:33,02827328-03ca-4ca7-9476-8c304ac0a4f3
b7540d27-b47b-4976-8bc4-ff6fac57da84,Rice,6.0,1,1,,,,,1,6,---,---,JahJE5D43,Jigawa,19/04/2025 06:33,cf735fc4-d63f-4b8a-9544-467693ed9721
a505db34-b93a-4135-ab92-9c65d23563c4,Rice,6.0,1,1,,,,,1,6,---,---,JahNEUQ54,Jigawa,19/04/2025 06:36,83888fb8-1ed4-4207-ab24-8b03a3296324
a3db871f-6c31-40fa-8124-d10f74a0f813,Rice,6.0,1,1,,,,,1,6,---,---,JahGG7702,Jigawa,19/04/2025 06:38,1124bf00-0577-4436-9c85-8a52831e0d66
1c0a3416-e737-4679-859d-d718547d6241,Rice,24.0,1,1,1,1,,,1,1,1,1,Rin359533,Jigawa,19/04/2025 06:38,0e1913a2-6c4d-4db8-8dba-f07632150b30
9957bbe9-7d92-46f8-9344-b2ab18360d34,Rice,6.0,1,1,,1,,,---,---,---,---,JahONBA48,Jigawa,19/04/2025 06:39,45d5b481-8116-4e27-ac94-5ff0ead2c8f8
34ac0d93-e06f-40f6-9325-52d7798d81f4,Rice,6.0,1,1,,,,,---,---,---,---,Jah232O35,Jigawa,19/04/2025 06:39,b364f9f7-646e-4f08-9e3f-e42fc6728ade
bef55683-79da-4055-92bc-fa26c2746206,Rice,6.0,1,1,,1,,,6,6,---,6,GarT7UG25,Kano,19/04/2025 06:39,064224e7-e19d-4214-8112-458fcb72d752
5e9b0f3b-62c5-4a51-9ad4-0f73be9f7a60,Rice,6.0,1,1,,,,,1,6,---,---,JahM4XB19,Jigawa,19/04/2025 06:40,f7053d76-d17b-4583-8f7c-9b992232645e
01000d6c-0301-49e9-ada3-259a14d98197,Rice,24.0,1,1,1,1,,,1,1,1,1,Rin86P650,Jigawa,19/04/2025 06:41,f71f41eb-adcc-4ecc-8a4e-78138d63f870
c25aa5ec-95c8-49c4-bdaf-368343acb0f5,Rice,24.0,1,1,1,1,,,1,1,1,1,RinJ4VO07,Jigawa,19/04/2025 06:41,0686beff-ccf3-4bcc-be23-8b4709515d95
8abe7410-bdd5-4f34-aec9-01af790734dd,Rice,24.0,1,1,1,1,,,1,1,1,1,RinJ3UU29,Jigawa,19/04/2025 06:41,1630a35d-0b40-43d8-bf35-aea3c7e87c65
b223e94d-07df-49a8-8e1f-80fdc8f7e510,Rice,6.0,1,1,,,,,1,6,---,---,JahV7FP01,Jigawa,19/04/2025 06:42,f3966186-9a33-4f3f-b62f-8eb7fd51b2d5
08f9acbd-3812-44f7-825c-9e0ccd046b52,Rice,24.0,1,1,1,1,,,1,1,1,1,RinJR2430,Jigawa,19/04/2025 06:45,5e43fbcd-8505-4995-90ae-05da3817b26c
d09ddf60-341e-4dff-8393-2b0b07fa882a,Rice,6.0,1,1,,,,,1,6,---,---,JahVTSM23,Jigawa,19/04/2025 06:45,d99fd194-38ec-4174-a0b9-fa1e902c5098
f79ed068-2440-4055-857b-402e101eeb51,Rice,24.0,1,1,1,1,,,1,1,1,1,RinY19655,Jigawa,19/04/2025 06:47,cad7b72c-6b4c-481b-bbf8-ea780e0d1455
009eeda1-02c9-46f8-9768-e8e64e547336,Rice,1.0,1,1,1,1,,,1,1,1,1,Rin5BX411,Jigawa,19/04/2025 06:47,37990730-cec9-4811-9717-16812e59cddb
b8001308-9a14-45e3-8eae-b9256ffdc08d,Rice,6.0,1,1,1,1,,,6,6,6,6,Jah8AYQ53,Jigawa,19/04/2025 06:47,2660526f-603a-4abe-91a2-ad7933f064c7
46fe53f1-7d3a-4a75-af64-2da9364fedc8,Rice,10.0,1,1,,,,,1,6,---,---,Jah6Q5O55,Jigawa,19/04/2025 06:49,86217f08-8389-41cf-92ba-c16d08f7fc10
3e47e36f-2af8-4eb8-aab5-a090c4ff9718,Rice,24.0,1,1,1,1,,,1,1,1,1,Rin797S09,Jigawa,19/04/2025 06:49,c76c6184-3fa2-44ef-96f1-37ba01aed1bc
1e73518c-df1e-4aa2-a99b-224aed607061,Rice,6.0,1,1,,,,,1,6,---,---,JahV7FP01,Jigawa,19/04/2025 06:50,f3966186-9a33-4f3f-b62f-8eb7fd51b2d5
f6e69b59-0e1b-4f17-9ad2-d85b99083988,Rice,3.0,,,,,1,,---,---,---,---,Tof2TKO42,Kano,19/04/2025 06:51,940a726c-ac0a-4df0-a672-11cb9d3eb0c2
42afc5fa-1e40-49ce-bdc4-82c4bda443b3,Rice,3.0,,,,,1,,---,---,---,---,Tof6SE839,Kano,19/04/2025 06:51,d8ff4149-dafc-434a-816f-bfe11abf33e0
60779e39-fe04-43ff-b695-0d104f978c7d,Rice,3.0,,,,,1,,---,---,---,---,Tof8EXS27,Kano,19/04/2025 06:51,2b12b3a8-2c20-4738-8ea6-0c47c6903bfd
76c664b8-cb9c-41c7-8acb-89670fb39b85,Rice,3.0,,,,,1,,---,---,---,---,TofB0GT40,Kano,19/04/2025 06:51,44d05edb-f8ab-48c2-88cf-7c8fa9a558a1
72238405-6a9d-43ec-a1c0-20cd26641184,Rice,3.0,,,,,1,,---,---,---,---,TofB0GT40,Kano,19/04/2025 06:51,44d05edb-f8ab-48c2-88cf-7c8fa9a558a1
c62483ba-bcec-4608-b1c6-21ba65dba623,Rice,3.0,,,,,1,,---,---,---,---,TofG4DZ13,Kano,19/04/2025 06:51,3a45573b-4e03-4581-983e-477b5479d678
b86358aa-ca76-4c65-8211-d83cac27e869,Rice,3.0,,,,,1,,---,---,---,---,TofL7D138,Kano,19/04/2025 06:51,1b8da8c4-47a8-4b1d-a108-c87c5d221a0a
bf175877-02ca-4748-ae07-a87fe36328e0,Rice,3.0,,,,,1,,---,---,---,---,TofSBJS59,Kano,19/04/2025 06:51,e696510a-de31-4c9c-8e4f-7784558e08e8
7aa2498c-5ef5-434a-8c69-da2da98051fc,Rice,3.0,,,,,1,,---,---,---,---,TofSVL735,Kano,19/04/2025 06:51,bf809aee-5134-4677-9117-dda8e9ed5648
d2d675d8-439a-44b4-bf50-8bb1f5bc43c0,Rice,3.0,,,,,1,,---,---,---,---,TofZ0B213,Kano,19/04/2025 06:51,50fb539b-f846-40b4-87c6-c6c24034370c
a052a014-0431-4a3b-938c-6c95f123f2fe,Rice,30.0,1,1,,,,,1,6,---,---,JahB3DQ32,Jigawa,19/04/2025 06:51,5fc2b073-79fc-4a09-847c-1e3b1b09aa89
27cd5351-f0c0-4c71-a20e-ffa4497f3aea,Rice,30.0,1,1,,,,,1,6,---,---,JahUBQG32,Jigawa,19/04/2025 06:51,1f4e2893-5f19-41e5-892e-1567ed33eb74
82cac751-fab7-4e0c-a382-6ebee03f53a5,Maize,2.0,,1,,,,,---,1,---,---,Jah0GRU59,Jigawa,19/04/2025 06:51,d7ccbb23-141b-46d1-85b1-08062927d584
0c426f23-d75f-43b8-adbd-3234032a8916,Rice,6.0,1,,,,,,1,---,---,---,Bil7HF752,Gombe,19/04/2025 06:54,f612af7a-274d-485d-a379-2229d67938c9
df81d4e2-b72c-4fc3-b4d1-278f0ec276df,Rice,6.0,1,,,,,,1,---,---,---,BilNTW049,Gombe,19/04/2025 06:55,b89123b5-877b-4c2b-94e0-d045c5a457ac
6c9480d1-dfbb-4697-a5c5-88351aabb7c3,Rice,6.0,1,,,,,,1,---,---,---,BilR83449,Gombe,19/04/2025 06:56,a7086644-172c-48a9-a932-d697e036ea67
c041bedb-2e3c-42bd-bc8b-623452ba48ad,Rice,6.0,1,1,,,,,1,6,---,---,JahJY1P23,Jigawa,19/04/2025 06:56,44830781-1722-4909-9ba0-4dca91f7d8fa
5652ba1a-a255-4ec7-9839-497cd0ee3e84,Rice,6.0,1,,,,,,1,---,---,---,BilS46U57,Gombe,19/04/2025 06:56,51f514ad-c2c3-41a2-9c81-60291141f71c
7e2de661-41ba-426d-8cd7-81d3476bc097,Rice,6.0,1,,,,,,1,---,---,---,BilVRP401,Gombe,19/04/2025 06:57,4e589e5f-193d-4597-9155-0e353be02f53
2dacaad6-b6c4-4bf8-941a-d33473734a0c,Rice,6.0,1,,,,,,1,---,---,---,BilVRP401,Gombe,19/04/2025 06:58,4e589e5f-193d-4597-9155-0e353be02f53
60fd06c5-fad6-45d3-a5ea-900e6a739e28,Rice,6.0,1,,,,,,1,---,---,---,BilUT9W47,Gombe,19/04/2025 06:59,a87f1819-308e-4370-b238-6ee47cca4bd3
fe266aad-2b57-40d5-9c03-d8adb8af3e28,Rice,6.0,1,,,,,,1,---,---,---,BilNTW049,Gombe,19/04/2025 07:00,b89123b5-877b-4c2b-94e0-d045c5a457ac
7b329861-a9f9-44ff-9db5-9dc6ee0fef3f,Rice,13.0,1,1,1,1,,,1,1,1,1,Beb0PY805,Kano,19/04/2025 07:02,e878d083-3362-4099-9a02-05f09fd26c27
093ed270-ec6b-4c62-bee8-41ad43a77dc7,Rice,6.0,1,1,,,,,1,6,---,---,JahZXUI01,Jigawa,19/04/2025 07:02,fb686ceb-2bb6-4dcf-b87c-71c0c5bbfbd0
cd8fbc59-72fc-4e60-bfa3-e16cfadae68b,Rice,3.0,1,,,1,,,10,---,---,10,SabTD1518,Kaduna,19/04/2025 07:02,2d28b223-b705-4586-9305-6c17427aa7de
4f1bf473-5c4f-4ef0-979b-241f0a13f024,Rice,3.0,1,,,1,,,10,---,---,10,SabTD1518,Kaduna,19/04/2025 07:02,2d28b223-b705-4586-9305-6c17427aa7de
fbc11411-7db4-47ee-8fdb-63ad8bdbf6aa,Rice,3.0,1,,,1,,,10,---,---,10,SabTD1518,Kaduna,19/04/2025 07:02,2d28b223-b705-4586-9305-6c17427aa7de
fcd937f7-be4f-4daa-abdc-bea3a41b2bb2,Rice,3.0,1,,,1,,,10,---,---,10,SabTD1518,Kaduna,19/04/2025 07:02,2d28b223-b705-4586-9305-6c17427aa7de
70cd741f-5522-491d-b178-0d7da99378c5,Rice,3.0,1,,,1,,,5,---,---,5,SabTD1518,Kaduna,19/04/2025 07:02,2d28b223-b705-4586-9305-6c17427aa7de
6b60ea00-0eab-48ce-8461-96c04d2b638c,Rice,3.0,1,,,1,,,5,---,---,5,SabTD1518,Kaduna,19/04/2025 07:02,2d28b223-b705-4586-9305-6c17427aa7de
cd009bfc-28eb-40b5-8a17-694ff47dfe3d,Rice,3.0,1,,,1,,,5,---,---,5,SabTD1518,Kaduna,19/04/2025 07:02,2d28b223-b705-4586-9305-6c17427aa7de
f8853c26-9fb8-4946-9a30-dd65adda0c21,Rice,3.0,1,,,1,,,5,---,---,5,SabTD1518,Kaduna,19/04/2025 07:02,2d28b223-b705-4586-9305-6c17427aa7de
9818cb22-3ad5-4da1-894a-39983c42dff8,Rice,3.0,1,,,1,,,10,---,---,5,SabTD1518,Kaduna,19/04/2025 07:03,2d28b223-b705-4586-9305-6c17427aa7de
a60be49e-7009-40fa-b92b-16c9c743c520,Rice,3.0,1,,,1,,,5,---,---,5,SabTD1518,Kaduna,19/04/2025 07:03,2d28b223-b705-4586-9305-6c17427aa7de
f3aaf605-770e-455a-9c43-3bace058bca3,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
2bea4bdb-b6e2-4d38-92ee-024ff97cc207,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
664ed8ae-1cea-49b8-9e79-51033f236e8a,Rice,3.0,1,,,1,,,10,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
ce9eeec1-6c46-47c6-9bcb-6ce7fad4920d,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
53f05b7b-45e0-4dc0-b25e-c7d256e70bd8,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
f9a403cd-0312-44cc-8c27-7e23f3f3b8cc,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
eb3f5915-965a-4782-b083-f94d2abcdcb6,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
f7fa44ac-96f1-49c5-9d55-ba4f97734665,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
9516344e-1e56-424d-9123-019a3d710b36,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
ef8bb55c-0e1d-4b83-b68e-fc01ca1fb310,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
6d8f0400-1747-4981-b957-91c9227b780c,Rice,3.0,1,,,1,,,3,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
09f8d899-23ab-4421-bbdc-00126ca667e1,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
e9f8691f-1321-4b9d-8ce0-cc645647d32b,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
4f390319-2fe1-4b48-843c-eb98b6b6f856,Rice,3.0,1,,,1,,,5,---,---,8,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
acfab942-e6c3-4b54-b651-c36cf22c70d1,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
1edb60ed-3e14-4754-af9b-25e494096061,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
8d5ac437-3a43-4b38-91be-2fd3f70ec70f,Rice,6.0,1,1,,,,,1,6,---,---,JahNEUQ54,Jigawa,19/04/2025 07:03,83888fb8-1ed4-4207-ab24-8b03a3296324
c894a6fe-3d42-4d79-ad04-5c785657d73d,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
845444db-d656-43ed-824c-d1a0c55dfd5b,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
590880a6-16ca-465d-93fb-be236e335b54,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
5920d2f3-2e81-4c17-9e0d-e068f0ae85d3,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
ffed8a4c-1be3-4b1a-8cad-4992bbc41aaa,Rice,6.0,1,,,1,,,1,---,---,1,Akk216I05,Gombe,19/04/2025 07:03,68e3ad2a-90af-4c32-b0a4-e4ba2f14f9f5
b133a3c4-c09c-4b83-8e69-25a8742ff7aa,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
6a5d1fe6-0dd5-4999-b8f0-ce8a1f8c0ffe,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
3e8eba98-9b08-41a2-adff-25d0e67db689,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
529d0f3f-a61b-488f-968b-2ec6956bb05b,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
ca5b636b-173e-42f9-bafd-c6cdb53b4016,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
752ba4b6-b968-4599-918b-a5029099bd7a,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
33eb6e1b-c5c3-4611-9bd2-20ae34d24f8b,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
021e952f-a710-44ac-b4f4-d139aa05ed89,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
df82326e-700a-4a4e-b3f3-1a6b05af8ddb,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
f478a93b-1bb7-4f77-9709-66b9228e29b6,Rice,3.0,1,,,1,,,5,---,---,5,SabULV109,Kaduna,19/04/2025 07:03,5222cee5-cda5-4324-885f-1307495f2f11
81a06511-fd03-4361-9a19-eb1d7cbcc7b4,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
c0a9f79b-426a-497b-93c5-5b6e81f30e4b,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
7bc784fb-324c-4aa5-bc2d-79c9548d07cf,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
32c33bc6-976e-4b72-be7a-9d94bf6fa202,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
2b0833cb-f017-42d0-a18a-5f36c33a2be8,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
b4c1789a-2e81-4b03-a0f8-416f8b04327c,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
4173912f-f576-4fdd-96cb-f8dbe4bea3ba,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
874c9314-f4e5-4663-b352-63bb1584eaa1,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
699b2e06-3426-4cf5-b654-3eedf89a7385,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
b1d7d2ea-ad65-4e76-b1fc-690d59868ba9,Rice,13.0,1,1,1,1,,,1,1,1,1,Beb17SN30,Kano,19/04/2025 07:03,feb213ec-5ec1-4abd-a7a6-9fcdac00f603
0da84734-d67f-48a3-ac28-f905a06e57ab,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
0ca3a99d-71c8-42d7-9acb-365c9e771b49,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
5d3d0547-5cb1-49ef-9148-f3faee71d5bf,Rice,5.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
4a78f9db-7630-4ec6-9e48-f10f57c9c873,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
4ebb5390-7d4b-4ec4-a2d1-34bd17bc2b1b,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
2abef7ec-c248-424d-9b60-691d56c34e67,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
c268501e-b133-45ec-b905-fa6c53a27125,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
e956799b-8e8d-4793-8f65-6ff258ef21ca,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
c090052e-f853-4b73-a318-84a456147e40,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
8814453b-df8b-4f22-8897-758847c325ac,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
4c21c289-3cc4-4616-9bae-5f52510c11d6,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
fee40a4d-46dd-438c-b18c-7d2a8e1f6db0,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
00e652cb-ede0-4755-9565-6b55120dfa9f,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
f7b78b8c-9949-4f40-a8f9-a380a71d1573,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
a430f06a-0e2b-4d8d-8861-ca2085dac6aa,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
58af3bed-8d37-4d7a-9957-c029c7de3869,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
c3b9a5fe-8323-4a3c-8f09-cd61564985a0,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
49d48a01-4e6b-4166-bdea-3516b3829cf9,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
dea97193-a895-4778-b504-1a4bbc013464,Rice,3.0,1,,,1,,,10,---,---,10,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
b0aef2a3-5592-4243-84a0-bf9953ea598e,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
8d88690a-445d-4471-94b0-560d2c3cc132,Rice,3.0,1,,,1,,,5,---,---,5,SabQVP442,Kaduna,19/04/2025 07:03,19000527-5f2a-4ccd-9b29-681ea27523ea
1f6583eb-e69a-4b9e-9542-817e9df2527b,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:03,7c5ad224-3250-41d1-b57a-458ffd340d4d
798bff82-ccdd-4bbb-b229-9177d709f080,Rice,3.0,1,,,1,,,3,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
a60263a3-0474-4b45-962c-f72e51b968b4,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
380f75ed-2734-43c3-aa7b-2dc74fe626f5,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
cacbbf6e-b683-40aa-b194-41e81337f018,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
3c9ea6a8-ceee-4d7a-9fb9-401e8db0541d,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
5416df83-39f2-4e12-9351-672d7cc58f3a,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
bac7a4e6-95b9-4e85-865c-1fc3b9b5243c,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
44ae43aa-ac40-4c13-88f4-6b4a305c5635,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
b799796a-c435-419b-90a6-467d44a06349,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
4bddc438-55e9-484b-9cc5-413e06984def,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
55b3d3c3-063f-4bae-b784-bd9167623c0e,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
f4f22c78-50ec-4d9a-8597-f0238889fe8b,Rice,3.0,1,,,1,,,5,---,---,5,SabEGTD16,Kaduna,19/04/2025 07:04,7c5ad224-3250-41d1-b57a-458ffd340d4d
