formid,C1  What is the **Gender** of your cooperative members? (Menene **Jinsi** na membobin haɗin gwiwar ku?),C2  What is the **Age** of your cooperative members? (Yaya adadi shekarun membobin kungiyan haɗin gwiwar ku?),D1  Which **State** is your cooperative's main location of Operation? (Wace **Jiha** ce babban wurin aikin haɗin gwiwar ku?),E2  Which **Major** business area does your cooperative operate? (Wane **babban yanki na kasuwanci** kungiyar ku ke gudanar da hadin gwiwar ku?),F1  What is the nature of your cooperative's members enterprises? (Yaya yanayin kasuwancin membobinku yake?),F2  Of the following crops which is the major crop grown by your members? (Wanne ne daga cikin wadannan amfanin gona ne membobi suka fi nomawa?),G1  Does your cooperative have elected excos? (Shin ƙungiyar haɗin gwiwar ku ta zaɓi shugabanni?),G21  Does your cooperative **own** an **active bank account**? (Shin haɗin gwiwar ku na da **asusun banki mai aiki**?),form/Location/Implementing_partner,form/generatedCooperativeuniqueid,completed_time,E1  Do you have any Joint business venture operated by the cooperative? (Ko kungiyar ku tana aikin hadin gwiwa?),username,received_on
f8f17f32-4646-40e5-9fb5-93557e52d3a3,Female,Both,Benue,Processing,Producer/Processor,Rice,Yes,No,PVNL,GumKH628,19/02/2023 13:29,Yes,gum05,22/01/2023 09:47
c4216416-7307-4f73-9468-9ef28ef21d11,Both,Both,Kano,Processing,Processor,---,Yes,Yes,WOFAN,Beb20753,19/02/2023 11:28,Yes,beb22,21/01/2023 09:47
1219195f-a1be-41bd-874d-51edfaea621b,Female,Both,Kano,Processing,Processor,---,Yes,No,WOFAN,TofEG820,19/02/2023 10:23,Yes,tof05,31/01/2023 09:47
93320dda-9899-4f57-91aa-33ae19d037a3,Both,Both,Kano,Processing,Producer/Processor,Groundnut,Yes,Yes,WOFAN,TofYVS10,19/02/2023 15:17,Yes,tof35,31/01/2023 09:47
1ae6ffe1-9561-4f41-b126-530728ccb7cf,Both,Youth,Kaduna,Production,Processor,---,Yes,Yes,WOFAN,Ika2X300,19/02/2023 10:11,Yes,ika03,31/01/2023 09:47
d8f9404b-f63f-4618-abea-72ac13fb7e0c,Male,Both,Kaduna,---,Producer,Maize,Yes,No,WOFAN,Ika1VH01,19/02/2023 12:24,No,ika07,31/01/2023 09:47
9c1f93e9-51b7-45e0-a998-092f4aa8c1b3,Female,Youth,Jigawa,Processing,Producer/Processor,Rice,Yes,No,WOFAN,TauIQJ19,19/02/2023 10:27,Yes,tau10,31/01/2023 09:47
4d02afef-3650-410f-b1a8-1f987e388339,Female,Youth,Kano,Production,Processor,---,Yes,Yes,WOFAN,GarIGP44,19/02/2023 15:42,Yes,gmm29,05/02/2023 08:17
a5df05ae-eac5-4652-b786-e552b12c26ad,Female,Both,Kano,---,Processor,---,Yes,Yes,WOFAN,GarI8H09,19/02/2023 12:07,No,gmm38,05/02/2023 08:17
ba8c3846-a0ab-4208-acbc-b5ac597a8949,Female,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,Yes,WOFAN,GarIO405,19/02/2023 12:31,Yes,gmm38,06/02/2023 09:00
c032b9d1-9058-4665-9868-42cc1e64cef6,Female,Both,Jigawa,Production,Producer,Rice,Yes,No,WOFAN,JahR0E38,18/02/2023 13:04,Yes,jah27,07/02/2023 09:12
790395ac-6b41-49ba-9b16-5dc2a71e4594,Both,Both,Kano,Production,Producer/Processor,Maize,Yes,Yes,WOFAN,Gar0U231,19/02/2023 13:14,Yes,gmm32,08/02/2023 09:13
be39bd5f-6110-4538-ad30-3c9e6d4f3df9,Female,Both,Kano,Processing,Producer/Processor,Maize,Yes,Yes,WOFAN,TofGWP44,19/02/2023 15:45,Yes,tof45,09/02/2023 09:30
a2719d95-d4c1-4b8a-b270-9cd897cd6029,Both,Both,Kano,Production,Producer/Processor,Sorghum,Yes,No,WOFAN,TofFNZ25,19/02/2023 15:48,Yes,tof39,01/02/2023 08:17
23aa4ee5-32dc-4ed1-9fad-bfbad60b11da,Female,Both,Kano,Processing,Processor,---,Yes,No,WOFAN,Beb07J47,19/02/2023 10:36,Yes,beb28,02/02/2023 08:17
3f11d05f-686a-4583-86ec-4b16c3816ede,Female,Adult,Benue,Production,Producer/Processor,Rice,Yes,Yes,PVNL,Oju4QP24,19/02/2023 13:59,Yes,oju01,03/02/2023 08:17
bdc9dd42-7912-4fff-8726-14dc5e69113e,Both,Both,Kano,Production,Producer,Rice,Yes,No,WOFAN,GarZO519,19/02/2023 16:07,Yes,gmm18,04/02/2023 08:17
f3b32d7e-d566-47c4-9770-0c1e01e5b46e,Female,Both,FCT,---,Producer/Processor,Maize,Yes,No,WOFAN,Gwa48C08,19/02/2023 16:08,No,gwa13,05/02/2023 08:17
70aa33d7-1afe-4ff9-9ff4-9919e23bf7be,Female,Both,Nasarawa,Production,Producer,Rice,Yes,No,PVNL,AweST540,19/02/2023 07:16,Yes,awe06,06/02/2023 09:00
b8be615d-af74-42a1-93a9-e6239441a864,Male,Both,Nasarawa,Production,Producer,Rice,Yes,No,PVNL,AweCW344,19/02/2023 16:04,Yes,awe06,07/02/2023 09:12
ced1068f-a482-4666-bd63-e51b1435cf08,Both,Both,Kano,Agro-Input_Dealer,Producer,Rice,Yes,Yes,WOFAN,GarWVB05,19/02/2023 16:05,Yes,gmm13,08/02/2023 09:13
d49c35dd-7c39-4530-b036-0fddcbf9bfcc,Both,Both,Kano,Mechanization_service_provider,Producer,Maize,Yes,Yes,WOFAN,GarHNL23,19/02/2023 16:16,Yes,gmm13,09/02/2023 09:30
5f830119-61d1-4831-9029-8162d3b71b6d,Female,Youth,Jigawa,Processing,Producer/Processor,Groundnut,Yes,Yes,WOFAN,JahUOL49,19/02/2023 09:32,Yes,jah09,19/02/2023 09:30
e6ee0ae8-f496-4664-90d8-8e7b3d73b86c,Female,Adult,Jigawa,Production,Processor,---,Yes,Yes,WOFAN,JahCJM28,19/02/2023 16:18,Yes,jah09,10/02/2023 09:34
94dbdd1d-3619-49ec-b1c7-bcd2c1224b2e,Both,Both,Bauchi,Production,Producer/Processor,Groundnut,Yes,Yes,WOFAN,NinTE759,19/02/2023 15:50,Yes,nin13,11/02/2023 09:34
38185df2-c3ee-40ab-84c7-6ddbec782dc3,Both,Both,Kano,Agro-Input_Dealer,Producer,Maize,Yes,Yes,WOFAN,GarVSB46,19/02/2023 16:27,Yes,gmm13,13/02/2023 09:33
6a8c2f02-dd8b-4e50-ac0f-b8162406153c,Male,Both,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,Kir68E58,19/02/2023 09:23,Yes,beb24,14/02/2023 09:34
ac6b78b8-46ef-4b51-8816-3928d6ac6425,Female,Adult,Jigawa,Production,Processor,---,Yes,No,WOFAN,JahHHT20,19/02/2023 15:20,Yes,jah03,15/02/2023 09:35
1417dc8c-dc84-4c3d-ae7f-a5c7570e9388,Both,Both,Kano,---,Producer/Processor,Rice,No,Yes,WOFAN,TofF0J16,19/02/2023 16:32,No,tof46,16/02/2023 09:37
656c3eec-8d0e-4223-9c64-feac5ccbb79a,Both,Both,Jigawa,Processing,Processor,---,Yes,Yes,WOFAN,RinZYV05,19/02/2023 16:27,Yes,jah35,17/02/2023 09:26
0af0add6-b43b-4907-b35a-4f00ce6492f6,Female,Both,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,KirF0345,19/02/2023 13:38,Yes,beb24,18/02/2023 08:56
093c0e6d-b8af-4599-9e59-85220fd688a3,Female,Adult,Bauchi,Production,Producer,Rice,Yes,Yes,WOFAN,Nin8JW48,19/02/2023 15:26,Yes,nin04,04/02/2023 09:41
7a4d79fa-ba23-40e9-9c7f-113aae264964,Female,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,Yes,WOFAN,Beb4CV27,19/02/2023 09:16,Yes,beb04,03/02/2023 09:33
f3c0778a-fe33-4bdc-8f85-b12275add9ab,Both,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,Yes,WOFAN,BebK9546,19/02/2023 11:46,Yes,beb04,02/02/2023 09:44
f6ccb2b8-136c-458c-91fc-80021d377234,Both,Both,Kano,Agro-Input_Dealer,Producer,Maize,Yes,Yes,WOFAN,GarTFE58,19/02/2023 16:39,Yes,gmm13,01/02/2023 09:45
81cada0c-5600-49f4-b90b-b9adbaa34c2c,Male,Both,Nasarawa,---,Producer,Rice,Yes,No,PVNL,DomXSQ18,19/02/2023 10:34,No,dom05,30/01/2023 09:47
bc9902c5-347a-4831-89ac-172b9df79afe,Male,Both,Kano,---,Processor,---,Yes,No,WOFAN,Gar0KL11,19/02/2023 10:12,No,gmm42,29/01/2023 09:47
fd8b164b-6e48-4632-aa1b-6c448d1b3ade,Female,Both,Kano,---,Processor,---,Yes,No,WOFAN,Gar9HG19,19/02/2023 11:03,No,gmm42,28/01/2023 09:47
350e6efe-8c94-422b-8f1b-79e27a38b6a7,Both,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,Yes,WOFAN,Tof8NL20,19/02/2023 09:29,Yes,tof27,27/01/2023 09:47
2a72e4a4-2db3-43c6-b44e-2049d10a935c,Both,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,No,WOFAN,TofIVK40,19/02/2023 12:39,Yes,tof27,26/01/2023 09:47
f988b648-61c2-403f-aa41-a8b867ad29a6,Both,Both,Kano,Agro-Input_Dealer,Producer/Processor,Rice,Yes,No,WOFAN,BebQO354,19/02/2023 11:35,Yes,beb37,25/01/2023 09:47
f5164752-3b6d-4011-9bbd-f745674a0d4a,Male,Youth,Kano,Production,Producer,Groundnut,Yes,Yes,WOFAN,TofQ6R39,19/02/2023 13:55,Yes,tof44,24/01/2023 09:47
8a5ccc92-77f9-4cfd-9ac3-161d29aa7910,Female,Adult,Benue,Production,Producer/Processor,Rice,Yes,Yes,PVNL,OjuFN821,19/02/2023 14:43,Yes,oju01,23/01/2023 09:47
407a16ee-b678-4cd3-8d1c-6ff27dbcb6be,Both,Both,Kaduna,Processing,Processor,---,No,No,WOFAN,SabLE513,19/02/2023 07:44,Yes,zar03,22/01/2023 09:47
830c3f89-865b-4cee-b815-5f828707f4d1,Both,Youth,Kano,Processing,Processor,---,Yes,No,WOFAN,BebBHO39,19/02/2023 09:44,Yes,beb12,21/01/2023 09:47
1b4862db-5c0b-4922-9306-e336a0237596,Female,Both,Kaduna,---,Producer/Processor,Rice,No,No,PVNL,ZanHJH22,19/02/2023 17:19,No,zan10,31/01/2023 09:47
1138cefd-5010-40d3-858f-1f8fdec7c522,Female,Both,Kaduna,Processing,Producer/Processor,Rice,Yes,Yes,WOFAN,Ika97F13,19/02/2023 07:58,Yes,ika10,31/01/2023 09:47
74e353ef-e43a-4793-a343-ab0ebb512735,Female,Both,Jigawa,Processing,Producer,Groundnut,Yes,Yes,WOFAN,JahVAC32,19/02/2023 17:21,Yes,jah29,31/01/2023 09:47
1f08c00d-18d1-4bb8-b5cf-f74294af81ad,Female,Adult,Kaduna,---,Producer,Maize,Yes,No,PVNL,JabJXY51,19/02/2023 14:36,No,jab10,31/01/2023 09:47
e59103cb-db2c-4863-8aaa-978d3f8ee5f4,Female,Adult,Benue,Agro-Trader,Producer/Processor,Groundnut,Yes,No,PVNL,OjuZ8249,19/02/2023 13:51,Yes,oju04,31/01/2023 09:47
7a1d3827-d2e0-478f-90f0-439632151666,Female,Both,Jigawa,Production,Producer,Groundnut,Yes,No,WOFAN,JahMI323,19/02/2023 11:32,Yes,jah11,05/02/2023 08:17
a590e3d3-4ae9-466f-b80a-bc5709b9eb08,Male,Both,Jigawa,Production,Producer,Rice,Yes,Yes,WOFAN,TauUSC24,19/02/2023 09:22,Yes,tau05,05/02/2023 08:17
887971ce-c289-4cc5-826a-ccbc21a5d96f,Both,Both,Jigawa,Production,Producer,Rice,Yes,Yes,WOFAN,TauU3716,19/02/2023 14:34,Yes,tau05,06/02/2023 09:00
1c472231-937e-41e1-a24c-785677d59cc6,Female,Both,Bauchi,---,Producer,Maize,Yes,Yes,WOFAN,BauDGC00,19/02/2023 17:46,No,bau06,07/02/2023 09:12
d21c2f3c-65ad-411d-a749-29c77b904a41,Male,Both,Benue,Agro-Trader,Producer/Processor,Rice,Yes,No,PVNL,MarXNL36,19/02/2023 17:51,Yes,gum06,08/02/2023 09:13
61e442f7-5f3c-43b1-b5e4-b26bdd5d6776,Female,Both,Kaduna,---,Producer/Processor,Maize,Yes,No,PVNL,ChiJ0L20,19/02/2023 16:19,No,chk02,09/02/2023 09:30
da5852a6-53df-459a-9792-3ad6e28fc956,Female,Both,Kano,Agro-Input_Dealer,Producer,Rice,Yes,No,WOFAN,BebKYO52,19/02/2023 09:42,Yes,beb34,01/02/2023 08:17
e210194a-1a81-4543-970f-f5285d58fea7,Male,Both,Adamawa,---,Producer,Maize,Yes,No,Farm Innovation,GomTZH21,19/02/2023 11:07,No,gmb03,02/02/2023 08:17
a762ea2d-cb9d-4e9e-9774-f13c6041e54c,Male,Both,Adamawa,---,Producer,Maize,Yes,No,Farm Innovation,Gom4B206,19/02/2023 15:16,No,gmb06,03/02/2023 08:17
7ba9a8f7-c1b3-4c28-8e7b-cf271df05a52,Both,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,Yes,WOFAN,Beb6AV06,19/02/2023 11:43,Yes,beb14,04/02/2023 08:17
660bac81-aeb0-477a-aaf1-cae3f005eb53,Both,Adult,Kano,Processing,Processor,---,Yes,Yes,WOFAN,GarCLE51,19/02/2023 13:29,Yes,gmm35,05/02/2023 08:17
8e7d7cb1-1d32-42bb-b6f0-dc7c576cce19,Female,Adult,Jigawa,Production,Processor,---,Yes,Yes,WOFAN,RinE8Y33,17/02/2023 09:18,Yes,rin01,06/02/2023 09:00
88426bbd-604e-459d-954f-35fa6de0efc4,Both,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,Yes,WOFAN,Kir0ZT49,19/02/2023 09:06,Yes,beb41,07/02/2023 09:12
bf8634e9-1bb6-4fbb-a975-0305055b3770,Female,Adult,Jigawa,Production,Producer,Rice,Yes,Yes,WOFAN,Rin8TY46,17/02/2023 11:44,Yes,rin01,08/02/2023 09:13
5376662b-91da-4ed1-b80e-18485fd4d8f4,Male,Youth,Kaduna,---,Producer,Maize,Yes,No,PVNL,ZanRFX28,19/02/2023 13:39,No,zan03,09/02/2023 09:30
2dee6f36-5d58-44d8-87e1-efeb492ca647,Female,Adult,Jigawa,Other,Processor,---,Yes,Yes,WOFAN,RinKKG49,17/02/2023 13:25,Yes,rin01,19/02/2023 09:30
8d1d32cb-ddea-4047-a941-d10d2cb9578a,Female,Adult,Jigawa,Processing,Processor,---,Yes,Yes,WOFAN,Rin2OE53,18/02/2023 14:47,Yes,rin01,10/02/2023 09:34
341a00a8-2660-4ecb-b906-1aceee469e70,Male,Youth,Adamawa,Production,Producer,Maize,Yes,No,Farm Innovation,GomDYR40,19/02/2023 13:14,Yes,gmb13,11/02/2023 09:34
ed145c59-6143-4c5a-9836-caf2bcfa5866,Both,Adult,Kano,Production,Producer/Processor,Rice,Yes,Yes,WOFAN,GarKYA05,19/02/2023 15:32,Yes,gmm24,13/02/2023 09:33
4240f09b-9ccd-4d44-a9fb-17308b2d3d6f,Female,Both,Bauchi,Production,Producer,Rice,Yes,No,WOFAN,Bau9R502,18/02/2023 09:45,Yes,bau07,14/02/2023 09:34
14f3c1f6-8eb0-4e19-af9b-50512a21320e,Female,Both,Kaduna,Production,Producer,Maize,Yes,No,WOFAN,Sab96559,15/02/2023 10:36,Yes,sab09,15/02/2023 09:35
c31398e7-eef5-4bf4-b88c-179ee5f8306e,Both,Both,Gombe,Production,Producer,Rice,Yes,No,WOFAN,BalJ1X59,19/02/2023 17:17,Yes,bal05,16/02/2023 09:37
84c1e1c9-ab71-4bcf-9124-caa02c0a570c,Both,Both,Kaduna,---,Producer,Maize,Yes,No,WOFAN,Sab5RR49,16/02/2023 10:05,No,sab09,17/02/2023 09:26
d546c931-c210-4d6b-8bf7-ed5be86d2ade,Both,Both,Kaduna,---,Producer,Maize,Yes,No,WOFAN,Sab15321,16/02/2023 13:15,No,sab09,18/02/2023 08:56
2da79711-d56d-4363-803c-3f1577e382d8,Female,Both,Kaduna,---,Processor,---,No,No,WOFAN,SabODC19,19/02/2023 15:54,No,sab09,04/02/2023 09:41
79a4aee2-fcb3-4a83-b907-67b95e386e8b,Female,Both,Kano,Processing,Producer,Rice,No,No,WOFAN,BebT6M38,19/02/2023 11:37,Yes,beb40,03/02/2023 09:33
bb733963-5a44-49b7-8f0a-8420bdf01812,Both,Both,Kaduna,Processing,Processor,---,Yes,No,WOFAN,SabOD138,19/02/2023 14:19,Yes,zar05,02/02/2023 09:44
a1d82692-7329-4b5a-b68b-c6469446087a,Male,Both,Benue,---,Producer/Processor,Maize,Yes,Yes,PVNL,GweFT830,19/02/2023 08:00,No,mak06,01/02/2023 09:45
0d5c4c02-8a91-4ccb-b4c9-e711903e0baa,Both,Youth,FCT,Production,Producer/Processor,Rice,Yes,Yes,WOFAN,GwaVOY01,19/02/2023 12:01,Yes,gwa11,30/01/2023 09:47
853af96f-0bf2-4b90-9a3d-500a83473b08,Female,Youth,Adamawa,---,Processor,---,Yes,No,Farm Innovation,GomLVC43,19/02/2023 13:54,No,gmb10,29/01/2023 09:47
eb69f3bc-ebf4-478a-9c9d-ea6297370e45,Female,Both,Kano,Processing,Processor,---,Yes,Yes,WOFAN,Beb9VG25,19/02/2023 06:39,Yes,beb43,28/01/2023 09:47
9245784b-f2f6-4c9d-9ec4-48b833019ee6,Male,Both,Kano,Production,Producer,Maize,Yes,No,WOFAN,Beb2WR08,19/02/2023 09:48,Yes,beb43,27/01/2023 09:47
399c4e54-7631-4d7d-ab5e-930ad569c67b,Female,Youth,Adamawa,Production,Producer,Rice,Yes,No,Farm Innovation,GomFFJ21,19/02/2023 09:10,Yes,gmb05,26/01/2023 09:47
57c4a0e7-dc10-4d6c-8273-a1baaac76b93,Female,Youth,Adamawa,---,Producer/Processor,Maize,Yes,Yes,Farm Innovation,GomBMS23,19/02/2023 14:34,No,gmb01,25/01/2023 09:47
7ed42fc3-d8b0-4312-8d5a-88655bd2442f,Male,Both,Jigawa,Agro-Exporter,Producer/Processor,Sorghum,Yes,No,WOFAN,JahBDR42,19/02/2023 10:52,Yes,jah23,24/01/2023 09:47
6a549523-9c1c-436a-b584-0a7627a0c978,Female,Youth,Adamawa,Production,Producer,Maize,Yes,No,Farm Innovation,GomHGD51,19/02/2023 17:38,Yes,gmb10,23/01/2023 09:47
6c99a42e-c7f9-44d2-9f1d-1d87474ed494,Female,Both,Benue,Processing,Producer/Processor,Groundnut,Yes,No,PVNL,Oju58036,19/02/2023 17:40,Yes,oju07,22/01/2023 09:47
e70dd2d0-a813-41bf-85f2-be77e7e65030,Female,Both,Kano,Processing,Processor,---,Yes,Yes,WOFAN,GarYJB23,19/02/2023 18:10,Yes,gmm21,21/01/2023 09:47
a8c87587-3ad1-4e1b-9bb3-7ae0f83aa8c9,Both,Both,Benue,---,Producer,Rice,Yes,No,PVNL,Mar0IC52,19/02/2023 15:34,No,mak03,31/01/2023 09:47
802852cf-1cf7-41d5-b6b1-d1abfd3f3cc0,Both,Both,Jigawa,Production,Producer/Processor,Rice,Yes,Yes,WOFAN,RinZGS32,18/02/2023 06:30,Yes,rin05,31/01/2023 09:47
fa73f58d-504d-4fd3-9daf-65f19712b5f0,Both,Both,Kano,Production,Processor,---,Yes,Yes,WOFAN,GarG7F13,19/02/2023 14:30,Yes,gmm10,31/01/2023 09:47
82bb0247-aa6d-465c-9e3b-ee2afca79f92,Both,Both,Jigawa,Production,Processor,---,Yes,Yes,WOFAN,Rin4RJ12,19/02/2023 06:17,Yes,rin05,31/01/2023 09:47
9392fe76-4531-40b2-acaa-967e20b74813,Male,Youth,Adamawa,Production,Producer,Maize,Yes,Yes,Farm Innovation,GomYSG19,19/02/2023 12:32,Yes,gmb05,31/01/2023 09:47
71858523-e49d-46f4-8343-10e13c5e56c2,Male,Both,Kano,Agro-Input_Dealer,Producer,Rice,Yes,Yes,WOFAN,KirB4X15,19/02/2023 13:47,Yes,beb33,05/02/2023 08:17
40e82582-3283-4699-92b1-3816792e8db2,Female,Both,Adamawa,---,Producer,Rice,Yes,No,Farm Innovation,GomF9P37,19/02/2023 12:27,No,gmb09,05/02/2023 08:17
5313cb4e-f8ab-41d1-b68a-cda70ffe0d0d,Female,Youth,Benue,---,Producer/Processor,Maize,Yes,No,PVNL,Mar0VU35,19/02/2023 08:54,No,mak05,06/02/2023 09:00
299862d9-3218-4526-9f06-8ba7902caf6e,Female,Adult,Bauchi,Agro-Input_Dealer,Producer,Rice,Yes,Yes,WOFAN,GanH6L09,19/02/2023 09:35,Yes,gan01,07/02/2023 09:12
f431c83b-b464-4893-83b3-720b49b915d4,Female,Youth,Benue,---,Producer,Maize,Yes,Yes,PVNL,MarDC315,19/02/2023 14:16,No,mak05,08/02/2023 09:13
bd6dfe2c-7b52-4ba2-afb5-9b23d451df85,Female,Both,Benue,Production,Producer,Rice,Yes,No,PVNL,Gwe34533,19/02/2023 13:16,Yes,mak01,09/02/2023 09:30
7b7274d8-1131-453c-a8c5-9e9748e4f00b,Female,Both,Jigawa,---,Processor,---,Yes,No,WOFAN,RinFZ927,18/02/2023 19:48,No,rin04,01/02/2023 08:17
e96f4775-9bde-4299-8291-bcd6418021b2,Female,Both,Jigawa,Processing,Processor,---,Yes,No,WOFAN,Rin23T38,19/02/2023 09:40,Yes,rin03,02/02/2023 08:17
e8229bf5-2cad-4f26-8828-ee9f3d7c116f,Female,Both,Jigawa,---,Processor,---,Yes,No,WOFAN,RinZ7H59,19/02/2023 10:01,No,rin04,03/02/2023 08:17
929b9fa3-d78f-4bd7-bdc3-7daa2290a6c8,Female,Both,Jigawa,---,Processor,---,Yes,No,WOFAN,Rin3CE57,19/02/2023 14:43,No,rin04,04/02/2023 08:17
9083bba8-b16e-4f7c-b4ca-c2c237f35ba8,Both,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,Yes,WOFAN,Beb2G515,19/02/2023 10:52,Yes,beb35,05/02/2023 08:17
2f887e4f-4c25-4f6b-a204-b12fb34a902d,Female,Adult,Bauchi,Agro-Input_Dealer,Producer,Maize,Yes,No,WOFAN,DasTZ741,19/02/2023 11:37,Yes,das01,06/02/2023 09:00
619422cd-12e6-4982-a85e-83446d442dce,Both,Both,Bauchi,Production,Producer,Maize,Yes,Yes,WOFAN,BauN0T32,19/02/2023 09:14,Yes,bau04,07/02/2023 09:12
37e911c6-ab4e-4a94-9232-dd42602a4e76,Both,Both,Bauchi,Production,Producer,Maize,Yes,Yes,WOFAN,BauC7D30,19/02/2023 14:22,Yes,bau04,08/02/2023 09:13
7a59f7f4-fdc2-4dc3-9b65-89dfe7715025,Both,Both,FCT,---,Producer/Processor,Maize,Yes,No,WOFAN,Mun5Q745,19/02/2023 11:48,No,ama31,09/02/2023 09:30
d2a2b0c9-809f-484a-ae36-bef5f4c61692,Female,Youth,Kano,Processing,Processor,---,Yes,No,WOFAN,GarIQF45,19/02/2023 10:33,Yes,gmm27,19/02/2023 09:30
4a4f6e51-4689-470c-ab13-49bdb656f553,Female,Adult,Adamawa,---,Producer,Maize,Yes,No,Farm Innovation,Hon2WC14,16/02/2023 12:19,No,hon11,10/02/2023 09:34
79b44ace-5eab-482e-b613-9021432fb37f,Both,Both,FCT,Production,Producer/Processor,Maize,Yes,No,WOFAN,Mun0XD41,19/02/2023 15:55,Yes,ama31,11/02/2023 09:34
7ad32887-0607-4fa6-9db9-0a16a4f6e2c5,Female,Both,Kaduna,Production,Producer,Rice,Yes,No,WOFAN,SabZNJ05,19/02/2023 09:26,Yes,zar08,13/02/2023 09:33
f312f2fd-5d10-46ff-a444-9295b78cf06f,Both,Both,Kaduna,Production,Processor,---,Yes,No,WOFAN,SabYTV42,19/02/2023 14:40,Yes,zar03,14/02/2023 09:34
45ac4a81-49de-4e34-9edb-a085356689fc,Female,Both,Jigawa,Production,Processor,---,Yes,No,WOFAN,Jah7CA25,19/02/2023 10:07,Yes,jah26,15/02/2023 09:35
6cf3accd-a786-42c5-8837-785889e854d5,Female,Youth,Kano,Production,Producer,Maize,Yes,Yes,WOFAN,BebLW203,19/02/2023 12:15,Yes,beb25,16/02/2023 09:37
9a43bb6b-aaf1-4fe7-8c78-0d7c26ac4935,Male,Youth,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,BebC0S18,19/02/2023 13:30,Yes,beb25,17/02/2023 09:26
a3c42043-082e-4b47-be83-8b5211a44e35,Male,Youth,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,BebW9E53,19/02/2023 13:47,Yes,beb25,18/02/2023 08:56
c29bc4d0-43d6-40d7-9c96-be51b4d154c5,Female,Both,Jigawa,Production,Processor,---,Yes,No,WOFAN,Jah0YF16,19/02/2023 14:08,Yes,jah26,04/02/2023 09:41
ea8952c3-f8da-481d-a2b6-f97a1fbb4b05,Female,Adult,Adamawa,---,Producer/Processor,Groundnut,Yes,No,Farm Innovation,Gom48I02,19/02/2023 15:10,No,gmb11,03/02/2023 09:33
3484fb62-9a0c-42be-8847-853c84f50306,Both,Both,Jigawa,Aggregator/Off-taker,Processor,---,Yes,Yes,WOFAN,JahS8F59,19/02/2023 11:33,Yes,jah22,02/02/2023 09:44
73bb08c3-b58d-42b9-8176-725831acd7ca,Both,Both,Jigawa,---,Processor,---,Yes,No,WOFAN,JahVY552,19/02/2023 11:44,No,jah22,01/02/2023 09:45
f01bef49-ee12-4d6c-82b9-f706bf7c693a,Both,Both,Jigawa,Production,Producer,Maize,Yes,Yes,WOFAN,JahS8708,19/02/2023 11:56,Yes,jah22,30/01/2023 09:47
883d9d9f-c034-4ee8-8d71-2288bfc49657,Both,Both,Jigawa,Aggregator/Off-taker,Producer,Groundnut,Yes,Yes,WOFAN,JahB3E47,19/02/2023 12:06,Yes,jah22,29/01/2023 09:47
8c8c658e-fa22-4b9f-a3b8-3a37f04138cf,Female,Both,Kano,---,Producer,Rice,No,No,WOFAN,GarERO43,19/02/2023 10:34,No,gmm47,28/01/2023 09:47
58dbc9a3-db04-4d06-ab59-4eaa652e9e86,Both,Both,Kaduna,---,Processor,---,No,No,WOFAN,SabOAC43,19/02/2023 17:23,No,zar03,27/01/2023 09:47
3227d4b8-752c-4342-9256-68b680ec0778,Female,Both,Kano,---,Producer,Maize,No,Yes,WOFAN,GarCHS49,19/02/2023 12:31,No,gmm47,26/01/2023 09:47
ab918016-5b5d-4003-a363-8f68ba67866f,Female,Youth,Jigawa,Processing,Processor,---,Yes,Yes,WOFAN,RinMTT28,19/02/2023 11:22,Yes,jah32,25/01/2023 09:47
1a8d355a-3b5d-4693-af81-cb34da7a9a8e,Female,Both,Kaduna,Production,Producer,Rice,Yes,Yes,WOFAN,SabL1Z57,19/02/2023 22:00,Yes,ika01,24/01/2023 09:47
bd029098-9d7c-416b-a673-500f08a4fc06,Female,Youth,Kano,Processing,Processor,---,Yes,Yes,WOFAN,GarFF809,19/02/2023 22:42,Yes,gmm29,23/01/2023 09:47
b24f32cf-5a3b-44e3-8148-31217eb934a9,Both,Both,Kaduna,Processing,Producer/Processor,Rice,Yes,No,WOFAN,IkaGX644,19/02/2023 19:22,Yes,ika10,22/01/2023 09:47
9a18c106-dbe1-42e0-b4bf-25538d752388,Both,Both,Kaduna,Production,Producer,Rice,Yes,No,WOFAN,Ika8BS37,19/02/2023 19:50,Yes,ika10,21/01/2023 09:47
0501eb40-76ce-4eec-80ba-b0d1ec6bc702,Both,Youth,Kaduna,Production,Producer/Processor,Rice,Yes,No,WOFAN,IkaJHU40,19/02/2023 21:07,Yes,ika10,31/01/2023 09:47
aebdf95a-7f76-4144-80dd-9313e4b48965,Female,Youth,Kano,Processing,Processor,---,Yes,Yes,WOFAN,Gar0B257,19/02/2023 23:10,Yes,gmm29,31/01/2023 09:47
